
Entrez Gene Id	Gene Symbol	Gene Description	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT	REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	REACTOME_PROTEIN_METHYLATION	REACTOME_RAB_REGULATION_OF_TRAFFICKING	REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_LYSOSOME_VESICLE_BIOGENESIS	REACTOME_TRNA_AMINOACYLATION	REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	REACTOME_TRANSLATION	REACTOME_INNATE_IMMUNE_SYSTEM	REACTOME_METABOLISM_OF_RNA	REACTOME_CELL_JUNCTION_ORGANIZATION	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	REACTOME_L1CAM_INTERACTIONS	REACTOME_CELL_CELL_COMMUNICATION	REACTOME_SIGNALING_BY_NTRKS	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_AUTOPHAGY	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_ION_CHANNEL_TRANSPORT	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
26130	GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT	REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS		REACTOME_RAB_REGULATION_OF_TRAFFICKING			REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS																			
2665	GDI2	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT	REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS		REACTOME_RAB_REGULATION_OF_TRAFFICKING						REACTOME_NEUTROPHIL_DEGRANULATION				REACTOME_INNATE_IMMUNE_SYSTEM												
55667	DENND4C	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT	REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS		REACTOME_RAB_REGULATION_OF_TRAFFICKING																						
3312	HSPA8	heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT		REACTOME_PROTEIN_METHYLATION		REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY		REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_LYSOSOME_VESICLE_BIOGENESIS		REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING		REACTOME_INNATE_IMMUNE_SYSTEM	REACTOME_METABOLISM_OF_RNA		REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	REACTOME_L1CAM_INTERACTIONS			REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_AUTOPHAGY			REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT						REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_LYSOSOME_VESICLE_BIOGENESIS			REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING						REACTOME_L1CAM_INTERACTIONS		REACTOME_SIGNALING_BY_NTRKS			REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES		REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	
1314	COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT																				REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION					
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]				REACTOME_PROTEIN_METHYLATION		REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY					REACTOME_NEUTROPHIL_DEGRANULATION			REACTOME_TRANSLATION	REACTOME_INNATE_IMMUNE_SYSTEM			REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS				REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_AUTOPHAGY				REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
4141	MARS1	methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898]							REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION			REACTOME_TRNA_AMINOACYLATION				REACTOME_TRANSLATION													
833	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]							REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION			REACTOME_TRNA_AMINOACYLATION				REACTOME_TRANSLATION													
5223	PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]											REACTOME_NEUTROPHIL_DEGRANULATION				REACTOME_INNATE_IMMUNE_SYSTEM												
9114	ATP6V0D1	ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]															REACTOME_INNATE_IMMUNE_SYSTEM									REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_ION_CHANNEL_TRANSPORT		REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
25879	DCAF13	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]																REACTOME_METABOLISM_OF_RNA						REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION					
85456	TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]																REACTOME_METABOLISM_OF_RNA											
80746	TSEN2	tRNA splicing endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:28422]																REACTOME_METABOLISM_OF_RNA											
5339	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]																	REACTOME_CELL_JUNCTION_ORGANIZATION			REACTOME_CELL_CELL_COMMUNICATION							
56288	PARD3	par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]																	REACTOME_CELL_JUNCTION_ORGANIZATION			REACTOME_CELL_CELL_COMMUNICATION							
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]																					REACTOME_SIGNALING_BY_NTRKS			REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES			
23193	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]																						REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION					
488	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]																									REACTOME_ION_CHANNEL_TRANSPORT		
1809	DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]																										REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	
55737	VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]																											
22821	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]																											
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]																											
8802	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]																											
1073	CFL2	cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]																											
125950	RAVER1	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]																											
129607	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]																											
