
Entrez Gene Id	Gene Symbol	Gene Description	CRX_DN.V1_DN	ESC_V6.5_UP_EARLY.V1_DN	E2F1_UP.V1_DN	E2F1_UP.V1_UP	PRC2_EZH2_UP.V1_DN	MTOR_UP.N4.V1_UP	CAMP_UP.V1_DN	CAMP_UP.V1_UP	RB_P107_DN.V1_UP	ESC_J1_UP_EARLY.V1_DN	ESC_V6.5_UP_LATE.V1_DN	RPS14_DN.V1_DN	CYCLIN_D1_KE_.V1_UP	IL15_UP.V1_UP	EGFR_UP.V1_UP	PRC2_SUZ12_UP.V1_DN	RAF_UP.V1_UP	STK33_SKM_UP	STK33_UP
5118	PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]	CRX_DN.V1_DN	ESC_V6.5_UP_EARLY.V1_DN							RB_P107_DN.V1_UP		ESC_V6.5_UP_LATE.V1_DN	RPS14_DN.V1_DN							
4664	NAB1	NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626]	CRX_DN.V1_DN			E2F1_UP.V1_UP															
5339	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]	CRX_DN.V1_DN													IL15_UP.V1_UP					
301	ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]		ESC_V6.5_UP_EARLY.V1_DN	E2F1_UP.V1_DN				CAMP_UP.V1_DN			ESC_J1_UP_EARLY.V1_DN	ESC_V6.5_UP_LATE.V1_DN							STK33_SKM_UP	STK33_UP
824	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]		ESC_V6.5_UP_EARLY.V1_DN	E2F1_UP.V1_DN												EGFR_UP.V1_UP		RAF_UP.V1_UP		
22821	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]			E2F1_UP.V1_DN																
23397	NCAPH	non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]				E2F1_UP.V1_UP	PRC2_EZH2_UP.V1_DN				RB_P107_DN.V1_UP			RPS14_DN.V1_DN							
6878	TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]				E2F1_UP.V1_UP															
5106	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]					PRC2_EZH2_UP.V1_DN	MTOR_UP.N4.V1_UP													
