
Entrez Gene Id	Gene Symbol	Gene Description	GO_CHROMOSOME_CENTROMERIC_REGION	GO_SPINDLE	GO_CHROMOSOMAL_REGION	GO_SUPRAMOLECULAR_COMPLEX	GO_MITOTIC_SPINDLE	GO_SYNAPSE	GO_INCLUSION_BODY	GO_DENDRITIC_TREE	GO_CONDENSED_CHROMOSOME	GO_CELL_SUBSTRATE_JUNCTION	GO_MICROTUBULE_CYTOSKELETON	GO_MITOCHONDRION	GO_SUPRAMOLECULAR_POLYMER	GO_MITOCHONDRIAL_MATRIX	GO_NEURON_PROJECTION	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION	GO_ACTIN_CYTOSKELETON	GO_KINETOCHORE	GO_ANCHORING_JUNCTION	GO_SPINDLE_MIDZONE	GO_SOMATODENDRITIC_COMPARTMENT	GO_AGGRESOME	GO_MEMBRANE_REGION	GO_PLASMA_MEMBRANE_REGION	GO_CORNIFIED_ENVELOPE	GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GO_RUFFLE	GO_PHOSPHATASE_COMPLEX	GO_CELL_LEADING_EDGE	GO_CATALYTIC_COMPLEX	GO_MICROTUBULE	GO_LATERAL_PLASMA_MEMBRANE	GO_SPINDLE_MICROTUBULE	GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_CLATHRIN_COATED_PIT	GO_SMALL_RIBOSOMAL_SUBUNIT	GO_MICROTUBULE_ORGANIZING_CENTER	GO_NUCLEAR_BODY	GO_CORTICAL_ACTIN_CYTOSKELETON	GO_NEURON_PROJECTION_CYTOPLASM	GO_CENTRIOLAR_SATELLITE	GO_RUFFLE_MEMBRANE	GO_CELL_CORTEX	GO_CONDENSED_NUCLEAR_CHROMOSOME	GO_CENTROSOME	GO_METHYLTRANSFERASE_COMPLEX	GO_CELL_BODY	GO_CORTICAL_CYTOSKELETON	GO_WHOLE_MEMBRANE	GO_CYTOSOLIC_RIBOSOME	GO_VESICLE_LUMEN	GO_CELL_PROJECTION_MEMBRANE	GO_AXON	GO_APICAL_PLASMA_MEMBRANE	GO_SARCOLEMMA	GO_CENTRIOLE	GO_NEURON_PROJECTION_TERMINUS	GO_NUCLEAR_SPECK	GO_RIBONUCLEOPROTEIN_COMPLEX	GO_EARLY_ENDOSOME_MEMBRANE	GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GO_SPINDLE_POLE	GO_ADHERENS_JUNCTION	GO_APICAL_PART_OF_CELL	GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	GO_LEADING_EDGE_MEMBRANE	GO_MIDBODY	GO_RIBOSOMAL_SUBUNIT	GO_CLATHRIN_COATED_VESICLE	GO_CELL_CELL_JUNCTION	GO_ENDOSOME_MEMBRANE	GO_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM	GO_CONTRACTILE_FIBER	GO_EXTRACELLULAR_MATRIX	GO_BASOLATERAL_PLASMA_MEMBRANE	GO_ENDOSOME	GO_RIBOSOME	GO_CYTOPLASMIC_REGION	GO_ENDOPLASMIC_RETICULUM	GO_POSTSYNAPSE	GO_CILIUM	GO_COATED_VESICLE	GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	GO_DISTAL_AXON
5905	RANGAP1	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_SPINDLE	GO_CHROMOSOMAL_REGION	GO_SUPRAMOLECULAR_COMPLEX	GO_MITOTIC_SPINDLE		GO_INCLUSION_BODY	GO_DENDRITIC_TREE	GO_CONDENSED_CHROMOSOME		GO_MICROTUBULE_CYTOSKELETON				GO_NEURON_PROJECTION	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION		GO_KINETOCHORE			GO_SOMATODENDRITIC_COMPARTMENT	GO_AGGRESOME																		GO_NEURON_PROJECTION_CYTOPLASM													GO_AXON																			GO_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM						GO_CYTOPLASMIC_REGION						
5347	PLK1	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_SPINDLE	GO_CHROMOSOMAL_REGION	GO_SUPRAMOLECULAR_COMPLEX					GO_CONDENSED_CHROMOSOME		GO_MICROTUBULE_CYTOSKELETON		GO_SUPRAMOLECULAR_POLYMER			GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION		GO_KINETOCHORE		GO_SPINDLE_MIDZONE											GO_MICROTUBULE		GO_SPINDLE_MICROTUBULE	GO_POLYMERIC_CYTOSKELETAL_FIBER			GO_MICROTUBULE_ORGANIZING_CENTER				GO_CENTRIOLAR_SATELLITE			GO_CONDENSED_NUCLEAR_CHROMOSOME	GO_CENTROSOME											GO_CENTRIOLE						GO_SPINDLE_POLE					GO_MIDBODY																	
5515	PPP2CA	protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_SPINDLE	GO_CHROMOSOMAL_REGION			GO_SYNAPSE					GO_MICROTUBULE_CYTOSKELETON	GO_MITOCHONDRION											GO_MEMBRANE_REGION					GO_PHOSPHATASE_COMPLEX		GO_CATALYTIC_COMPLEX																			GO_WHOLE_MEMBRANE													GO_SPINDLE_POLE																						
9770	RASSF2	Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]	GO_CHROMOSOME_CENTROMERIC_REGION		GO_CHROMOSOMAL_REGION	GO_SUPRAMOLECULAR_COMPLEX					GO_CONDENSED_CHROMOSOME							GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION		GO_KINETOCHORE																																																																		
113130	CDCA5	cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626]	GO_CHROMOSOME_CENTROMERIC_REGION		GO_CHROMOSOMAL_REGION																																																																																	
3070	HELLS	helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]	GO_CHROMOSOME_CENTROMERIC_REGION		GO_CHROMOSOMAL_REGION																																																																																	
22924	MAPRE3	microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]		GO_SPINDLE		GO_SUPRAMOLECULAR_COMPLEX	GO_MITOTIC_SPINDLE						GO_MICROTUBULE_CYTOSKELETON		GO_SUPRAMOLECULAR_POLYMER							GO_SPINDLE_MIDZONE											GO_MICROTUBULE		GO_SPINDLE_MICROTUBULE	GO_POLYMERIC_CYTOSKELETAL_FIBER			GO_MICROTUBULE_ORGANIZING_CENTER																														GO_MIDBODY																	
9859	CEP170	centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]		GO_SPINDLE		GO_SUPRAMOLECULAR_COMPLEX	GO_MITOTIC_SPINDLE						GO_MICROTUBULE_CYTOSKELETON		GO_SUPRAMOLECULAR_POLYMER																		GO_MICROTUBULE			GO_POLYMERIC_CYTOSKELETAL_FIBER			GO_MICROTUBULE_ORGANIZING_CENTER								GO_CENTROSOME											GO_CENTRIOLE																									GO_CILIUM			
9181	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]		GO_SPINDLE		GO_SUPRAMOLECULAR_COMPLEX		GO_SYNAPSE		GO_DENDRITIC_TREE		GO_CELL_SUBSTRATE_JUNCTION	GO_MICROTUBULE_CYTOSKELETON		GO_SUPRAMOLECULAR_POLYMER		GO_NEURON_PROJECTION		GO_ACTIN_CYTOSKELETON		GO_ANCHORING_JUNCTION		GO_SOMATODENDRITIC_COMPARTMENT			GO_PLASMA_MEMBRANE_REGION			GO_RUFFLE		GO_CELL_LEADING_EDGE		GO_MICROTUBULE			GO_POLYMERIC_CYTOSKELETAL_FIBER								GO_RUFFLE_MEMBRANE					GO_CELL_BODY					GO_CELL_PROJECTION_MEMBRANE														GO_LEADING_EDGE_MEMBRANE				GO_CELL_CELL_JUNCTION										GO_POSTSYNAPSE				
