
Entrez Gene Id	Gene Symbol	Gene Description	HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	HP_ABNORMALITY_OF_THE_BLADDER	HP_SHORT_THUMB	HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	HP_SHORT_STATURE	HP_ABNORMALITY_OF_THE_MIDDLE_EAR	HP_ABNORMAL_SHAPE_OF_THE_OCCIPUT	HP_ABNORMAL_CARDIAC_VENTRICLE_MORPHOLOGY	HP_ABNORMALITY_OF_BONE_MINERAL_DENSITY	HP_RECURRENT_OTITIS_MEDIA	HP_APLASIA_HYPOPLASIA_OF_THE_THUMB	HP_ORAL_CLEFT	HP_ABNORMALITY_OF_THE_SHOULDER_GIRDLE_MUSCULATURE	HP_ABNORMALITY_OF_THE_SCAPULA	HP_ABNORMALITY_OF_THE_LOWER_URINARY_TRACT	HP_ABNORMAL_BONE_STRUCTURE	HP_MIGRAINE	HP_TRIANGULAR_SHAPED_PHALANGES_OF_THE_HAND	HP_ABNORMAL_URETER_PHYSIOLOGY	HP_ABNORMALITY_OF_HAIR_TEXTURE	HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	HP_ABNORMAL_RENAL_MORPHOLOGY	HP_ABNORMAL_PALATE_MORPHOLOGY	HP_OTITIS_MEDIA	HP_THICK_VERMILION_BORDER	HP_PATENT_DUCTUS_ARTERIOSUS	HP_ABNORMALITY_OF_THE_OUTER_EAR	HP_OSTEOPOROSIS	HP_SHORT_NOSE	HP_ABNORMALITY_OF_THE_URETER	HP_INTELLECTUAL_DISABILITY_MILD	HP_PROGRESSIVE	HP_GASTROESOPHAGEAL_REFLUX	HP_APLASIA_HYPOPLASIA_OF_FINGERS	HP_ABNORMAL_THUMB_MORPHOLOGY	HP_ABNORMAL_NUMBER_OF_TEETH	HP_CONSTIPATION	HP_GLAUCOMA	HP_ABNORMAL_CARDIOVASCULAR_SYSTEM_PHYSIOLOGY	HP_HEADACHE	HP_FUNCTIONAL_ABNORMALITY_OF_THE_MIDDLE_EAR	HP_ABNORMALITY_OF_THE_UPPER_URINARY_TRACT	HP_CONGENITAL_MALFORMATION_OF_THE_GREAT_ARTERIES	HP_ABNORMALITY_OF_THE_PALM	HP_ABNORMAL_HAND_MORPHOLOGY	HP_ABNORMAL_HEART_MORPHOLOGY	HP_FATIGUE	HP_CLINICAL_COURSE	HP_ABNORMALITY_OF_CARDIOVASCULAR_SYSTEM_ELECTROPHYSIOLOGY	HP_EPICANTHUS	HP_DEPRESSED_NASAL_BRIDGE	HP_PACE_OF_PROGRESSION	HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_UPPER_LIMBS	HP_SKELETAL_MUSCLE_ATROPHY	HP_ABNORMAL_MORPHOLOGY_OF_THE_GREAT_VESSELS	HP_SHORT_DIGIT	HP_ABNORMAL_CELLULAR_PHENOTYPE	HP_RESPIRATORY_INSUFFICIENCY	HP_ABNORMAL_CARDIAC_SEPTUM_MORPHOLOGY	HP_MOTOR_DELAY	HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	HP_HIGH_PALATE	HP_ABNORMAL_FINGER_PHALANX_MORPHOLOGY	HP_APLASIA_HYPOPLASIA_OF_THE_EXTREMITIES	HP_ABNORMALITY_OF_MUSCLE_SIZE	HP_ABNORMALITY_OF_URINE_HOMEOSTASIS	HP_PTOSIS	HP_COGNITIVE_IMPAIRMENT	HP_ABNORMALITY_OF_THE_PINNA	HP_ABNORMAL_LOCATION_OF_EARS	HP_ABNORMALITY_OF_THE_LENS	HP_ABNORMAL_VASCULAR_MORPHOLOGY
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	HP_ABNORMALITY_OF_THE_BLADDER	HP_SHORT_THUMB	HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	HP_SHORT_STATURE	HP_ABNORMALITY_OF_THE_MIDDLE_EAR	HP_ABNORMAL_SHAPE_OF_THE_OCCIPUT	HP_ABNORMAL_CARDIAC_VENTRICLE_MORPHOLOGY	HP_ABNORMALITY_OF_BONE_MINERAL_DENSITY	HP_RECURRENT_OTITIS_MEDIA	HP_APLASIA_HYPOPLASIA_OF_THE_THUMB	HP_ORAL_CLEFT	HP_ABNORMALITY_OF_THE_SHOULDER_GIRDLE_MUSCULATURE	HP_ABNORMALITY_OF_THE_SCAPULA	HP_ABNORMALITY_OF_THE_LOWER_URINARY_TRACT	HP_ABNORMAL_BONE_STRUCTURE		HP_TRIANGULAR_SHAPED_PHALANGES_OF_THE_HAND	HP_ABNORMAL_URETER_PHYSIOLOGY	HP_ABNORMALITY_OF_HAIR_TEXTURE	HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	HP_ABNORMAL_RENAL_MORPHOLOGY	HP_ABNORMAL_PALATE_MORPHOLOGY	HP_OTITIS_MEDIA	HP_THICK_VERMILION_BORDER	HP_PATENT_DUCTUS_ARTERIOSUS	HP_ABNORMALITY_OF_THE_OUTER_EAR		HP_SHORT_NOSE	HP_ABNORMALITY_OF_THE_URETER	HP_INTELLECTUAL_DISABILITY_MILD		HP_GASTROESOPHAGEAL_REFLUX	HP_APLASIA_HYPOPLASIA_OF_FINGERS	HP_ABNORMAL_THUMB_MORPHOLOGY	HP_ABNORMAL_NUMBER_OF_TEETH	HP_CONSTIPATION	HP_GLAUCOMA	HP_ABNORMAL_CARDIOVASCULAR_SYSTEM_PHYSIOLOGY		HP_FUNCTIONAL_ABNORMALITY_OF_THE_MIDDLE_EAR	HP_ABNORMALITY_OF_THE_UPPER_URINARY_TRACT	HP_CONGENITAL_MALFORMATION_OF_THE_GREAT_ARTERIES	HP_ABNORMALITY_OF_THE_PALM	HP_ABNORMAL_HAND_MORPHOLOGY	HP_ABNORMAL_HEART_MORPHOLOGY		HP_CLINICAL_COURSE		HP_EPICANTHUS	HP_DEPRESSED_NASAL_BRIDGE		HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_UPPER_LIMBS	HP_SKELETAL_MUSCLE_ATROPHY	HP_ABNORMAL_MORPHOLOGY_OF_THE_GREAT_VESSELS	HP_SHORT_DIGIT	HP_ABNORMAL_CELLULAR_PHENOTYPE	HP_RESPIRATORY_INSUFFICIENCY	HP_ABNORMAL_CARDIAC_SEPTUM_MORPHOLOGY	HP_MOTOR_DELAY	HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	HP_HIGH_PALATE	HP_ABNORMAL_FINGER_PHALANX_MORPHOLOGY	HP_APLASIA_HYPOPLASIA_OF_THE_EXTREMITIES	HP_ABNORMALITY_OF_MUSCLE_SIZE		HP_PTOSIS	HP_COGNITIVE_IMPAIRMENT	HP_ABNORMALITY_OF_THE_PINNA	HP_ABNORMAL_LOCATION_OF_EARS	HP_ABNORMALITY_OF_THE_LENS	HP_ABNORMAL_VASCULAR_MORPHOLOGY
6135	RPL11	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]	HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	HP_ABNORMALITY_OF_THE_BLADDER	HP_SHORT_THUMB	HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	HP_SHORT_STATURE	HP_ABNORMALITY_OF_THE_MIDDLE_EAR		HP_ABNORMAL_CARDIAC_VENTRICLE_MORPHOLOGY	HP_ABNORMALITY_OF_BONE_MINERAL_DENSITY	HP_RECURRENT_OTITIS_MEDIA	HP_APLASIA_HYPOPLASIA_OF_THE_THUMB	HP_ORAL_CLEFT		HP_ABNORMALITY_OF_THE_SCAPULA	HP_ABNORMALITY_OF_THE_LOWER_URINARY_TRACT	HP_ABNORMAL_BONE_STRUCTURE	HP_MIGRAINE	HP_TRIANGULAR_SHAPED_PHALANGES_OF_THE_HAND	HP_ABNORMAL_URETER_PHYSIOLOGY		HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	HP_ABNORMAL_RENAL_MORPHOLOGY	HP_ABNORMAL_PALATE_MORPHOLOGY	HP_OTITIS_MEDIA	HP_THICK_VERMILION_BORDER	HP_PATENT_DUCTUS_ARTERIOSUS	HP_ABNORMALITY_OF_THE_OUTER_EAR	HP_OSTEOPOROSIS	HP_SHORT_NOSE	HP_ABNORMALITY_OF_THE_URETER				HP_APLASIA_HYPOPLASIA_OF_FINGERS	HP_ABNORMAL_THUMB_MORPHOLOGY				HP_ABNORMAL_CARDIOVASCULAR_SYSTEM_PHYSIOLOGY	HP_HEADACHE		HP_ABNORMALITY_OF_THE_UPPER_URINARY_TRACT	HP_CONGENITAL_MALFORMATION_OF_THE_GREAT_ARTERIES		HP_ABNORMAL_HAND_MORPHOLOGY	HP_ABNORMAL_HEART_MORPHOLOGY	HP_FATIGUE		HP_ABNORMALITY_OF_CARDIOVASCULAR_SYSTEM_ELECTROPHYSIOLOGY				HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_UPPER_LIMBS		HP_ABNORMAL_MORPHOLOGY_OF_THE_GREAT_VESSELS	HP_SHORT_DIGIT			HP_ABNORMAL_CARDIAC_SEPTUM_MORPHOLOGY				HP_ABNORMAL_FINGER_PHALANX_MORPHOLOGY	HP_APLASIA_HYPOPLASIA_OF_THE_EXTREMITIES								HP_ABNORMAL_VASCULAR_MORPHOLOGY
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]	HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	HP_ABNORMALITY_OF_THE_BLADDER		HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS				HP_ABNORMAL_CARDIAC_VENTRICLE_MORPHOLOGY	HP_ABNORMALITY_OF_BONE_MINERAL_DENSITY				HP_ABNORMALITY_OF_THE_SHOULDER_GIRDLE_MUSCULATURE		HP_ABNORMALITY_OF_THE_LOWER_URINARY_TRACT	HP_ABNORMAL_BONE_STRUCTURE	HP_MIGRAINE				HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT							HP_OSTEOPOROSIS				HP_PROGRESSIVE	HP_GASTROESOPHAGEAL_REFLUX				HP_CONSTIPATION	HP_GLAUCOMA	HP_ABNORMAL_CARDIOVASCULAR_SYSTEM_PHYSIOLOGY	HP_HEADACHE						HP_ABNORMAL_HEART_MORPHOLOGY	HP_FATIGUE	HP_CLINICAL_COURSE	HP_ABNORMALITY_OF_CARDIOVASCULAR_SYSTEM_ELECTROPHYSIOLOGY			HP_PACE_OF_PROGRESSION		HP_SKELETAL_MUSCLE_ATROPHY			HP_ABNORMAL_CELLULAR_PHENOTYPE	HP_RESPIRATORY_INSUFFICIENCY			HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY				HP_ABNORMALITY_OF_MUSCLE_SIZE	HP_ABNORMALITY_OF_URINE_HOMEOSTASIS	HP_PTOSIS	HP_COGNITIVE_IMPAIRMENT			HP_ABNORMALITY_OF_THE_LENS	
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]					HP_SHORT_STATURE	HP_ABNORMALITY_OF_THE_MIDDLE_EAR	HP_ABNORMAL_SHAPE_OF_THE_OCCIPUT					HP_ORAL_CLEFT								HP_ABNORMALITY_OF_HAIR_TEXTURE			HP_ABNORMAL_PALATE_MORPHOLOGY				HP_ABNORMALITY_OF_THE_OUTER_EAR				HP_INTELLECTUAL_DISABILITY_MILD					HP_ABNORMAL_NUMBER_OF_TEETH					HP_FUNCTIONAL_ABNORMALITY_OF_THE_MIDDLE_EAR			HP_ABNORMALITY_OF_THE_PALM						HP_EPICANTHUS	HP_DEPRESSED_NASAL_BRIDGE									HP_MOTOR_DELAY		HP_HIGH_PALATE							HP_ABNORMALITY_OF_THE_PINNA	HP_ABNORMAL_LOCATION_OF_EARS		
79902	NUP85	nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]					HP_SHORT_STATURE																	HP_ABNORMAL_RENAL_MORPHOLOGY										HP_PROGRESSIVE										HP_ABNORMALITY_OF_THE_UPPER_URINARY_TRACT						HP_CLINICAL_COURSE				HP_PACE_OF_PROGRESSION														HP_ABNORMALITY_OF_URINE_HOMEOSTASIS						
10051	SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]																																																																								
10985	GCN1	GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]																																																																								
23256	SCFD1	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]																																																																								
307	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]																																																																								
