
Entrez Gene Id	Gene Symbol	Gene Description	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT	REACTOME_GLUCOSE_METABOLISM	REACTOME_GLUCONEOGENESIS	REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_METABOLISM_OF_RNA	REACTOME_MITOTIC_PROMETAPHASE	REACTOME_PROTEIN_METHYLATION	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE_	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_RAB_REGULATION_OF_TRAFFICKING	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_METABOLISM_OF_CARBOHYDRATES	REACTOME_SIGNALING_BY_NTRKS	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	REACTOME_LYSOSOME_VESICLE_BIOGENESIS	REACTOME_HIV_LIFE_CYCLE	REACTOME_INNATE_IMMUNE_SYSTEM	REACTOME_TRNA_AMINOACYLATION	REACTOME_INFECTIOUS_DISEASE	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_AMINO_ACIDS_REGULATE_MTORC1	REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	REACTOME_M_PHASE	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	REACTOME_HIV_INFECTION	REACTOME_GLYCOLYSIS	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	REACTOME_SIGNALING_BY_INTERLEUKINS	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_COLLAGEN_FORMATION	REACTOME_CELL_JUNCTION_ORGANIZATION	REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	REACTOME_TRANSLATION	REACTOME_DISEASE	REACTOME_CELL_CYCLE_MITOTIC	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_TRNA_PROCESSING	REACTOME_L1CAM_INTERACTIONS	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	REACTOME_CELL_CELL_COMMUNICATION	REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	REACTOME_CELL_CYCLE	REACTOME_AUTOPHAGY	REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	REACTOME_INFLUENZA_INFECTION	REACTOME_REGULATION_OF_TP53_ACTIVITY	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_ION_CHANNEL_TRANSPORT	REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	REACTOME_MUSCLE_CONTRACTION	REACTOME_RRNA_PROCESSING	REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES
6396	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT	REACTOME_GLUCOSE_METABOLISM			REACTOME_METABOLISM_OF_RNA	REACTOME_MITOTIC_PROMETAPHASE		REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION		REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS						REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_METABOLISM_OF_CARBOHYDRATES		REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION		REACTOME_HIV_LIFE_CYCLE			REACTOME_INFECTIOUS_DISEASE		REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_AMINO_ACIDS_REGULATE_MTORC1			REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS		REACTOME_M_PHASE			REACTOME_HIV_INFECTION	REACTOME_GLYCOLYSIS			REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE		REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE						REACTOME_DISEASE	REACTOME_CELL_CYCLE_MITOTIC					REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_TRNA_PROCESSING		REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION			REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	REACTOME_CELL_CYCLE		REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	REACTOME_INFLUENZA_INFECTION				REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION				
3312	HSPA8	heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT			REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_METABOLISM_OF_RNA		REACTOME_PROTEIN_METHYLATION	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION		REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY			REACTOME_NEUTROPHIL_DEGRANULATION						REACTOME_LYSOSOME_VESICLE_BIOGENESIS		REACTOME_INNATE_IMMUNE_SYSTEM				REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI				REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS								REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	REACTOME_SIGNALING_BY_INTERLEUKINS			REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE										REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING			REACTOME_L1CAM_INTERACTIONS						REACTOME_AUTOPHAGY											
26130	GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT			REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS					REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS						REACTOME_RAB_REGULATION_OF_TRAFFICKING																																																											
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT			REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS														REACTOME_SIGNALING_BY_NTRKS		REACTOME_LYSOSOME_VESICLE_BIOGENESIS				REACTOME_INFECTIOUS_DISEASE							REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS								REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING					REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES					REACTOME_DISEASE			REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT				REACTOME_L1CAM_INTERACTIONS	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION							REACTOME_INFLUENZA_INFECTION									
22848	AAK1	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT			REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS																																																REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS																						
9183	ZW10	zw10 kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13194]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT					REACTOME_MITOTIC_PROMETAPHASE										REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION												REACTOME_SEPARATION_OF_SISTER_CHROMATIDS						REACTOME_M_PHASE							REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE						REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC			REACTOME_CELL_CYCLE_MITOTIC					REACTOME_MITOTIC_SPINDLE_CHECKPOINT					REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	REACTOME_CELL_CYCLE							REACTOME_SIGNALING_BY_RHO_GTPASES		REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC			
1314	COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT							REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION											REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION																												REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC													REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT				REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT						REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC			
2665	GDI2	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT								REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS					REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_RAB_REGULATION_OF_TRAFFICKING							REACTOME_INNATE_IMMUNE_SYSTEM																																															REACTOME_SIGNALING_BY_RHO_GTPASES					
55667	DENND4C	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_VESICLE_MEDIATED_TRANSPORT								REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS						REACTOME_RAB_REGULATION_OF_TRAFFICKING																																																											
