
Entrez Gene Id	Gene Symbol	Gene Description	REACTOME_TRANSLATION	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	REACTOME_VESICLE_MEDIATED_TRANSPORT	REACTOME_TRNA_AMINOACYLATION	REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	REACTOME_GLYCOLYSIS	REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	REACTOME_GLUCOSE_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_METABOLISM_OF_RNA	REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_RAB_REGULATION_OF_TRAFFICKING	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	REACTOME_SIGNALING_BY_NTRKS	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	REACTOME_GLUCONEOGENESIS	REACTOME_INFECTIOUS_DISEASE	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	REACTOME_INFLUENZA_INFECTION	REACTOME_DISEASE	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_RECYCLING_PATHWAY_OF_L1	REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	REACTOME_RRNA_PROCESSING	REACTOME_INNATE_IMMUNE_SYSTEM	REACTOME_METABOLISM_OF_CARBOHYDRATES	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_L1CAM_INTERACTIONS	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_MRNA_SPLICING	REACTOME_NEUTROPHIL_DEGRANULATION
4141	MARS1	methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898]	REACTOME_TRANSLATION		REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION		REACTOME_TRNA_AMINOACYLATION											REACTOME_SELENOAMINO_ACID_METABOLISM																								REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES						
4677	NARS1	asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]	REACTOME_TRANSLATION		REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION		REACTOME_TRNA_AMINOACYLATION																																									
833	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]	REACTOME_TRANSLATION		REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION		REACTOME_TRNA_AMINOACYLATION																																									
6124	RPL4	ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353]	REACTOME_TRANSLATION										REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_METABOLISM_OF_RNA			REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION									REACTOME_INFECTIOUS_DISEASE	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT		REACTOME_INFLUENZA_INFECTION	REACTOME_DISEASE	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI			REACTOME_RRNA_PROCESSING			REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES		REACTOME_DEVELOPMENTAL_BIOLOGY		REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS		
6133	RPL9	ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]	REACTOME_TRANSLATION										REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_METABOLISM_OF_RNA			REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION									REACTOME_INFECTIOUS_DISEASE	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT		REACTOME_INFLUENZA_INFECTION	REACTOME_DISEASE	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI			REACTOME_RRNA_PROCESSING			REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES		REACTOME_DEVELOPMENTAL_BIOLOGY		REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS		
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]	REACTOME_TRANSLATION										REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION										REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION										REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI				REACTOME_INNATE_IMMUNE_SYSTEM											REACTOME_NEUTROPHIL_DEGRANULATION
8661	EIF3A	eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]	REACTOME_TRANSLATION																REACTOME_EUKARYOTIC_TRANSLATION_INITIATION																													
7284	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	REACTOME_TRANSLATION																																													
1314	COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]		REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT		REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT		REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC					REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT							REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION						REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT					REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION													
22820	COPG1	COPI coat complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]		REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT		REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT		REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC					REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT							REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION						REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT					REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION													
24137	KIF4A	kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]		REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT		REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT		REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC					REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC							REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION				REACTOME_ADAPTIVE_IMMUNE_SYSTEM			REACTOME_NERVOUS_SYSTEM_DEVELOPMENT					REACTOME_RECYCLING_PATHWAY_OF_L1							REACTOME_L1CAM_INTERACTIONS			REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION			
832	CAPZB	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]		REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT		REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT		REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC						REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT						REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION		REACTOME_ADAPTIVE_IMMUNE_SYSTEM				REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT			REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI		REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION										REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION			
2665	GDI2	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]		REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT					REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS									REACTOME_RAB_REGULATION_OF_TRAFFICKING																	REACTOME_INNATE_IMMUNE_SYSTEM											REACTOME_NEUTROPHIL_DEGRANULATION
26130	GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]		REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT					REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS									REACTOME_RAB_REGULATION_OF_TRAFFICKING																							REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS					
55667	DENND4C	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]		REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT					REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS									REACTOME_RAB_REGULATION_OF_TRAFFICKING																												
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]		REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT															REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION			REACTOME_SIGNALING_BY_NTRKS	REACTOME_ADAPTIVE_IMMUNE_SYSTEM		REACTOME_INFECTIOUS_DISEASE	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT		REACTOME_INFLUENZA_INFECTION	REACTOME_DISEASE		REACTOME_RECYCLING_PATHWAY_OF_L1							REACTOME_L1CAM_INTERACTIONS		REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_DEVELOPMENTAL_BIOLOGY				
5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]							REACTOME_GLYCOLYSIS			REACTOME_GLUCOSE_METABOLISM		REACTOME_METABOLISM_OF_RNA			REACTOME_NONSENSE_MEDIATED_DECAY_NMD_				REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES				REACTOME_SIGNALING_BY_NTRKS	REACTOME_ADAPTIVE_IMMUNE_SYSTEM						REACTOME_DISEASE					REACTOME_INNATE_IMMUNE_SYSTEM	REACTOME_METABOLISM_OF_CARBOHYDRATES										
5230	PGK1	phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]							REACTOME_GLYCOLYSIS			REACTOME_GLUCOSE_METABOLISM															REACTOME_GLUCONEOGENESIS	REACTOME_INFECTIOUS_DISEASE				REACTOME_DISEASE						REACTOME_METABOLISM_OF_CARBOHYDRATES										
5223	PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]							REACTOME_GLYCOLYSIS			REACTOME_GLUCOSE_METABOLISM															REACTOME_GLUCONEOGENESIS										REACTOME_INNATE_IMMUNE_SYSTEM	REACTOME_METABOLISM_OF_CARBOHYDRATES										REACTOME_NEUTROPHIL_DEGRANULATION
25879	DCAF13	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]												REACTOME_METABOLISM_OF_RNA									REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION													REACTOME_RRNA_PROCESSING												
5094	PCBP2	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]												REACTOME_METABOLISM_OF_RNA																							REACTOME_INNATE_IMMUNE_SYSTEM										REACTOME_MRNA_SPLICING	
11325	DDX42	DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676]												REACTOME_METABOLISM_OF_RNA																																	REACTOME_MRNA_SPLICING	
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]																			REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES				REACTOME_SIGNALING_BY_NTRKS																							
10273	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]																			REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES					REACTOME_ADAPTIVE_IMMUNE_SYSTEM																						
9114	ATP6V0D1	ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]																			REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES												REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI				REACTOME_INNATE_IMMUNE_SYSTEM											
23193	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]																					REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION				REACTOME_INFECTIOUS_DISEASE				REACTOME_DISEASE																
10155	TRIM28	tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]																					REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION					REACTOME_INFECTIOUS_DISEASE				REACTOME_DISEASE																
7417	VDAC2	voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]																					REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION																									
6892	TAPBP	TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]																								REACTOME_ADAPTIVE_IMMUNE_SYSTEM																						
1809	DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]																											REACTOME_NERVOUS_SYSTEM_DEVELOPMENT															REACTOME_DEVELOPMENTAL_BIOLOGY				
824	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]																														REACTOME_DISEASE																
22821	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]																																														
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]																																														
84836	ABHD14B	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]																																														
5447	POR	cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]																																														
5339	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]																																														
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]																																														
51	ACOX1	acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]																																														
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]																																														
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]																																														
8802	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]																																														
10514	MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]																																														
6741	SSB	small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316]																																														
1073	CFL2	cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]																																														
125950	RAVER1	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]																																														
129607	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]																																														
23271	CAMSAP2	calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]																																														
4640	MYO1A	myosin IA [Source:HGNC Symbol;Acc:HGNC:7595]																																														
51056	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]																																														
7265	TTC1	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]																																														
79882	ZC3H14	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]																																														
