
Entrez Gene Id	Gene Symbol	Gene Description	GO_ACTIN_CYTOSKELETON	GO_MYOSIN_COMPLEX	GO_RIBONUCLEOPROTEIN_COMPLEX	GO_NUCLEAR_BODY	GO_BRUSH_BORDER	GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	GO_CELL_SUBSTRATE_JUNCTION	GO_ANCHORING_JUNCTION	GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GO_ACTIN_BASED_CELL_PROJECTION	GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE	GO_SMALL_RIBOSOMAL_SUBUNIT	GO_NEUROMUSCULAR_JUNCTION	GO_CELL_CORTEX	GO_CAJAL_BODY	GO_HETEROCHROMATIN	GO_PERINUCLEAR_REGION_OF_CYTOPLASM	GO_MICROVILLUS	GO_PML_BODY	GO_FILOPODIUM	GO_CYTOSOLIC_RIBOSOME	GO_ACTIN_FILAMENT	GO_CELL_LEADING_EDGE	GO_SUPRAMOLECULAR_POLYMER	GO_NEURON_SPINE	GO_RUFFLE	GO_MIDBODY	GO_RIBOSOMAL_SUBUNIT	GO_SITE_OF_POLARIZED_GROWTH	GO_CLATHRIN_COATED_VESICLE	GO_LAMELLIPODIUM	GO_POSTSYNAPSE	GO_MICROTUBULE_CYTOSKELETON	GO_RIBOSOME	GO_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	GO_SUPRAMOLECULAR_COMPLEX	GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_TRANSFERASE_COMPLEX	GO_COATED_VESICLE	GO_NUCLEAR_MEMBRANE	GO_DISTAL_AXON	GO_ENDOCYTIC_VESICLE	GO_CHROMOSOMAL_REGION	GO_SPINDLE
4628	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	GO_ACTIN_CYTOSKELETON	GO_MYOSIN_COMPLEX	GO_RIBONUCLEOPROTEIN_COMPLEX		GO_BRUSH_BORDER	GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS							GO_NEUROMUSCULAR_JUNCTION	GO_CELL_CORTEX									GO_CELL_LEADING_EDGE	GO_SUPRAMOLECULAR_POLYMER	GO_NEURON_SPINE		GO_MIDBODY		GO_SITE_OF_POLARIZED_GROWTH		GO_LAMELLIPODIUM	GO_POSTSYNAPSE	GO_MICROTUBULE_CYTOSKELETON			GO_SUPRAMOLECULAR_COMPLEX					GO_DISTAL_AXON			GO_SPINDLE
4643	MYO1E	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]	GO_ACTIN_CYTOSKELETON	GO_MYOSIN_COMPLEX			GO_BRUSH_BORDER	GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS		GO_ANCHORING_JUNCTION		GO_ACTIN_BASED_CELL_PROJECTION	GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE							GO_MICROVILLUS												GO_CLATHRIN_COATED_VESICLE									GO_COATED_VESICLE			GO_ENDOCYTIC_VESICLE		
4646	MYO6	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	GO_ACTIN_CYTOSKELETON	GO_MYOSIN_COMPLEX								GO_ACTIN_BASED_CELL_PROJECTION	GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE			GO_CELL_CORTEX			GO_PERINUCLEAR_REGION_OF_CYTOPLASM	GO_MICROVILLUS		GO_FILOPODIUM		GO_ACTIN_FILAMENT	GO_CELL_LEADING_EDGE	GO_SUPRAMOLECULAR_POLYMER		GO_RUFFLE				GO_CLATHRIN_COATED_VESICLE					GO_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	GO_SUPRAMOLECULAR_COMPLEX	GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_TRANSFERASE_COMPLEX	GO_COATED_VESICLE	GO_NUCLEAR_MEMBRANE		GO_ENDOCYTIC_VESICLE		
2314	FLII	FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]	GO_ACTIN_CYTOSKELETON				GO_BRUSH_BORDER	GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	GO_CELL_SUBSTRATE_JUNCTION	GO_ANCHORING_JUNCTION																									GO_MICROTUBULE_CYTOSKELETON											
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]	GO_ACTIN_CYTOSKELETON						GO_CELL_SUBSTRATE_JUNCTION	GO_ANCHORING_JUNCTION						GO_CELL_CORTEX																														
2634	GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]	GO_ACTIN_CYTOSKELETON																GO_PERINUCLEAR_REGION_OF_CYTOPLASM																											
5074	PAWR	pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]	GO_ACTIN_CYTOSKELETON																					GO_ACTIN_FILAMENT		GO_SUPRAMOLECULAR_POLYMER												GO_SUPRAMOLECULAR_COMPLEX	GO_POLYMERIC_CYTOSKELETAL_FIBER							
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]			GO_RIBONUCLEOPROTEIN_COMPLEX	GO_NUCLEAR_BODY					GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT			GO_SMALL_RIBOSOMAL_SUBUNIT									GO_CYTOSOLIC_RIBOSOME							GO_RIBOSOMAL_SUBUNIT						GO_RIBOSOME										
2091	FBL	fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]			GO_RIBONUCLEOPROTEIN_COMPLEX	GO_NUCLEAR_BODY											GO_CAJAL_BODY																													
