
Entrez Gene Id	Gene Symbol	Gene Description	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_DISEASE	REACTOME_INFLUENZA_INFECTION	REACTOME_RHO_GTPASE_EFFECTORS	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_METABOLISM_OF_RNA	REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	REACTOME_INFECTIOUS_DISEASE	REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	REACTOME_INTERFERON_SIGNALING	REACTOME_MITOTIC_PROMETAPHASE	REACTOME_GLYCOLYSIS	REACTOME_RRNA_PROCESSING	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	REACTOME_GLUCOSE_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_TRNA_PROCESSING	REACTOME_RHO_GTPASES_ACTIVATE_PAKS	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_CELL_CYCLE_MITOTIC	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	REACTOME_MITOTIC_PROPHASE	REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	REACTOME_CELL_CYCLE	REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	REACTOME_M_PHASE	REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	REACTOME_CELLULAR_SENESCENCE	REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	REACTOME_SNRNP_ASSEMBLY	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	REACTOME_HIV_INFECTION	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_PROTEIN_UBIQUITINATION	REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	REACTOME_METABOLISM_OF_CARBOHYDRATES	REACTOME_TRANSLATION	REACTOME_SLC_TRANSPORTER_DISORDERS	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_HCMV_LATE_EVENTS	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	REACTOME_GENE_SILENCING_BY_RNA	REACTOME_HCMV_EARLY_EVENTS	REACTOME_HIV_LIFE_CYCLE	REACTOME_REGULATION_OF_TP53_ACTIVITY	REACTOME_HCMV_INFECTION	REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_SUMOYLATION	REACTOME_DNA_REPAIR	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53
79902	NUP85	nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_DISEASE	REACTOME_INFLUENZA_INFECTION	REACTOME_RHO_GTPASE_EFFECTORS		REACTOME_METABOLISM_OF_RNA	REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	REACTOME_INFECTIOUS_DISEASE	REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	REACTOME_INTERFERON_SIGNALING	REACTOME_MITOTIC_PROMETAPHASE	REACTOME_GLYCOLYSIS		REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	REACTOME_GLUCOSE_METABOLISM			REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_TRNA_PROCESSING			REACTOME_CELL_CYCLE_CHECKPOINTS				REACTOME_CELL_CYCLE_MITOTIC	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	REACTOME_MITOTIC_PROPHASE			REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN		REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS		REACTOME_CELL_CYCLE			REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	REACTOME_M_PHASE	REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS		REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	REACTOME_SNRNP_ASSEMBLY		REACTOME_HIV_INFECTION		REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE		REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS				REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	REACTOME_METABOLISM_OF_CARBOHYDRATES		REACTOME_SLC_TRANSPORTER_DISORDERS	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS		REACTOME_HCMV_LATE_EVENTS		REACTOME_GENE_SILENCING_BY_RNA	REACTOME_HCMV_EARLY_EVENTS	REACTOME_HIV_LIFE_CYCLE		REACTOME_HCMV_INFECTION	REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_SUMOYLATION			
5903	RANBP2	RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_DISEASE	REACTOME_INFLUENZA_INFECTION	REACTOME_RHO_GTPASE_EFFECTORS		REACTOME_METABOLISM_OF_RNA	REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	REACTOME_INFECTIOUS_DISEASE	REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	REACTOME_INTERFERON_SIGNALING	REACTOME_MITOTIC_PROMETAPHASE	REACTOME_GLYCOLYSIS		REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	REACTOME_GLUCOSE_METABOLISM			REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_TRNA_PROCESSING			REACTOME_CELL_CYCLE_CHECKPOINTS				REACTOME_CELL_CYCLE_MITOTIC	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	REACTOME_MITOTIC_PROPHASE			REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN		REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS		REACTOME_CELL_CYCLE			REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	REACTOME_M_PHASE	REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS		REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	REACTOME_SNRNP_ASSEMBLY		REACTOME_HIV_INFECTION		REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE		REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS				REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	REACTOME_METABOLISM_OF_CARBOHYDRATES		REACTOME_SLC_TRANSPORTER_DISORDERS	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS		REACTOME_HCMV_LATE_EVENTS		REACTOME_GENE_SILENCING_BY_RNA	REACTOME_HCMV_EARLY_EVENTS	REACTOME_HIV_LIFE_CYCLE		REACTOME_HCMV_INFECTION	REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_SUMOYLATION			
6202	RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_DISEASE	REACTOME_INFLUENZA_INFECTION		REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_METABOLISM_OF_RNA				REACTOME_INFECTIOUS_DISEASE					REACTOME_RRNA_PROCESSING				REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION					REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION											REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES								REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS											REACTOME_SIGNALING_BY_ROBO_RECEPTORS		REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S							REACTOME_NERVOUS_SYSTEM_DEVELOPMENT					REACTOME_TRANSLATION				REACTOME_DEVELOPMENTAL_BIOLOGY													
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_DISEASE	REACTOME_INFLUENZA_INFECTION		REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_METABOLISM_OF_RNA				REACTOME_INFECTIOUS_DISEASE					REACTOME_RRNA_PROCESSING				REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION					REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION											REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES								REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS											REACTOME_SIGNALING_BY_ROBO_RECEPTORS		REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S							REACTOME_NERVOUS_SYSTEM_DEVELOPMENT					REACTOME_TRANSLATION				REACTOME_DEVELOPMENTAL_BIOLOGY													
6135	RPL11	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_DISEASE	REACTOME_INFLUENZA_INFECTION		REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_METABOLISM_OF_RNA				REACTOME_INFECTIOUS_DISEASE					REACTOME_RRNA_PROCESSING				REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION					REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION											REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES								REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS											REACTOME_SIGNALING_BY_ROBO_RECEPTORS									REACTOME_NERVOUS_SYSTEM_DEVELOPMENT					REACTOME_TRANSLATION				REACTOME_DEVELOPMENTAL_BIOLOGY													
1017	CDK2	cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_DISEASE																							REACTOME_CELL_CYCLE_CHECKPOINTS				REACTOME_CELL_CYCLE_MITOTIC															REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	REACTOME_CELL_CYCLE										REACTOME_CELLULAR_SENESCENCE														REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE							REACTOME_DEVELOPMENTAL_BIOLOGY						REACTOME_REGULATION_OF_TP53_ACTIVITY					REACTOME_DNA_REPAIR	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53
10985	GCN1	GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI				REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY																																																																																				
8091	HMGA2	high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:HGNC:5009]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI																																																						REACTOME_CELLULAR_SENESCENCE														REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE																				
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI																																																						REACTOME_CELLULAR_SENESCENCE																																	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	
