
Entrez Gene Id	Gene Symbol	Gene Description	REACTOME_TRANSLATION	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	REACTOME_TRNA_AMINOACYLATION	REACTOME_MEMBRANE_TRAFFICKING	REACTOME_METABOLISM_OF_RNA	REACTOME_VESICLE_MEDIATED_TRANSPORT	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	REACTOME_GLYCOLYSIS	REACTOME_PROTEIN_METHYLATION	REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	REACTOME_GLUCOSE_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_L1CAM_INTERACTIONS	REACTOME_RAB_REGULATION_OF_TRAFFICKING	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	REACTOME_GLUCONEOGENESIS	REACTOME_SIGNALING_BY_NTRKS	REACTOME_LYSOSOME_VESICLE_BIOGENESIS	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	REACTOME_INFLUENZA_INFECTION	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	REACTOME_INNATE_IMMUNE_SYSTEM	REACTOME_RECYCLING_PATHWAY_OF_L1	REACTOME_INFECTIOUS_DISEASE	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	REACTOME_MRNA_SPLICING	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_	REACTOME_RRNA_PROCESSING	REACTOME_DISEASE	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_PLATELET_HOMEOSTASIS	REACTOME_CELL_JUNCTION_ORGANIZATION	REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	REACTOME_METABOLISM_OF_CARBOHYDRATES	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_SIGNALING_BY_WNT	REACTOME_CELL_CELL_COMMUNICATION	REACTOME_AUTOPHAGY	REACTOME_HEMOSTASIS	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_TRANSPORT_OF_SMALL_MOLECULES	REACTOME_ION_CHANNEL_TRANSPORT
1615	DARS1	aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]	REACTOME_TRANSLATION	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	REACTOME_TRNA_AMINOACYLATION				REACTOME_SELENOAMINO_ACID_METABOLISM																															REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES																											
4141	MARS1	methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898]	REACTOME_TRANSLATION	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	REACTOME_TRNA_AMINOACYLATION				REACTOME_SELENOAMINO_ACID_METABOLISM																															REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES																											
4677	NARS1	asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]	REACTOME_TRANSLATION	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	REACTOME_TRNA_AMINOACYLATION																																																														
833	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]	REACTOME_TRANSLATION	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	REACTOME_TRNA_AMINOACYLATION																																																														
6124	RPL4	ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353]	REACTOME_TRANSLATION				REACTOME_METABOLISM_OF_RNA		REACTOME_SELENOAMINO_ACID_METABOLISM					REACTOME_NERVOUS_SYSTEM_DEVELOPMENT			REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI					REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION											REACTOME_INFLUENZA_INFECTION				REACTOME_INFECTIOUS_DISEASE	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES					REACTOME_RRNA_PROCESSING	REACTOME_DISEASE							REACTOME_DEVELOPMENTAL_BIOLOGY		REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY			REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE							REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS		
6133	RPL9	ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]	REACTOME_TRANSLATION				REACTOME_METABOLISM_OF_RNA		REACTOME_SELENOAMINO_ACID_METABOLISM					REACTOME_NERVOUS_SYSTEM_DEVELOPMENT			REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI					REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION											REACTOME_INFLUENZA_INFECTION				REACTOME_INFECTIOUS_DISEASE	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES					REACTOME_RRNA_PROCESSING	REACTOME_DISEASE							REACTOME_DEVELOPMENTAL_BIOLOGY		REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY			REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE							REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS		
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]	REACTOME_TRANSLATION									REACTOME_PROTEIN_METHYLATION					REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY		REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION																REACTOME_INNATE_IMMUNE_SYSTEM													REACTOME_NEUTROPHIL_DEGRANULATION				REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS								REACTOME_AUTOPHAGY					
8661	EIF3A	eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]	REACTOME_TRANSLATION																					REACTOME_EUKARYOTIC_TRANSLATION_INITIATION																																											
7284	TUFM	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	REACTOME_TRANSLATION																																																																
3312	HSPA8	heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]				REACTOME_MEMBRANE_TRAFFICKING	REACTOME_METABOLISM_OF_RNA	REACTOME_VESICLE_MEDIATED_TRANSPORT				REACTOME_PROTEIN_METHYLATION		REACTOME_NERVOUS_SYSTEM_DEVELOPMENT				REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY		REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION				REACTOME_L1CAM_INTERACTIONS					REACTOME_LYSOSOME_VESICLE_BIOGENESIS			REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS				REACTOME_INNATE_IMMUNE_SYSTEM					REACTOME_MRNA_SPLICING	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_			REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING		REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_NEUTROPHIL_DEGRANULATION			REACTOME_DEVELOPMENTAL_BIOLOGY	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS					REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM			REACTOME_AUTOPHAGY					
24137	KIF4A	kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]				REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT		REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT			REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT						REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC					REACTOME_L1CAM_INTERACTIONS		REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION									REACTOME_ADAPTIVE_IMMUNE_SYSTEM		REACTOME_RECYCLING_PATHWAY_OF_L1															REACTOME_DEVELOPMENTAL_BIOLOGY										REACTOME_HEMOSTASIS	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION			
832	CAPZB	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]				REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT		REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT			REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC					REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI			REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT					REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION					REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION		REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT		REACTOME_ADAPTIVE_IMMUNE_SYSTEM					REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION			REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_																			REACTOME_HEMOSTASIS	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION			
1314	COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]				REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT		REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT			REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC							REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT										REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION		REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT							REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION																										
22820	COPG1	COPI coat complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]				REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT		REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT			REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC							REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT										REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION		REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT							REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION																										
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]				REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT						REACTOME_NERVOUS_SYSTEM_DEVELOPMENT											REACTOME_L1CAM_INTERACTIONS		REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION		REACTOME_SIGNALING_BY_NTRKS	REACTOME_LYSOSOME_VESICLE_BIOGENESIS	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES		REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS		REACTOME_INFLUENZA_INFECTION	REACTOME_ADAPTIVE_IMMUNE_SYSTEM		REACTOME_RECYCLING_PATHWAY_OF_L1	REACTOME_INFECTIOUS_DISEASE				REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS			REACTOME_DISEASE	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING						REACTOME_DEVELOPMENTAL_BIOLOGY							REACTOME_SIGNALING_BY_WNT						REACTOME_TRANSPORT_OF_SMALL_MOLECULES	
26130	GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]				REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT							REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS											REACTOME_RAB_REGULATION_OF_TRAFFICKING							REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS																																		
2665	GDI2	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]				REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT							REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS											REACTOME_RAB_REGULATION_OF_TRAFFICKING											REACTOME_INNATE_IMMUNE_SYSTEM													REACTOME_NEUTROPHIL_DEGRANULATION																	
55667	DENND4C	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]				REACTOME_MEMBRANE_TRAFFICKING		REACTOME_VESICLE_MEDIATED_TRANSPORT							REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS											REACTOME_RAB_REGULATION_OF_TRAFFICKING																																									
5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]					REACTOME_METABOLISM_OF_RNA				REACTOME_GLYCOLYSIS					REACTOME_GLUCOSE_METABOLISM							REACTOME_NONSENSE_MEDIATED_DECAY_NMD_						REACTOME_SIGNALING_BY_NTRKS		REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES					REACTOME_ADAPTIVE_IMMUNE_SYSTEM	REACTOME_INNATE_IMMUNE_SYSTEM									REACTOME_DISEASE					REACTOME_PLATELET_HOMEOSTASIS						REACTOME_METABOLISM_OF_CARBOHYDRATES		REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_SIGNALING_BY_WNT			REACTOME_HEMOSTASIS				
25879	DCAF13	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]					REACTOME_METABOLISM_OF_RNA														REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION																								REACTOME_RRNA_PROCESSING																						
5094	PCBP2	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]					REACTOME_METABOLISM_OF_RNA																														REACTOME_INNATE_IMMUNE_SYSTEM					REACTOME_MRNA_SPLICING							REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA																		
11325	DDX42	DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676]					REACTOME_METABOLISM_OF_RNA																																			REACTOME_MRNA_SPLICING							REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA																		
85456	TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]					REACTOME_METABOLISM_OF_RNA																																																												
80746	TSEN2	tRNA splicing endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:28422]					REACTOME_METABOLISM_OF_RNA																																																												
5223	PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]									REACTOME_GLYCOLYSIS					REACTOME_GLUCOSE_METABOLISM												REACTOME_GLUCONEOGENESIS									REACTOME_INNATE_IMMUNE_SYSTEM													REACTOME_NEUTROPHIL_DEGRANULATION							REACTOME_METABOLISM_OF_CARBOHYDRATES										
5230	PGK1	phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]									REACTOME_GLYCOLYSIS					REACTOME_GLUCOSE_METABOLISM												REACTOME_GLUCONEOGENESIS											REACTOME_INFECTIOUS_DISEASE							REACTOME_DISEASE											REACTOME_METABOLISM_OF_CARBOHYDRATES										
1809	DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]												REACTOME_NERVOUS_SYSTEM_DEVELOPMENT																																							REACTOME_DEVELOPMENTAL_BIOLOGY														
9114	ATP6V0D1	ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]																REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI													REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES						REACTOME_INNATE_IMMUNE_SYSTEM																													REACTOME_TRANSPORT_OF_SMALL_MOLECULES	REACTOME_ION_CHANNEL_TRANSPORT
23193	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]																			REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION											REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION							REACTOME_INFECTIOUS_DISEASE							REACTOME_DISEASE																					
10155	TRIM28	tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]																			REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION																		REACTOME_INFECTIOUS_DISEASE							REACTOME_DISEASE																					
7417	VDAC2	voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]																			REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION																																													REACTOME_TRANSPORT_OF_SMALL_MOLECULES	
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]																											REACTOME_SIGNALING_BY_NTRKS		REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES																												REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM								
10273	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]																													REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES					REACTOME_ADAPTIVE_IMMUNE_SYSTEM												REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX								REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS											
6892	TAPBP	TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]																																		REACTOME_ADAPTIVE_IMMUNE_SYSTEM																															
824	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]																																												REACTOME_DISEASE																					
56288	PARD3	par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]																																														REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX				REACTOME_CELL_JUNCTION_ORGANIZATION				REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS					REACTOME_CELL_CELL_COMMUNICATION						
488	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]																																																	REACTOME_PLATELET_HOMEOSTASIS												REACTOME_HEMOSTASIS			REACTOME_TRANSPORT_OF_SMALL_MOLECULES	REACTOME_ION_CHANNEL_TRANSPORT
5339	PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]																																																		REACTOME_CELL_JUNCTION_ORGANIZATION									REACTOME_CELL_CELL_COMMUNICATION						
22821	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]																																																									REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM								
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]																																																									REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM								
55737	VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]																																																										REACTOME_SIGNALING_BY_WNT							
84836	ABHD14B	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]																																																																	
5447	POR	cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]																																																																	
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]																																																																	
51	ACOX1	acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]																																																																	
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]																																																																	
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]																																																																	
8802	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]																																																																	
10514	MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]																																																																	
10574	CCT7	chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]																																																																	
6741	SSB	small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316]																																																																	
1073	CFL2	cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]																																																																	
125950	RAVER1	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]																																																																	
129607	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]																																																																	
2275	FHL3	four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]																																																																	
