
Entrez Gene Id	Gene Symbol	Gene Description	GO_AZUROPHIL_GRANULE	GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GO_POLYSOME	GO_SMALL_RIBOSOMAL_SUBUNIT	GO_ROUGH_ENDOPLASMIC_RETICULUM	GO_AZUROPHIL_GRANULE_LUMEN	GO_CELL_BODY	GO_CELL_CORTEX	GO_CYTOSOLIC_RIBOSOME	GO_FICOLIN_1_RICH_GRANULE	GO_PERINUCLEAR_REGION_OF_CYTOPLASM	GO_SUPRAMOLECULAR_COMPLEX	GO_NUCLEAR_BODY	GO_SYNAPSE	GO_VACUOLAR_LUMEN	GO_POLYSOMAL_RIBOSOME	GO_RIBOSOMAL_SUBUNIT	GO_ACTIN_CYTOSKELETON	GO_RIBOSOME	GO_SITE_OF_DOUBLE_STRAND_BREAK	GO_RIBONUCLEOPROTEIN_COMPLEX	GO_ACTIN_FILAMENT_BUNDLE	GO_NEUROMUSCULAR_JUNCTION	GO_VESICLE_LUMEN	GO_ACTOMYOSIN	GO_SITE_OF_DNA_DAMAGE	GO_VACUOLE	GO_GLUTAMATERGIC_SYNAPSE	GO_ENDOPLASMIC_RETICULUM	GO_LIPID_DROPLET	GO_SECRETORY_GRANULE	GO_SOMATODENDRITIC_COMPARTMENT	GO_NUCLEAR_SPECK	GO_BRUSH_BORDER	GO_CELL_SUBSTRATE_JUNCTION	GO_SUPRAMOLECULAR_POLYMER	GO_SECRETORY_VESICLE	GO_I_BAND	GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	GO_SITE_OF_POLARIZED_GROWTH	GO_POSTSYNAPSE	GO_CONTRACTILE_FIBER	GO_RIBONUCLEOPROTEIN_GRANULE	GO_ANCHORING_JUNCTION	GO_ENDOPLASMIC_RETICULUM_LUMEN	GO_DISTAL_AXON	GO_ENVELOPE	GO_ORGANELLE_INNER_MEMBRANE	GO_NEURON_PROJECTION
10970	CKAP4	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]	GO_AZUROPHIL_GRANULE				GO_ROUGH_ENDOPLASMIC_RETICULUM						GO_PERINUCLEAR_REGION_OF_CYTOPLASM	GO_SUPRAMOLECULAR_COMPLEX	GO_NUCLEAR_BODY														GO_VACUOLE		GO_ENDOPLASMIC_RETICULUM	GO_LIPID_DROPLET	GO_SECRETORY_GRANULE		GO_NUCLEAR_SPECK				GO_SECRETORY_VESICLE						GO_RIBONUCLEOPROTEIN_GRANULE		GO_ENDOPLASMIC_RETICULUM_LUMEN				
10694	CCT8	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]	GO_AZUROPHIL_GRANULE					GO_AZUROPHIL_GRANULE_LUMEN	GO_CELL_BODY			GO_FICOLIN_1_RICH_GRANULE		GO_SUPRAMOLECULAR_COMPLEX			GO_VACUOLAR_LUMEN									GO_VESICLE_LUMEN			GO_VACUOLE				GO_SECRETORY_GRANULE					GO_SUPRAMOLECULAR_POLYMER	GO_SECRETORY_VESICLE												
7415	VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]	GO_AZUROPHIL_GRANULE					GO_AZUROPHIL_GRANULE_LUMEN				GO_FICOLIN_1_RICH_GRANULE	GO_PERINUCLEAR_REGION_OF_CYTOPLASM	GO_SUPRAMOLECULAR_COMPLEX		GO_SYNAPSE	GO_VACUOLAR_LUMEN					GO_SITE_OF_DOUBLE_STRAND_BREAK				GO_VESICLE_LUMEN		GO_SITE_OF_DNA_DAMAGE	GO_VACUOLE	GO_GLUTAMATERGIC_SYNAPSE	GO_ENDOPLASMIC_RETICULUM	GO_LIPID_DROPLET	GO_SECRETORY_GRANULE						GO_SECRETORY_VESICLE						GO_RIBONUCLEOPROTEIN_GRANULE						
47	ACLY	ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]	GO_AZUROPHIL_GRANULE					GO_AZUROPHIL_GRANULE_LUMEN				GO_FICOLIN_1_RICH_GRANULE					GO_VACUOLAR_LUMEN									GO_VESICLE_LUMEN			GO_VACUOLE				GO_SECRETORY_GRANULE						GO_SECRETORY_VESICLE												
6227	RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]		GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GO_POLYSOME	GO_SMALL_RIBOSOMAL_SUBUNIT	GO_ROUGH_ENDOPLASMIC_RETICULUM				GO_CYTOSOLIC_RIBOSOME					GO_SYNAPSE		GO_POLYSOMAL_RIBOSOME	GO_RIBOSOMAL_SUBUNIT		GO_RIBOSOME		GO_RIBONUCLEOPROTEIN_COMPLEX								GO_ENDOPLASMIC_RETICULUM																				
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]		GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GO_POLYSOME	GO_SMALL_RIBOSOMAL_SUBUNIT	GO_ROUGH_ENDOPLASMIC_RETICULUM				GO_CYTOSOLIC_RIBOSOME							GO_POLYSOMAL_RIBOSOME	GO_RIBOSOMAL_SUBUNIT		GO_RIBOSOME		GO_RIBONUCLEOPROTEIN_COMPLEX								GO_ENDOPLASMIC_RETICULUM																				
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]		GO_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT		GO_SMALL_RIBOSOMAL_SUBUNIT					GO_CYTOSOLIC_RIBOSOME				GO_NUCLEAR_BODY				GO_RIBOSOMAL_SUBUNIT		GO_RIBOSOME		GO_RIBONUCLEOPROTEIN_COMPLEX																												
4628	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]			GO_POLYSOME				GO_CELL_BODY	GO_CELL_CORTEX				GO_SUPRAMOLECULAR_COMPLEX		GO_SYNAPSE				GO_ACTIN_CYTOSKELETON			GO_RIBONUCLEOPROTEIN_COMPLEX	GO_ACTIN_FILAMENT_BUNDLE	GO_NEUROMUSCULAR_JUNCTION		GO_ACTOMYOSIN			GO_GLUTAMATERGIC_SYNAPSE				GO_SOMATODENDRITIC_COMPARTMENT		GO_BRUSH_BORDER		GO_SUPRAMOLECULAR_POLYMER			GO_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	GO_SITE_OF_POLARIZED_GROWTH	GO_POSTSYNAPSE					GO_DISTAL_AXON			GO_NEURON_PROJECTION
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]							GO_CELL_BODY	GO_CELL_CORTEX			GO_PERINUCLEAR_REGION_OF_CYTOPLASM	GO_SUPRAMOLECULAR_COMPLEX		GO_SYNAPSE				GO_ACTIN_CYTOSKELETON										GO_GLUTAMATERGIC_SYNAPSE				GO_SOMATODENDRITIC_COMPARTMENT			GO_CELL_SUBSTRATE_JUNCTION	GO_SUPRAMOLECULAR_POLYMER		GO_I_BAND		GO_SITE_OF_POLARIZED_GROWTH	GO_POSTSYNAPSE	GO_CONTRACTILE_FIBER		GO_ANCHORING_JUNCTION		GO_DISTAL_AXON			GO_NEURON_PROJECTION
