
Entrez Gene Id	Gene Symbol	Gene Description	MODULE_83	MODULE_151	MODULE_114	MODULE_3	MODULE_524	MODULE_419	MODULE_32	MODULE_29	MODULE_54	MODULE_18	MODULE_133	MODULE_432	MODULE_331	MODULE_244	MODULE_159	MODULE_17	MODULE_43	MODULE_202	MODULE_321	MODULE_8	MODULE_126	MODULE_322	MODULE_15	MODULE_183	MODULE_105	MODULE_438	MODULE_62	MODULE_97	MODULE_182	MODULE_16	MODULE_239	MODULE_397	MODULE_72	MODULE_9	MODULE_324	MODULE_212	MODULE_1	MODULE_2	MODULE_98	MODULE_532	MODULE_118	MODULE_93	MODULE_6	MODULE_52	MODULE_459	MODULE_5	MODULE_378	MODULE_317	MODULE_255	MODULE_179	MODULE_47	MODULE_67	MODULE_252	MODULE_95	MODULE_163
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	MODULE_83	MODULE_151	MODULE_114				MODULE_32	MODULE_29																																															
6135	RPL11	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]	MODULE_83	MODULE_151	MODULE_114				MODULE_32																																																
6227	RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]	MODULE_83	MODULE_151	MODULE_114					MODULE_29																																															
10694	CCT8	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]	MODULE_83	MODULE_151	MODULE_114											MODULE_244																																									
30	ACAA1	acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]	MODULE_83	MODULE_151	MODULE_114														MODULE_43																																						
7532	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]	MODULE_83	MODULE_151	MODULE_114																		MODULE_126																																		
7388	UQCRH	ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]	MODULE_83	MODULE_151	MODULE_114																								MODULE_62																												
7203	CCT3	chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616]	MODULE_83	MODULE_151	MODULE_114																																																				
6202	RPS8	ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]	MODULE_83						MODULE_32	MODULE_29																																															
3417	IDH1	isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]	MODULE_83																MODULE_43																			MODULE_212						MODULE_93													
10128	LRPPRC	leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]		MODULE_151	MODULE_114													MODULE_17				MODULE_8			MODULE_15																																
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]				MODULE_3	MODULE_524	MODULE_419				MODULE_18								MODULE_202			MODULE_126		MODULE_15							MODULE_16			MODULE_72				MODULE_1	MODULE_2			MODULE_118		MODULE_6	MODULE_52		MODULE_5									
4174	MCM5	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]				MODULE_3					MODULE_54																					MODULE_16																									
10051	SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]				MODULE_3					MODULE_54																																														
55699	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]				MODULE_3						MODULE_18						MODULE_17				MODULE_8	MODULE_126																																		
10552	ARPC1A	actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703]				MODULE_3						MODULE_18										MODULE_8					MODULE_105																														
87	ACTN1	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]				MODULE_3						MODULE_18										MODULE_8										MODULE_16				MODULE_9			MODULE_1	MODULE_2			MODULE_118		MODULE_6	MODULE_52		MODULE_5					MODULE_47			MODULE_95	MODULE_163
1653	DDX1	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]				MODULE_3										MODULE_244		MODULE_17								MODULE_183									MODULE_72																						
9590	AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]				MODULE_3																													MODULE_72				MODULE_1	MODULE_2			MODULE_118			MODULE_52											
