
Entrez Gene Id	Gene Symbol	Gene Description	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_RNA_BINDING	GO_ACTIN_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY	GO_MICROFILAMENT_MOTOR_ACTIVITY	GO_MOTOR_ACTIVITY	GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	GO_ATPASE_ACTIVITY	GO_ADP_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_RIBONUCLEOTIDE_BINDING	GO_CALMODULIN_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING	GO_NUCLEOSOME_BINDING	GO_RAC_GTPASE_BINDING	GO_CARBON_OXYGEN_LYASE_ACTIVITY	GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GO_CADHERIN_BINDING	GO_SMALL_GTPASE_BINDING	GO_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY	GO_TRANSLATION_REGULATOR_ACTIVITY	GO_TRANSCRIPTION_COREGULATOR_ACTIVITY	GO_RHO_GTPASE_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_GTPASE_BINDING	GO_LYASE_ACTIVITY	GO_TRANSCRIPTION_FACTOR_BINDING	GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	GO_IDENTICAL_PROTEIN_BINDING	GO_TRANSCRIPTION_REGULATOR_ACTIVITY	GO_STRUCTURAL_MOLECULE_ACTIVITY	GO_PHOSPHATIDYLINOSITOL_BINDING
4628	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_RNA_BINDING	GO_ACTIN_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY	GO_MICROFILAMENT_MOTOR_ACTIVITY	GO_MOTOR_ACTIVITY		GO_ATPASE_ACTIVITY	GO_ADP_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_RIBONUCLEOTIDE_BINDING	GO_CALMODULIN_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING																			
23191	CYFIP1	cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_RNA_BINDING	GO_ACTIN_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING												GO_RAC_GTPASE_BINDING				GO_SMALL_GTPASE_BINDING		GO_TRANSLATION_REGULATOR_ACTIVITY		GO_RHO_GTPASE_BINDING		GO_GTPASE_BINDING							
27044	SND1	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_RNA_BINDING																		GO_CADHERIN_BINDING				GO_TRANSCRIPTION_COREGULATOR_ACTIVITY		GO_CELL_ADHESION_MOLECULE_BINDING						GO_TRANSCRIPTION_REGULATOR_ACTIVITY		
5903	RANBP2	RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_RNA_BINDING																			GO_SMALL_GTPASE_BINDING	GO_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY					GO_GTPASE_BINDING							
2091	FBL	fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING	GO_RNA_BINDING																											GO_TRANSCRIPTION_FACTOR_BINDING					
4646	MYO6	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_ACTIN_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY	GO_MICROFILAMENT_MOTOR_ACTIVITY	GO_MOTOR_ACTIVITY		GO_ATPASE_ACTIVITY	GO_ADP_BINDING	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_RIBONUCLEOTIDE_BINDING	GO_CALMODULIN_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING																			
4643	MYO1E	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_ACTIN_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING	GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY	GO_MICROFILAMENT_MOTOR_ACTIVITY	GO_MOTOR_ACTIVITY		GO_ATPASE_ACTIVITY		GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_RIBONUCLEOTIDE_BINDING	GO_CALMODULIN_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING																			GO_PHOSPHATIDYLINOSITOL_BINDING
2314	FLII	FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_ACTIN_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_CYTOSKELETAL_PROTEIN_BINDING																													GO_PHOSPHATIDYLINOSITOL_BINDING
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]	GO_PROTEIN_CONTAINING_COMPLEX_BINDING		GO_ACTIN_BINDING		GO_CYTOSKELETAL_PROTEIN_BINDING				GO_PROTEIN_DOMAIN_SPECIFIC_BINDING																								GO_STRUCTURAL_MOLECULE_ACTIVITY	
