
Entrez Gene Id	Gene Symbol	Gene Description	GO_SYMBIOTIC_PROCESS	GO_VIRAL_GENE_EXPRESSION	GO_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	GO_SULFUR_COMPOUND_METABOLIC_PROCESS	GO_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	GO_CELLULAR_AMIDE_METABOLIC_PROCESS	GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	GO_STEROL_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	GO_CYTOPLASMIC_TRANSLATION	GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	GO_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GO_SECRETION	GO_REGULATION_OF_STEROID_METABOLIC_PROCESS	GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	GO_MYELOID_LEUKOCYTE_ACTIVATION	GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	GO_ALCOHOL_BIOSYNTHETIC_PROCESS	GO_STEROL_METABOLIC_PROCESS	GO_DNA_BIOSYNTHETIC_PROCESS	GO_CELLULAR_MACROMOLECULE_LOCALIZATION	GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	GO_TRANSLATIONAL_INITIATION	GO_STEROID_BIOSYNTHETIC_PROCESS	GO_LEUKOCYTE_MEDIATED_IMMUNITY	GO_PROTEIN_TARGETING_TO_MEMBRANE	GO_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	GO_PEPTIDE_METABOLIC_PROCESS	GO_EXOCYTOSIS	GO_PROTEIN_FOLDING	GO_PROTEIN_LOCALIZATION_TO_ORGANELLE	GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	GO_INTRACELLULAR_PROTEIN_TRANSPORT	GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	GO_STEROID_METABOLIC_PROCESS	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GO_IMMUNE_EFFECTOR_PROCESS	GO_ALCOHOL_METABOLIC_PROCESS	GO_MACROMOLECULE_CATABOLIC_PROCESS	GO_RNA_CATABOLIC_PROCESS	GO_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	GO_REGULATION_OF_LIPID_METABOLIC_PROCESS	GO_CELL_ACTIVATION	GO_PROTEIN_TARGETING	GO_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]	GO_SYMBIOTIC_PROCESS	GO_VIRAL_GENE_EXPRESSION	GO_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	GO_SULFUR_COMPOUND_METABOLIC_PROCESS	GO_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	GO_CELLULAR_AMIDE_METABOLIC_PROCESS	GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	GO_STEROL_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS									GO_REGULATION_OF_STEROID_METABOLIC_PROCESS			GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND			GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS		GO_ALCOHOL_BIOSYNTHETIC_PROCESS	GO_STEROL_METABOLIC_PROCESS			GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS		GO_STEROID_BIOSYNTHETIC_PROCESS			GO_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS		GO_PEPTIDE_METABOLIC_PROCESS				GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS			GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	GO_STEROID_METABOLIC_PROCESS			GO_ALCOHOL_METABOLIC_PROCESS				GO_REGULATION_OF_LIPID_METABOLIC_PROCESS				
6227	RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]	GO_SYMBIOTIC_PROCESS	GO_VIRAL_GENE_EXPRESSION				GO_CELLULAR_AMIDE_METABOLIC_PROCESS					GO_CYTOPLASMIC_TRANSLATION		GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	GO_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM			GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS			GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM			GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS				GO_CELLULAR_MACROMOLECULE_LOCALIZATION		GO_TRANSLATIONAL_INITIATION			GO_PROTEIN_TARGETING_TO_MEMBRANE		GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	GO_PEPTIDE_METABOLIC_PROCESS			GO_PROTEIN_LOCALIZATION_TO_ORGANELLE		GO_INTRACELLULAR_PROTEIN_TRANSPORT	GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS			GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE			GO_MACROMOLECULE_CATABOLIC_PROCESS	GO_RNA_CATABOLIC_PROCESS				GO_PROTEIN_TARGETING		
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	GO_SYMBIOTIC_PROCESS	GO_VIRAL_GENE_EXPRESSION				GO_CELLULAR_AMIDE_METABOLIC_PROCESS					GO_CYTOPLASMIC_TRANSLATION		GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	GO_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM			GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS			GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM			GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS				GO_CELLULAR_MACROMOLECULE_LOCALIZATION		GO_TRANSLATIONAL_INITIATION			GO_PROTEIN_TARGETING_TO_MEMBRANE		GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	GO_PEPTIDE_METABOLIC_PROCESS			GO_PROTEIN_LOCALIZATION_TO_ORGANELLE		GO_INTRACELLULAR_PROTEIN_TRANSPORT	GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS			GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE			GO_MACROMOLECULE_CATABOLIC_PROCESS	GO_RNA_CATABOLIC_PROCESS				GO_PROTEIN_TARGETING		
7415	VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]	GO_SYMBIOTIC_PROCESS						GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS					GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY			GO_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS			GO_SECRETION		GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	GO_MYELOID_LEUKOCYTE_ACTIVATION	GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND		GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS			GO_DNA_BIOSYNTHETIC_PROCESS	GO_CELLULAR_MACROMOLECULE_LOCALIZATION				GO_LEUKOCYTE_MEDIATED_IMMUNITY					GO_EXOCYTOSIS	GO_PROTEIN_FOLDING			GO_INTRACELLULAR_PROTEIN_TRANSPORT	GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND			GO_IMMUNE_EFFECTOR_PROCESS		GO_MACROMOLECULE_CATABOLIC_PROCESS		GO_RIBOSE_PHOSPHATE_METABOLIC_PROCESS		GO_CELL_ACTIVATION		GO_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]	GO_SYMBIOTIC_PROCESS																	GO_SECRETION																																							GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]			GO_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	GO_SULFUR_COMPOUND_METABOLIC_PROCESS	GO_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	GO_CELLULAR_AMIDE_METABOLIC_PROCESS	GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	GO_STEROL_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS									GO_REGULATION_OF_STEROID_METABOLIC_PROCESS			GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND			GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS		GO_ALCOHOL_BIOSYNTHETIC_PROCESS	GO_STEROL_METABOLIC_PROCESS					GO_STEROID_BIOSYNTHETIC_PROCESS			GO_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS						GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS				GO_STEROID_METABOLIC_PROCESS			GO_ALCOHOL_METABOLIC_PROCESS			GO_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	GO_REGULATION_OF_LIPID_METABOLIC_PROCESS			GO_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	
2098	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]				GO_SULFUR_COMPOUND_METABOLIC_PROCESS																		GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND				GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS					GO_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS														GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND												
10694	CCT8	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]												GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY		GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE				GO_SECRETION			GO_MYELOID_LEUKOCYTE_ACTIVATION			GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE					GO_DNA_BIOSYNTHETIC_PROCESS	GO_CELLULAR_MACROMOLECULE_LOCALIZATION				GO_LEUKOCYTE_MEDIATED_IMMUNITY					GO_EXOCYTOSIS	GO_PROTEIN_FOLDING	GO_PROTEIN_LOCALIZATION_TO_ORGANELLE							GO_IMMUNE_EFFECTOR_PROCESS						GO_CELL_ACTIVATION			
10970	CKAP4	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]												GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY						GO_SECRETION			GO_MYELOID_LEUKOCYTE_ACTIVATION			GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE										GO_LEUKOCYTE_MEDIATED_IMMUNITY					GO_EXOCYTOSIS									GO_IMMUNE_EFFECTOR_PROCESS						GO_CELL_ACTIVATION			
