
Entrez Gene Id	Gene Symbol	Gene Description	HP_HYPODONTIA	HP_ABNORMALITY_OF_THE_FOREHEAD	HP_ABNORMAL_MYELINATION	HP_ABNORMAL_CNS_MYELINATION	HP_BABINSKI_SIGN	HP_ABNORMAL_EYELID_MORPHOLOGY	HP_ABNORMAL_NUMBER_OF_TEETH	HP_ABNORMALITY_OF_UPPER_LIP	HP_UNDERDEVELOPED_NASAL_ALAE	HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	HP_ABNORMALITY_OF_THE_ORBITAL_REGION	HP_ABNORMAL_PANCREAS_MORPHOLOGY	HP_ABNORMAL_PYRAMIDAL_SIGN	HP_APLASIA_HYPOPLASIA_INVOLVING_THE_NOSE	HP_ABNORMALITY_OF_THE_DENTITION	HP_AORTIC_ANEURYSM	HP_DYSTONIA	HP_ABNORMAL_LIP_MORPHOLOGY	HP_HYPERTONIA	HP_FACIAL_HYPERTRICHOSIS	HP_SEVERE_GLOBAL_DEVELOPMENTAL_DELAY	HP_ABNORMALITY_OF_CENTRAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	HP_ABNORMALITY_OF_THE_OUTER_EAR	HP_ABNORMALITY_OF_THE_PHILTRUM	HP_DISINHIBITION	HP_MUSCULAR_HYPOTONIA_OF_THE_TRUNK	HP_DILATATION	HP_DECREASED_HEAD_CIRCUMFERENCE	HP_HYPSARRHYTHMIA	HP_NEONATAL_HYPOTONIA	HP_ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	HP_ABNORMAL_REFLEX	HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	HP_RIGIDITY	HP_HIGH_PALATE	HP_UPPER_MOTOR_NEURON_DYSFUNCTION	HP_DUPLICATION_OF_HAND_BONES
51	ACOX1	acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]	HP_HYPODONTIA	HP_ABNORMALITY_OF_THE_FOREHEAD	HP_ABNORMAL_MYELINATION	HP_ABNORMAL_CNS_MYELINATION	HP_BABINSKI_SIGN	HP_ABNORMAL_EYELID_MORPHOLOGY	HP_ABNORMAL_NUMBER_OF_TEETH				HP_ABNORMALITY_OF_THE_ORBITAL_REGION		HP_ABNORMAL_PYRAMIDAL_SIGN		HP_ABNORMALITY_OF_THE_DENTITION		HP_DYSTONIA		HP_HYPERTONIA		HP_SEVERE_GLOBAL_DEVELOPMENTAL_DELAY	HP_ABNORMALITY_OF_CENTRAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	HP_ABNORMALITY_OF_THE_OUTER_EAR							HP_NEONATAL_HYPOTONIA	HP_ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	HP_ABNORMAL_REFLEX	HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY			HP_UPPER_MOTOR_NEURON_DYSFUNCTION	HP_DUPLICATION_OF_HAND_BONES
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	HP_HYPODONTIA	HP_ABNORMALITY_OF_THE_FOREHEAD	HP_ABNORMAL_MYELINATION			HP_ABNORMAL_EYELID_MORPHOLOGY	HP_ABNORMAL_NUMBER_OF_TEETH	HP_ABNORMALITY_OF_UPPER_LIP		HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	HP_ABNORMALITY_OF_THE_ORBITAL_REGION				HP_ABNORMALITY_OF_THE_DENTITION			HP_ABNORMAL_LIP_MORPHOLOGY	HP_HYPERTONIA			HP_ABNORMALITY_OF_CENTRAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	HP_ABNORMALITY_OF_THE_OUTER_EAR	HP_ABNORMALITY_OF_THE_PHILTRUM	HP_DISINHIBITION			HP_DECREASED_HEAD_CIRCUMFERENCE	HP_HYPSARRHYTHMIA		HP_ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	HP_ABNORMAL_REFLEX	HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	HP_RIGIDITY	HP_HIGH_PALATE	HP_UPPER_MOTOR_NEURON_DYSFUNCTION	
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	HP_HYPODONTIA	HP_ABNORMALITY_OF_THE_FOREHEAD				HP_ABNORMAL_EYELID_MORPHOLOGY	HP_ABNORMAL_NUMBER_OF_TEETH	HP_ABNORMALITY_OF_UPPER_LIP	HP_UNDERDEVELOPED_NASAL_ALAE		HP_ABNORMALITY_OF_THE_ORBITAL_REGION	HP_ABNORMAL_PANCREAS_MORPHOLOGY		HP_APLASIA_HYPOPLASIA_INVOLVING_THE_NOSE	HP_ABNORMALITY_OF_THE_DENTITION	HP_AORTIC_ANEURYSM		HP_ABNORMAL_LIP_MORPHOLOGY					HP_ABNORMALITY_OF_THE_OUTER_EAR				HP_DILATATION								HP_HIGH_PALATE		HP_DUPLICATION_OF_HAND_BONES
6878	TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]		HP_ABNORMALITY_OF_THE_FOREHEAD				HP_ABNORMAL_EYELID_MORPHOLOGY		HP_ABNORMALITY_OF_UPPER_LIP	HP_UNDERDEVELOPED_NASAL_ALAE	HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	HP_ABNORMALITY_OF_THE_ORBITAL_REGION			HP_APLASIA_HYPOPLASIA_INVOLVING_THE_NOSE	HP_ABNORMALITY_OF_THE_DENTITION			HP_ABNORMAL_LIP_MORPHOLOGY		HP_FACIAL_HYPERTRICHOSIS				HP_ABNORMALITY_OF_THE_PHILTRUM				HP_DECREASED_HEAD_CIRCUMFERENCE		HP_NEONATAL_HYPOTONIA					HP_HIGH_PALATE		
23397	NCAPH	non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]		HP_ABNORMALITY_OF_THE_FOREHEAD								HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM																		HP_DECREASED_HEAD_CIRCUMFERENCE									
7358	UGDH	UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]			HP_ABNORMAL_MYELINATION	HP_ABNORMAL_CNS_MYELINATION	HP_BABINSKI_SIGN	HP_ABNORMAL_EYELID_MORPHOLOGY		HP_ABNORMALITY_OF_UPPER_LIP		HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	HP_ABNORMALITY_OF_THE_ORBITAL_REGION		HP_ABNORMAL_PYRAMIDAL_SIGN				HP_DYSTONIA	HP_ABNORMAL_LIP_MORPHOLOGY	HP_HYPERTONIA	HP_FACIAL_HYPERTRICHOSIS	HP_SEVERE_GLOBAL_DEVELOPMENTAL_DELAY	HP_ABNORMALITY_OF_CENTRAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	HP_ABNORMALITY_OF_THE_OUTER_EAR	HP_ABNORMALITY_OF_THE_PHILTRUM		HP_MUSCULAR_HYPOTONIA_OF_THE_TRUNK		HP_DECREASED_HEAD_CIRCUMFERENCE	HP_HYPSARRHYTHMIA		HP_ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	HP_ABNORMAL_REFLEX				HP_UPPER_MOTOR_NEURON_DYSFUNCTION	
1615	DARS1	aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]			HP_ABNORMAL_MYELINATION	HP_ABNORMAL_CNS_MYELINATION	HP_BABINSKI_SIGN					HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM			HP_ABNORMAL_PYRAMIDAL_SIGN						HP_HYPERTONIA							HP_MUSCULAR_HYPOTONIA_OF_THE_TRUNK						HP_ABNORMAL_REFLEX				HP_UPPER_MOTOR_NEURON_DYSFUNCTION	
23193	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]												HP_ABNORMAL_PANCREAS_MORPHOLOGY				HP_AORTIC_ANEURYSM											HP_DILATATION										
55737	VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]																	HP_DYSTONIA								HP_DISINHIBITION								HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	HP_RIGIDITY			
