
Entrez Gene Id	Gene Symbol	Gene Description	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_OOCYTE_MEIOSIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_PEROXISOME	KEGG_RIBOSOME	KEGG_FOCAL_ADHESION	KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_TIGHT_JUNCTION	KEGG_ENDOCYTOSIS	KEGG_PPAR_SIGNALING_PATHWAY	KEGG_LONG_TERM_DEPRESSION	KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_MAPK_SIGNALING_PATHWAY	KEGG_LYSOSOME	KEGG_CELL_CYCLE	KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY	KEGG_HUNTINGTONS_DISEASE
4141	MARS1	methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898]	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS							KEGG_SELENOAMINO_ACID_METABOLISM															
92935	MARS2	methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS							KEGG_SELENOAMINO_ACID_METABOLISM															
4677	NARS1	asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS																						
833	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS																						
5515	PPP2CA	protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]		KEGG_OOCYTE_MEIOSIS									KEGG_TIGHT_JUNCTION			KEGG_LONG_TERM_DEPRESSION	KEGG_TGF_BETA_SIGNALING_PATHWAY							KEGG_WNT_SIGNALING_PATHWAY	
5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]		KEGG_OOCYTE_MEIOSIS									KEGG_TIGHT_JUNCTION			KEGG_LONG_TERM_DEPRESSION	KEGG_TGF_BETA_SIGNALING_PATHWAY							KEGG_WNT_SIGNALING_PATHWAY	
5347	PLK1	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]		KEGG_OOCYTE_MEIOSIS																		KEGG_CELL_CYCLE			
9700	ESPL1	extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]		KEGG_OOCYTE_MEIOSIS																		KEGG_CELL_CYCLE			
5106	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]			KEGG_GLYCOLYSIS_GLUCONEOGENESIS							KEGG_CITRATE_CYCLE_TCA_CYCLE			KEGG_PPAR_SIGNALING_PATHWAY								KEGG_INSULIN_SIGNALING_PATHWAY		
5223	PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]			KEGG_GLYCOLYSIS_GLUCONEOGENESIS																				
5230	PGK1	phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]			KEGG_GLYCOLYSIS_GLUCONEOGENESIS																				
28964	GIT1	GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]				KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION					KEGG_REGULATION_OF_ACTIN_CYTOSKELETON			KEGG_ENDOCYTOSIS											
6416	MAP2K4	mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844]				KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION												KEGG_ERBB_SIGNALING_PATHWAY		KEGG_MAPK_SIGNALING_PATHWAY					
9114	ATP6V0D1	ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]				KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION															KEGG_LYSOSOME				
51	ACOX1	acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]					KEGG_PEROXISOME								KEGG_PPAR_SIGNALING_PATHWAY										
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]					KEGG_PEROXISOME																		
5189	PEX1	peroxisomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8850]					KEGG_PEROXISOME																		
6124	RPL4	ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353]						KEGG_RIBOSOME																	
6133	RPL9	ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]						KEGG_RIBOSOME																	
6224	RPS20	ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]						KEGG_RIBOSOME																	
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]							KEGG_FOCAL_ADHESION		KEGG_REGULATION_OF_ACTIN_CYTOSKELETON							KEGG_ERBB_SIGNALING_PATHWAY	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_MAPK_SIGNALING_PATHWAY			KEGG_INSULIN_SIGNALING_PATHWAY		
2335	FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]							KEGG_FOCAL_ADHESION		KEGG_REGULATION_OF_ACTIN_CYTOSKELETON														
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]							KEGG_FOCAL_ADHESION											KEGG_MAPK_SIGNALING_PATHWAY					
824	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]							KEGG_FOCAL_ADHESION																
1073	CFL2	cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]									KEGG_REGULATION_OF_ACTIN_CYTOSKELETON								KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS						
8802	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]										KEGG_CITRATE_CYCLE_TCA_CYCLE													
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]											KEGG_TIGHT_JUNCTION												
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]												KEGG_ENDOCYTOSIS							KEGG_LYSOSOME				KEGG_HUNTINGTONS_DISEASE
2060	EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]												KEGG_ENDOCYTOSIS											
7417	VDAC2	voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]																							KEGG_HUNTINGTONS_DISEASE
6741	SSB	small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316]																							
10273	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]																							
11325	DDX42	DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676]																							
129607	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]																							
6892	TAPBP	TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]																							
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]																							
9181	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]																							
51056	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]																							
23193	GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]																							
5719	PSMD13	proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]																							
7264	TSTA3	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]																							
5981	RFC1	replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969]																							
6878	TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]																							
11231	SEC63	SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]																							
10155	TRIM28	tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]																							
10243	GPHN	gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]																							
10514	MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]																							
113130	CDCA5	cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626]																							
114034	TOE1	target of EGR1, exonuclease [Source:HGNC Symbol;Acc:HGNC:15954]																							
125950	RAVER1	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]																							
1314	COPA	COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]																							
1809	DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]																							
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]																							
