
Entrez Gene Id	Gene Symbol	Gene Description	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION	GO_MITOCHONDRION	GO_KINETOCHORE	GO_CONDENSED_CHROMOSOME	GO_ENVELOPE	GO_MITOCHONDRIAL_ENVELOPE	GO_LIPID_DROPLET	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION	GO_MITOCHONDRIAL_MATRIX	GO_ADHERENS_JUNCTION	GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	GO_SUPRAMOLECULAR_COMPLEX	GO_ENDOPLASMIC_RETICULUM	GO_VACUOLE	GO_NUCLEAR_BODY	GO_COATED_VESICLE	GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	GO_ANCHORING_JUNCTION
9183	ZW10	zw10 kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13194]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION		GO_KINETOCHORE	GO_CONDENSED_CHROMOSOME			GO_LIPID_DROPLET	GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION				GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	GO_SUPRAMOLECULAR_COMPLEX	GO_ENDOPLASMIC_RETICULUM					
9770	RASSF2	Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION		GO_KINETOCHORE	GO_CONDENSED_CHROMOSOME				GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION					GO_SUPRAMOLECULAR_COMPLEX						
6396	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION		GO_KINETOCHORE		GO_ENVELOPE							GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	GO_SUPRAMOLECULAR_COMPLEX		GO_VACUOLE		GO_COATED_VESICLE		
113130	CDCA5	cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION																		
3070	HELLS	helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]	GO_CHROMOSOME_CENTROMERIC_REGION	GO_CHROMOSOMAL_REGION																		
2181	ACSL3	acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]			GO_MITOCHONDRION			GO_ENVELOPE	GO_MITOCHONDRIAL_ENVELOPE	GO_LIPID_DROPLET					GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK		GO_ENDOPLASMIC_RETICULUM					
301	ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]			GO_MITOCHONDRION			GO_ENVELOPE	GO_MITOCHONDRIAL_ENVELOPE				GO_ADHERENS_JUNCTION	GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE		GO_SUPRAMOLECULAR_COMPLEX		GO_VACUOLE			GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	GO_ANCHORING_JUNCTION
23770	FKBP8	FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]			GO_MITOCHONDRION			GO_ENVELOPE	GO_MITOCHONDRIAL_ENVELOPE						GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK		GO_ENDOPLASMIC_RETICULUM					
824	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]			GO_MITOCHONDRION			GO_ENVELOPE	GO_MITOCHONDRIAL_ENVELOPE								GO_ENDOPLASMIC_RETICULUM	GO_VACUOLE				GO_ANCHORING_JUNCTION
4191	MDH2	malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]			GO_MITOCHONDRION							GO_MITOCHONDRIAL_MATRIX										
5106	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]			GO_MITOCHONDRION							GO_MITOCHONDRIAL_MATRIX										
51601	LIPT1	lipoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:29569]			GO_MITOCHONDRION							GO_MITOCHONDRIAL_MATRIX										
23397	NCAPH	non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]					GO_CONDENSED_CHROMOSOME															
6282	S100A11	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]											GO_ADHERENS_JUNCTION									GO_ANCHORING_JUNCTION
22848	AAK1	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]												GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE						GO_COATED_VESICLE	GO_EXTRINSIC_COMPONENT_OF_MEMBRANE	
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]																	GO_NUCLEAR_BODY			
6651	SON	SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]																	GO_NUCLEAR_BODY			
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]																	GO_NUCLEAR_BODY			
5118	PCOLCE	procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]																				
6416	MAP2K4	mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844]																				
56683	CFAP298	cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]																				
4839	NOP2	NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]																				
6878	TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]																				
6829	SUPT5H	SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]																				
389362	PSMG4	proteasome assembly chaperone 4 [Source:HGNC Symbol;Acc:HGNC:21108]																				
4664	NAB1	NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626]																				
57446	NDRG3	NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462]																				
7264	TSTA3	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]																				
