
Entrez Gene Id	Gene Symbol	Gene Description	GO_RNA_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	GO_RIBONUCLEOTIDE_BINDING	GO_ATPASE_ACTIVITY	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ADP_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING	GO_PROTEIN_DIMERIZATION_ACTIVITY	GO_TRANSCRIPTION_FACTOR_BINDING	GO_ACTIN_BINDING	GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	GO_PROTEIN_C_TERMINUS_BINDING	GO_CALMODULIN_BINDING	GO_ACTIN_FILAMENT_BINDING	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS	GO_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	GO_RNA_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_PROTEIN_HOMODIMERIZATION_ACTIVITY						GO_PROTEIN_DIMERIZATION_ACTIVITY	GO_TRANSCRIPTION_FACTOR_BINDING	GO_ACTIN_BINDING				GO_ACTIN_FILAMENT_BINDING		
9208	LRRFIP1	LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]	GO_RNA_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING	GO_PROTEIN_HOMODIMERIZATION_ACTIVITY						GO_PROTEIN_DIMERIZATION_ACTIVITY								
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	GO_RNA_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING									GO_ACTIN_BINDING						
1399	CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]	GO_RNA_BINDING	GO_IDENTICAL_PROTEIN_BINDING	GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING															
7415	VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]	GO_RNA_BINDING	GO_IDENTICAL_PROTEIN_BINDING				GO_RIBONUCLEOTIDE_BINDING	GO_ATPASE_ACTIVITY	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ADP_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING									
4628	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	GO_RNA_BINDING					GO_RIBONUCLEOTIDE_BINDING	GO_ATPASE_ACTIVITY	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	GO_ADP_BINDING	GO_ADENYL_NUCLEOTIDE_BINDING			GO_ACTIN_BINDING			GO_CALMODULIN_BINDING	GO_ACTIN_FILAMENT_BINDING		
6227	RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]	GO_RNA_BINDING													GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME					
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	GO_RNA_BINDING													GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME					
1939	EIF2D	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]	GO_RNA_BINDING																		
54890	ALKBH5	alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]	GO_RNA_BINDING																		
10970	CKAP4	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]	GO_RNA_BINDING																		
23347	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]		GO_IDENTICAL_PROTEIN_BINDING			GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	GO_RIBONUCLEOTIDE_BINDING	GO_ATPASE_ACTIVITY	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES		GO_ADENYL_NUCLEOTIDE_BINDING	GO_PROTEIN_DIMERIZATION_ACTIVITY								
2634	GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]		GO_IDENTICAL_PROTEIN_BINDING			GO_PROTEIN_HOMODIMERIZATION_ACTIVITY	GO_RIBONUCLEOTIDE_BINDING		GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES			GO_PROTEIN_DIMERIZATION_ACTIVITY								
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]		GO_IDENTICAL_PROTEIN_BINDING			GO_PROTEIN_HOMODIMERIZATION_ACTIVITY						GO_PROTEIN_DIMERIZATION_ACTIVITY	GO_TRANSCRIPTION_FACTOR_BINDING			GO_PROTEIN_C_TERMINUS_BINDING				GO_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING
307	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]		GO_IDENTICAL_PROTEIN_BINDING										GO_TRANSCRIPTION_FACTOR_BINDING							GO_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING
2098	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]		GO_IDENTICAL_PROTEIN_BINDING																	
10694	CCT8	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]			GO_CADHERIN_BINDING	GO_CELL_ADHESION_MOLECULE_BINDING		GO_RIBONUCLEOTIDE_BINDING	GO_ATPASE_ACTIVITY	GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES		GO_ADENYL_NUCLEOTIDE_BINDING									
47	ACLY	ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]						GO_RIBONUCLEOTIDE_BINDING				GO_ADENYL_NUCLEOTIDE_BINDING								GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS	
10654	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]						GO_RIBONUCLEOTIDE_BINDING				GO_ADENYL_NUCLEOTIDE_BINDING									
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]												GO_TRANSCRIPTION_FACTOR_BINDING			GO_PROTEIN_C_TERMINUS_BINDING				
9590	AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]																GO_CALMODULIN_BINDING			
23464	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]																		GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS	
27143	PALD1	phosphatase domain containing paladin 1 [Source:HGNC Symbol;Acc:HGNC:23530]																			
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]																			
