
Entrez Gene Id	Gene Symbol	Gene Description	HP_ABNORMALITY_OF_THE_CEREBROSPINAL_FLUID	HP_PERIVENTRICULAR_LEUKOMALACIA	HP_RELATIVE_MACROCEPHALY	HP_CHRONIC_DIARRHEA	HP_ABNORMALITY_OF_THE_PERIVENTRICULAR_WHITE_MATTER	HP_ABNORMALITY_OF_THE_CEREBRAL_VENTRICLES	HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	HP_HYDROCEPHALUS	HP_ABNORMALITY_OF_SKULL_SIZE	HP_SMALL_HAND	HP_ABNORMAL_PATTERN_OF_RESPIRATION	HP_INCREASED_CSF_LACTATE	HP_INCREASED_HEAD_CIRCUMFERENCE	HP_HYPOPLASIA_OF_THE_CORPUS_CALLOSUM	HP_FAILURE_TO_THRIVE	HP_ABNORMAL_CONJUGATE_EYE_MOVEMENT	HP_ABNORMAL_CSF_METABOLITE_LEVEL	HP_SHORT_FOOT	HP_ABNORMALITY_OF_THE_CEREBRAL_SUBCORTEX	HP_ESODEVIATION	HP_ABNORMALITY_OF_THE_HALLUX	HP_ABNORMAL_CELLULAR_PHENOTYPE	HP_ASTHMA	HP_DECREASED_CIRCULATING_ANTIBODY_LEVEL	HP_DELAYED_MYELINATION	HP_NEUROLOGICAL_SPEECH_IMPAIRMENT	HP_NEONATAL_HYPOTONIA	HP_LEUKOENCEPHALOPATHY	HP_INCREASED_SERUM_LACTATE	HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING	HP_NARROW_MOUTH	HP_VENTRICULOMEGALY	HP_HETEROTROPIA	HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS	HP_IMMUNOLOGIC_HYPERSENSITIVITY	HP_SHORT_STATURE	HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY
7874	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]	HP_ABNORMALITY_OF_THE_CEREBROSPINAL_FLUID	HP_PERIVENTRICULAR_LEUKOMALACIA	HP_RELATIVE_MACROCEPHALY	HP_CHRONIC_DIARRHEA	HP_ABNORMALITY_OF_THE_PERIVENTRICULAR_WHITE_MATTER	HP_ABNORMALITY_OF_THE_CEREBRAL_VENTRICLES	HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	HP_HYDROCEPHALUS	HP_ABNORMALITY_OF_SKULL_SIZE	HP_SMALL_HAND	HP_ABNORMAL_PATTERN_OF_RESPIRATION		HP_INCREASED_HEAD_CIRCUMFERENCE	HP_HYPOPLASIA_OF_THE_CORPUS_CALLOSUM	HP_FAILURE_TO_THRIVE	HP_ABNORMAL_CONJUGATE_EYE_MOVEMENT		HP_SHORT_FOOT	HP_ABNORMALITY_OF_THE_CEREBRAL_SUBCORTEX	HP_ESODEVIATION	HP_ABNORMALITY_OF_THE_HALLUX		HP_ASTHMA			HP_NEUROLOGICAL_SPEECH_IMPAIRMENT	HP_NEONATAL_HYPOTONIA	HP_LEUKOENCEPHALOPATHY		HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING		HP_VENTRICULOMEGALY	HP_HETEROTROPIA		HP_IMMUNOLOGIC_HYPERSENSITIVITY	HP_SHORT_STATURE	HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY
3070	HELLS	helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]	HP_ABNORMALITY_OF_THE_CEREBROSPINAL_FLUID					HP_ABNORMALITY_OF_THE_CEREBRAL_VENTRICLES		HP_HYDROCEPHALUS	HP_ABNORMALITY_OF_SKULL_SIZE				HP_INCREASED_HEAD_CIRCUMFERENCE									HP_ABNORMAL_CELLULAR_PHENOTYPE		HP_DECREASED_CIRCULATING_ANTIBODY_LEVEL												HP_SHORT_STATURE	
56683	CFAP298	cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]	HP_ABNORMALITY_OF_THE_CEREBROSPINAL_FLUID					HP_ABNORMALITY_OF_THE_CEREBRAL_VENTRICLES		HP_HYDROCEPHALUS			HP_ABNORMAL_PATTERN_OF_RESPIRATION												HP_ASTHMA									HP_VENTRICULOMEGALY		HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS	HP_IMMUNOLOGIC_HYPERSENSITIVITY		HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY
4191	MDH2	malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]	HP_ABNORMALITY_OF_THE_CEREBROSPINAL_FLUID						HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM					HP_INCREASED_CSF_LACTATE		HP_HYPOPLASIA_OF_THE_CORPUS_CALLOSUM	HP_FAILURE_TO_THRIVE	HP_ABNORMAL_CONJUGATE_EYE_MOVEMENT	HP_ABNORMAL_CSF_METABOLITE_LEVEL		HP_ABNORMALITY_OF_THE_CEREBRAL_SUBCORTEX						HP_DELAYED_MYELINATION	HP_NEUROLOGICAL_SPEECH_IMPAIRMENT			HP_INCREASED_SERUM_LACTATE	HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING							
51601	LIPT1	lipoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:29569]	HP_ABNORMALITY_OF_THE_CEREBROSPINAL_FLUID										HP_ABNORMAL_PATTERN_OF_RESPIRATION	HP_INCREASED_CSF_LACTATE			HP_FAILURE_TO_THRIVE	HP_ABNORMAL_CONJUGATE_EYE_MOVEMENT	HP_ABNORMAL_CSF_METABOLITE_LEVEL		HP_ABNORMALITY_OF_THE_CEREBRAL_SUBCORTEX			HP_ABNORMAL_CELLULAR_PHENOTYPE			HP_DELAYED_MYELINATION	HP_NEUROLOGICAL_SPEECH_IMPAIRMENT			HP_INCREASED_SERUM_LACTATE	HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING				HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS			HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY
6651	SON	SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]		HP_PERIVENTRICULAR_LEUKOMALACIA	HP_RELATIVE_MACROCEPHALY	HP_CHRONIC_DIARRHEA	HP_ABNORMALITY_OF_THE_PERIVENTRICULAR_WHITE_MATTER	HP_ABNORMALITY_OF_THE_CEREBRAL_VENTRICLES	HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM		HP_ABNORMALITY_OF_SKULL_SIZE	HP_SMALL_HAND			HP_INCREASED_HEAD_CIRCUMFERENCE	HP_HYPOPLASIA_OF_THE_CORPUS_CALLOSUM	HP_FAILURE_TO_THRIVE	HP_ABNORMAL_CONJUGATE_EYE_MOVEMENT		HP_SHORT_FOOT	HP_ABNORMALITY_OF_THE_CEREBRAL_SUBCORTEX	HP_ESODEVIATION		HP_ABNORMAL_CELLULAR_PHENOTYPE		HP_DECREASED_CIRCULATING_ANTIBODY_LEVEL				HP_LEUKOENCEPHALOPATHY			HP_NARROW_MOUTH	HP_VENTRICULOMEGALY	HP_HETEROTROPIA	HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS		HP_SHORT_STATURE	HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY
6878	TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol;Acc:HGNC:11540]							HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM		HP_ABNORMALITY_OF_SKULL_SIZE												HP_ABNORMALITY_OF_THE_HALLUX					HP_NEUROLOGICAL_SPEECH_IMPAIRMENT	HP_NEONATAL_HYPOTONIA				HP_NARROW_MOUTH					HP_SHORT_STATURE	
23397	NCAPH	non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]							HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM		HP_ABNORMALITY_OF_SKULL_SIZE																												
5106	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]																																		HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS			
