
Entrez Gene Id	Gene Symbol	Gene Description	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_INFLUENZA_INFECTION	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	REACTOME_INFECTIOUS_DISEASE	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	REACTOME_DISEASE	REACTOME_MITOTIC_PROPHASE	REACTOME_METABOLISM_OF_RNA	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_INTERFERON_SIGNALING	REACTOME_MITOTIC_PROMETAPHASE	REACTOME_RRNA_PROCESSING	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	REACTOME_HIV_INFECTION	REACTOME_TRANSLATION	REACTOME_RHO_GTPASE_EFFECTORS	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_M_PHASE	REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_CELL_CYCLE_MITOTIC	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_CELL_CYCLE
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_INFLUENZA_INFECTION		REACTOME_INFECTIOUS_DISEASE		REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION		REACTOME_DISEASE		REACTOME_METABOLISM_OF_RNA	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS			REACTOME_RRNA_PROCESSING	REACTOME_SIGNALING_BY_ROBO_RECEPTORS		REACTOME_TRANSLATION		REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES				REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	
6135	RPL11	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_INFLUENZA_INFECTION		REACTOME_INFECTIOUS_DISEASE		REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION		REACTOME_DISEASE		REACTOME_METABOLISM_OF_RNA	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS			REACTOME_RRNA_PROCESSING	REACTOME_SIGNALING_BY_ROBO_RECEPTORS		REACTOME_TRANSLATION		REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES				REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	
10985	GCN1	GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY																											
79902	NUP85	nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI		REACTOME_INFLUENZA_INFECTION	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	REACTOME_INFECTIOUS_DISEASE	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES						REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	REACTOME_DISEASE	REACTOME_MITOTIC_PROPHASE	REACTOME_METABOLISM_OF_RNA		REACTOME_INTERFERON_SIGNALING	REACTOME_MITOTIC_PROMETAPHASE			REACTOME_HIV_INFECTION		REACTOME_RHO_GTPASE_EFFECTORS		REACTOME_M_PHASE	REACTOME_SIGNALING_BY_RHO_GTPASES	REACTOME_CELL_CYCLE_MITOTIC		REACTOME_CELL_CYCLE
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI																												
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]				REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	REACTOME_INFECTIOUS_DISEASE							REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	REACTOME_DISEASE								REACTOME_HIV_INFECTION								
2316	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]						REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES											REACTOME_INTERFERON_SIGNALING						REACTOME_RHO_GTPASE_EFFECTORS			REACTOME_SIGNALING_BY_RHO_GTPASES			
10051	SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]														REACTOME_MITOTIC_PROPHASE				REACTOME_MITOTIC_PROMETAPHASE							REACTOME_M_PHASE		REACTOME_CELL_CYCLE_MITOTIC		REACTOME_CELL_CYCLE
23256	SCFD1	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]																													
