
Entrez Gene Id	Gene Symbol	Gene Description	GO_ANCHORING_JUNCTION	GO_ACTIN_CYTOSKELETON	GO_SUPRAMOLECULAR_COMPLEX	GO_SUPRAMOLECULAR_POLYMER	GO_RETROMER_COMPLEX	GO_WHOLE_MEMBRANE	GO_TRANSPORT_VESICLE	GO_CELL_SUBSTRATE_JUNCTION	GO_VACUOLAR_MEMBRANE	GO_VACUOLE	GO_VESICLE_MEMBRANE	GO_ENDOSOME_MEMBRANE	GO_VESICLE_COAT	GO_CELL_BODY	GO_ACTIN_FILAMENT_BUNDLE	GO_ENDOCYTIC_VESICLE	GO_ACTOMYOSIN	GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_MEMBRANE_PROTEIN_COMPLEX	GO_MEMBRANE_COAT	GO_SYNAPSE	GO_EARLY_ENDOSOME	GO_PIGMENT_GRANULE	GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE	GO_ACTIN_FILAMENT	GO_I_BAND	GO_PHAGOCYTIC_VESICLE	GO_ENDOSOME	GO_CELL_CELL_JUNCTION	GO_ENDOCYTIC_VESICLE_MEMBRANE	GO_ADHERENS_JUNCTION	GO_GOLGI_ASSOCIATED_VESICLE	GO_COATED_VESICLE_MEMBRANE	GO_TRANSPORT_VESICLE_MEMBRANE	GO_EXOCYTIC_VESICLE	GO_MICROTUBULE_CYTOSKELETON	GO_CONTRACTILE_FIBER	GO_NEURON_PROJECTION	GO_COATED_VESICLE	GO_DISTAL_AXON	GO_GOLGI_APPARATUS	GO_APICAL_PLASMA_MEMBRANE	GO_SECRETORY_VESICLE	GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GO_MICROTUBULE	GO_APICAL_PART_OF_CELL
301	ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]	GO_ANCHORING_JUNCTION	GO_ACTIN_CYTOSKELETON	GO_SUPRAMOLECULAR_COMPLEX	GO_SUPRAMOLECULAR_POLYMER		GO_WHOLE_MEMBRANE		GO_CELL_SUBSTRATE_JUNCTION		GO_VACUOLE	GO_VESICLE_MEMBRANE	GO_ENDOSOME_MEMBRANE						GO_POLYMERIC_CYTOSKELETAL_FIBER			GO_SYNAPSE	GO_EARLY_ENDOSOME			GO_ACTIN_FILAMENT			GO_ENDOSOME	GO_CELL_CELL_JUNCTION		GO_ADHERENS_JUNCTION											GO_APICAL_PLASMA_MEMBRANE		GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX		GO_APICAL_PART_OF_CELL
2317	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	GO_ANCHORING_JUNCTION	GO_ACTIN_CYTOSKELETON	GO_SUPRAMOLECULAR_COMPLEX	GO_SUPRAMOLECULAR_POLYMER				GO_CELL_SUBSTRATE_JUNCTION						GO_CELL_BODY	GO_ACTIN_FILAMENT_BUNDLE	GO_ENDOCYTIC_VESICLE	GO_ACTOMYOSIN									GO_I_BAND	GO_PHAGOCYTIC_VESICLE										GO_CONTRACTILE_FIBER	GO_NEURON_PROJECTION								
2275	FHL3	four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]	GO_ANCHORING_JUNCTION	GO_ACTIN_CYTOSKELETON	GO_SUPRAMOLECULAR_COMPLEX	GO_SUPRAMOLECULAR_POLYMER				GO_CELL_SUBSTRATE_JUNCTION							GO_ACTIN_FILAMENT_BUNDLE		GO_ACTOMYOSIN									GO_I_BAND											GO_CONTRACTILE_FIBER									
84952	CGNL1	cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]	GO_ANCHORING_JUNCTION	GO_ACTIN_CYTOSKELETON																											GO_CELL_CELL_JUNCTION																	
1213	CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	GO_ANCHORING_JUNCTION		GO_SUPRAMOLECULAR_COMPLEX	GO_SUPRAMOLECULAR_POLYMER		GO_WHOLE_MEMBRANE	GO_TRANSPORT_VESICLE	GO_CELL_SUBSTRATE_JUNCTION	GO_VACUOLAR_MEMBRANE	GO_VACUOLE	GO_VESICLE_MEMBRANE	GO_ENDOSOME_MEMBRANE	GO_VESICLE_COAT			GO_ENDOCYTIC_VESICLE		GO_POLYMERIC_CYTOSKELETAL_FIBER	GO_MEMBRANE_PROTEIN_COMPLEX	GO_MEMBRANE_COAT			GO_PIGMENT_GRANULE	GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE				GO_ENDOSOME		GO_ENDOCYTIC_VESICLE_MEMBRANE		GO_GOLGI_ASSOCIATED_VESICLE	GO_COATED_VESICLE_MEMBRANE	GO_TRANSPORT_VESICLE_MEMBRANE		GO_MICROTUBULE_CYTOSKELETON			GO_COATED_VESICLE		GO_GOLGI_APPARATUS				GO_MICROTUBULE	
85456	TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]	GO_ANCHORING_JUNCTION																												GO_CELL_CELL_JUNCTION		GO_ADHERENS_JUNCTION															
1809	DPYSL3	dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]		GO_ACTIN_CYTOSKELETON	GO_SUPRAMOLECULAR_COMPLEX	GO_SUPRAMOLECULAR_POLYMER			GO_TRANSPORT_VESICLE							GO_CELL_BODY				GO_POLYMERIC_CYTOSKELETAL_FIBER			GO_SYNAPSE				GO_ACTIN_FILAMENT										GO_EXOCYTIC_VESICLE			GO_NEURON_PROJECTION		GO_DISTAL_AXON			GO_SECRETORY_VESICLE			
10574	CCT7	chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]			GO_SUPRAMOLECULAR_COMPLEX	GO_SUPRAMOLECULAR_POLYMER										GO_CELL_BODY				GO_POLYMERIC_CYTOSKELETAL_FIBER																		GO_MICROTUBULE_CYTOSKELETON									GO_MICROTUBULE	
6396	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]			GO_SUPRAMOLECULAR_COMPLEX			GO_WHOLE_MEMBRANE	GO_TRANSPORT_VESICLE		GO_VACUOLAR_MEMBRANE	GO_VACUOLE	GO_VESICLE_MEMBRANE		GO_VESICLE_COAT						GO_MEMBRANE_PROTEIN_COMPLEX	GO_MEMBRANE_COAT				GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE								GO_GOLGI_ASSOCIATED_VESICLE	GO_COATED_VESICLE_MEMBRANE	GO_TRANSPORT_VESICLE_MEMBRANE					GO_COATED_VESICLE		GO_GOLGI_APPARATUS					
