
Entrez Gene Id	Gene Symbol	Gene Description	GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	GSE22886_NEUTROPHIL_VS_DC_DN	GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	GSE3203_UNTREATED_VS_IFNB_TREATED_LN_BCELL_UP	GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_UP	GSE4984_UNTREATED_VS_LPS_TREATED_DC_DN	GSE27241_WT_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP	GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP	GSE29618_BCELL_VS_MONOCYTE_UP	GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_UP	GSE43863_NAIVE_VS_LY6C_LOW_CXCR5NEG_CD4_EFF_TCELL_D6_LCMV_DN	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP	GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN	GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP	GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_DN	GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN	GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_DN	GSE25087_FETAL_VS_ADULT_TREG_UP	GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP	GSE3982_EOSINOPHIL_VS_BCELL_DN	GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_DN	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_UP	GSE17721_CTRL_VS_LPS_12H_BMDC_DN	GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_DN	GSE17721_CTRL_VS_POLYIC_8H_BMDC_UP	GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_UP	GSE20198_IL12_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_16H_DN	GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP	GSE22886_NEUTROPHIL_VS_MONOCYTE_DN	GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_DN	GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN	GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_DN	GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN	GSE31082_DP_VS_CD4_SP_THYMOCYTE_DN	GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_DN	GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_MAC_DN	GSE3982_BCELL_VS_BASOPHIL_UP	GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_DN	GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	GSE12392_CD8A_POS_VS_NEG_SPLEEN_DC_UP	GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_UP	GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP	GSE17721_0.5H_VS_8H_POLYIC_BMDC_UP	GSE17721_CTRL_VS_POLYIC_12H_BMDC_UP	GSE17721_LPS_VS_CPG_6H_BMDC_DN	GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_UP	GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN	GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP	GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_DN	GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_DN	GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP	GSE2197_IMMUNOSUPPRESSIVE_DNA_VS_UNTREATED_IN_DC_UP	GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN	GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP	GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_DN	GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN	GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_DN	GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_UP	GSE27786_LIN_NEG_VS_NKTCELL_DN	GSE339_CD8POS_VS_CD4CD8DN_DC_UP	GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_DN	GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_DN	GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN	GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_UP	GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN	GSE43957_UNTREATED_VS_NACL_TREATED_ANTI_CD3_CD28_STIM_CD4_TCELL_DN	GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP	GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_DN	GSE9037_WT_VS_IRAK4_KO_BMDM_DN
2098	ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]	GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	GSE22886_NEUTROPHIL_VS_DC_DN	GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP			GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_UP											GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_DN			GSE25087_FETAL_VS_ADULT_TREG_UP				GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_UP	GSE17721_CTRL_VS_LPS_12H_BMDC_DN	GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_DN			GSE20198_IL12_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_UP		GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP	GSE22886_NEUTROPHIL_VS_MONOCYTE_DN									GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_DN	GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	GSE12392_CD8A_POS_VS_NEG_SPLEEN_DC_UP	GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_UP								GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_DN												GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_DN	GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_DN							
307	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]	GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN				GSE3203_UNTREATED_VS_IFNB_TREATED_LN_BCELL_UP		GSE4984_UNTREATED_VS_LPS_TREATED_DC_DN		GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP					GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP							GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP			GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_UP				GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_UP					GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_DN									GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	GSE12392_CD8A_POS_VS_NEG_SPLEEN_DC_UP	GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_UP										GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP	GSE2197_IMMUNOSUPPRESSIVE_DNA_VS_UNTREATED_IN_DC_UP					GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_DN						GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN	GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_UP				GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_DN	
10970	CKAP4	cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]	GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN												GSE43863_NAIVE_VS_LY6C_LOW_CXCR5NEG_CD4_EFF_TCELL_D6_LCMV_DN	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP	GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN				GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_DN		GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP									GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_16H_DN			GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_DN								GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_DN											GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_DN								GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_DN	GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_UP		GSE339_CD8POS_VS_CD4CD8DN_DC_UP				GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_UP		GSE43957_UNTREATED_VS_NACL_TREATED_ANTI_CD3_CD28_STIM_CD4_TCELL_DN			GSE9037_WT_VS_IRAK4_KO_BMDM_DN
7415	VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]		GSE22886_NEUTROPHIL_VS_DC_DN		GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN					GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP	GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP								GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN		GSE25087_FETAL_VS_ADULT_TREG_UP							GSE17721_CTRL_VS_POLYIC_8H_BMDC_UP							GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN	GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_DN			GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_DN							GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP	GSE17721_0.5H_VS_8H_POLYIC_BMDC_UP				GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN						GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN		GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_DN	GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN				GSE339_CD8POS_VS_CD4CD8DN_DC_UP	GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_DN		GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN			GSE43957_UNTREATED_VS_NACL_TREATED_ANTI_CD3_CD28_STIM_CD4_TCELL_DN			GSE9037_WT_VS_IRAK4_KO_BMDM_DN
10694	CCT8	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]		GSE22886_NEUTROPHIL_VS_DC_DN															GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_DN						GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_DN				GSE17721_CTRL_VS_POLYIC_8H_BMDC_UP				GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP	GSE22886_NEUTROPHIL_VS_MONOCYTE_DN				GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN									GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP		GSE17721_CTRL_VS_POLYIC_12H_BMDC_UP	GSE17721_LPS_VS_CPG_6H_BMDC_DN		GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN																						
6227	RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]			GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	GSE3203_UNTREATED_VS_IFNB_TREATED_LN_BCELL_UP																	GSE3982_EOSINOPHIL_VS_BCELL_DN							GSE20198_IL12_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_16H_DN							GSE31082_DP_VS_CD4_SP_THYMOCYTE_DN	GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_DN		GSE3982_BCELL_VS_BASOPHIL_UP									GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_UP		GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP																	GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN				
6228	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]			GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN							GSE29618_BCELL_VS_MONOCYTE_UP					GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP																				GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN	GSE31082_DP_VS_CD4_SP_THYMOCYTE_DN																GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_DN				GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP											GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN				
6667	SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]					GSE3203_UNTREATED_VS_IFNB_TREATED_LN_BCELL_UP	GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_UP						GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_UP																																							GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP						GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP					GSE27786_LIN_NEG_VS_NKTCELL_DN										
291	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]						GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_UP		GSE27241_WT_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN		GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP	GSE29618_BCELL_VS_MONOCYTE_UP				GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN			GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN	GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_DN				GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_DN																GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_MAC_DN	GSE3982_BCELL_VS_BASOPHIL_UP							GSE17721_CTRL_VS_POLYIC_12H_BMDC_UP		GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_UP							GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN					GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_UP	GSE27786_LIN_NEG_VS_NKTCELL_DN								GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP	GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_DN	
