Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
MODULE_83	320	Genes in the cancer module 83.	10	0.0312	1.69E-9	7.28E-7
MODULE_151	318	Genes in the cancer module 151.	9	0.0283	2.71E-8	5.83E-6
MODULE_114	338	Protein biosynthesis and ribosomes.	9	0.0266	4.56E-8	6.55E-6
MODULE_3	384	Genes in the cancer module 3.	9	0.0234	1.35E-7	1.45E-5
MODULE_524	30	Actin cytoskeleton binding.	4	0.1333	4.95E-7	4.27E-5
MODULE_419	34	Genes in the cancer module 419.	4	0.1176	8.33E-7	5.32E-5
MODULE_32	241	Genes in the cancer module 32.	7	0.0290	8.64E-7	5.32E-5
MODULE_29	28	Genes in the cancer module 29.	3	0.1071	2.9E-5	1.56E-3
MODULE_54	262	Cell cycle (expression cluster).	5	0.0191	2.46E-4	1.18E-2
MODULE_18	450	Genes in the cancer module 18.	6	0.0133	4.02E-4	1.65E-2
MODULE_133	15	Genes in the cancer module 133.	2	0.1333	4.59E-4	1.65E-2
MODULE_432	15	Genes in the cancer module 432.	2	0.1333	4.59E-4	1.65E-2
MODULE_331	75	Genes in the cancer module 331.	3	0.0400	5.57E-4	1.85E-2
MODULE_244	187	Response to DNA damage.	4	0.0214	6.92E-4	2E-2
MODULE_159	81	Translation regulation.	3	0.0370	6.97E-4	2E-2
MODULE_17	364	Genes in the cancer module 17.	5	0.0137	1.09E-3	2.93E-2
MODULE_43	99	Energy pathways.	3	0.0303	1.25E-3	3.16E-2
MODULE_202	28	Genes in the cancer module 202.	2	0.0714	1.62E-3	3.88E-2
MODULE_321	112	Genes in the cancer module 321.	3	0.0268	1.78E-3	4.03E-2
MODULE_8	421	Genes in the cancer module 8.	5	0.0119	2.06E-3	4.44E-2
MODULE_126	183	Lymphoma and immune response expression clusters.	3	0.0164	7.03E-3	1.33E-1
MODULE_322	59	Genes in the cancer module 322.	2	0.0339	7.03E-3	1.33E-1
MODULE_15	357	Genes in the cancer module 14.	4	0.0112	7.12E-3	1.33E-1
MODULE_183	65	RNA splicing.	2	0.0308	8.48E-3	1.52E-1
MODULE_105	200	Genes in the cancer module 105.	3	0.0150	8.96E-3	1.53E-1
MODULE_438	68	Intermediate filaments and MT.	2	0.0294	9.25E-3	1.53E-1
MODULE_62	89	Genes in the cancer module 62.	2	0.0225	1.55E-2	2.47E-1
MODULE_97	98	Genes in the cancer module 97.	2	0.0204	1.85E-2	2.85E-1
MODULE_182	100	Genes in the cancer module 182.	2	0.0200	1.92E-2	2.86E-1
MODULE_16	508	Genes in the cancer module 15.	4	0.0079	2.31E-2	3.32E-1
MODULE_239	120	Genes in the cancer module 239.	2	0.0167	2.7E-2	3.65E-1
MODULE_397	121	Genes in the cancer module 397.	2	0.0165	2.74E-2	3.65E-1
MODULE_72	308	Testis genes.	3	0.0097	2.8E-2	3.65E-1
MODULE_9	125	Genes in the cancer module 9.	2	0.0160	2.91E-2	3.69E-1
MODULE_324	133	Metal / Ca ion binding.	2	0.0150	3.26E-2	3.96E-1
MODULE_212	329	Catalytic activities / metabolism.	3	0.0091	3.31E-2	3.96E-1
MODULE_1	368	Ovary genes.	3	0.0082	4.37E-2	5.09E-1
MODULE_2	384	DRG (dorsal root ganglia) genes.	3	0.0078	4.85E-2	5.5E-1
MODULE_98	393	Genes in the cancer module 98.	3	0.0076	5.13E-2	5.67E-1
MODULE_532	407	Blood cells and cancer expression clusters.	3	0.0074	5.59E-2	5.8E-1
MODULE_118	408	cell line expressed genes.	3	0.0074	5.62E-2	5.8E-1
MODULE_93	182	Oxidoreductases.	2	0.0110	5.73E-2	5.8E-1
MODULE_6	413	Trachea genes.	3	0.0073	5.79E-2	5.8E-1
MODULE_52	430	Cell line expressed genes.	3	0.0070	6.37E-2	6E-1
MODULE_459	431	Genes in the cancer module 459.	3	0.0070	6.4E-2	6E-1
MODULE_5	434	Lung genes.	3	0.0069	6.51E-2	6E-1
MODULE_378	435	Genes in the cancer module 378.	3	0.0069	6.55E-2	6E-1
MODULE_317	440	Genes in the cancer module 317.	3	0.0068	6.73E-2	6.04E-1
MODULE_255	450	Genes in the cancer module 255.	3	0.0067	7.09E-2	6.24E-1
MODULE_179	468	Blood cells and cancer expression cancer.	3	0.0064	7.77E-2	6.7E-1
MODULE_47	225	ECM and collagens.	2	0.0089	8.28E-2	6.91E-1
MODULE_67	226	Genes in the cancer module 67.	2	0.0088	8.34E-2	6.91E-1
MODULE_252	237	TFs and nuclear.	2	0.0084	9.04E-2	7.35E-1
MODULE_95	560	Genes in the cancer module 95.	3	0.0054	1.16E-1	9.3E-1
MODULE_163	565	Genes in the cancer module 163.	3	0.0053	1.19E-1	9.31E-1


