Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	412	Abnormality of the musculature of the limbs	12	0.0291	3.82E-11	1.72E-7
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	167	Abnormality of the musculature of the upper limbs	8	0.0479	1.73E-9	2.78E-6
HP_CLINICAL_COURSE	1394	Clinical course	17	0.0122	1.86E-9	2.78E-6
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	803	Functional abnormality of the gastrointestinal tract	13	0.0162	7E-9	7.86E-6
HP_HYPOREFLEXIA	337	Hyporeflexia	9	0.0267	2.6E-8	2.19E-5
HP_PTOSIS	595	Ptosis	11	0.0185	2.93E-8	2.19E-5
HP_ABNORMALITY_OF_THE_SHOULDER_GIRDLE_MUSCULATURE	110	Abnormality of the shoulder girdle musculature	6	0.0545	9.5E-8	6.1E-5
HP_FUNCTIONAL_MOTOR_DEFICIT	406	Functional motor deficit	9	0.0222	1.27E-7	6.72E-5
HP_ABNORMALITY_OF_THE_SCAPULA	118	Abnormality of the scapula	6	0.0508	1.44E-7	6.72E-5
HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	552	Abnormality of esophagus physiology	10	0.0181	1.58E-7	6.72E-5
HP_MUSCLE_WEAKNESS	873	Muscle weakness	12	0.0137	1.65E-7	6.72E-5
HP_ABNORMAL_REFLEX	1070	Abnormal reflex	13	0.0121	1.97E-7	7.36E-5
HP_CONSTITUTIONAL_SYMPTOM	918	Constitutional symptom	12	0.0131	2.81E-7	9.71E-5
HP_SCAPULAR_WINGING	72	Scapular winging	5	0.0694	3.52E-7	1.13E-4
HP_SHORT_STATURE	1152	Short stature	13	0.0113	4.54E-7	1.36E-4
HP_REDUCED_TENDON_REFLEXES	494	Reduced tendon reflexes	9	0.0182	6.53E-7	1.77E-4
HP_DISINHIBITION	153	Disinhibition	6	0.0392	6.68E-7	1.77E-4
HP_HYPERTONIA	870	Hypertonia	11	0.0126	1.27E-6	3.08E-4
HP_ABNORMALITY_OF_THE_INNER_EAR	872	Abnormality of the inner ear	11	0.0126	1.3E-6	3.08E-4
HP_ABNORMAL_INVOLUNTARY_EYE_MOVEMENTS	908	Abnormal involuntary eye movements	11	0.0121	1.92E-6	4.22E-4
HP_PEDIATRIC_ONSET	565	Pediatric onset	9	0.0159	1.97E-6	4.22E-4
HP_INCOORDINATION	186	Incoordination	6	0.0323	2.08E-6	4.26E-4
HP_GAIT_DISTURBANCE	926	Gait disturbance	11	0.0119	2.32E-6	4.41E-4
HP_PROXIMAL_MUSCLE_WEAKNESS	190	Proximal muscle weakness	6	0.0316	2.36E-6	4.41E-4
HP_PAIN	604	Pain	9	0.0149	3.39E-6	6.1E-4
HP_PACE_OF_PROGRESSION	453	Pace of progression	8	0.0177	3.57E-6	6.17E-4
HP_SKELETAL_MUSCLE_ATROPHY	463	Skeletal muscle atrophy	8	0.0173	4.19E-6	6.97E-4
HP_ONSET	1002	Onset	11	0.0110	4.92E-6	7.89E-4
HP_TREMOR	485	Tremor	8	0.0165	5.88E-6	9.07E-4
HP_ABNORMALITY_OF_THE_ORBITAL_REGION	1239	Abnormality of the orbital region	12	0.0097	6.28E-6	9.07E-4
HP_DYSPHAGIA	347	Dysphagia	7	0.0202	6.35E-6	9.07E-4
HP_RESPIRATORY_INSUFFICIENCY	495	Respiratory insufficiency	8	0.0162	6.82E-6	9.07E-4
HP_ABNORMAL_GLIAL_CELL_MORPHOLOGY	131	Abnormal glial cell morphology	5	0.0382	6.83E-6	9.07E-4
HP_ABNORMALITY_OF_THE_FOREHEAD	843	Abnormality of the forehead	10	0.0119	7.02E-6	9.07E-4
HP_ABNORMALITY_OF_EXTRAPYRAMIDAL_MOTOR_FUNCTION	230	Abnormality of extrapyramidal motor function	6	0.0261	7.06E-6	9.07E-4
HP_DIFFICULTY_WALKING	233	Difficulty walking	6	0.0258	7.6E-6	9.49E-4
HP_ABNORMAL_HOMEOSTASIS	1286	Abnormal homeostasis	12	0.0093	9.13E-6	1.1E-3
HP_ABNORMALITY_OF_THE_LENS	685	Abnormality of the lens	9	0.0131	9.31E-6	1.1E-3
HP_ABNORMAL_PLATELET_VOLUME	22	Abnormal platelet volume	3	0.1364	1.15E-5	1.32E-3
HP_UPPER_MOTOR_NEURON_DYSFUNCTION	1102	Upper motor neuron dysfunction	11	0.0100	1.2E-5	1.35E-3
HP_INVOLUNTARY_MOVEMENTS	905	Involuntary movements	10	0.0110	1.3E-5	1.42E-3
HP_SPASTICITY	728	Spasticity	9	0.0124	1.51E-5	1.61E-3
HP_PROMINENT_FOREHEAD	160	Prominent forehead	5	0.0312	1.8E-5	1.88E-3
HP_ABNORMALITY_OF_THE_LARYNX	161	Abnormality of the larynx	5	0.0311	1.85E-5	1.88E-3
HP_ABNORMALITY_OF_COORDINATION	945	Abnormality of coordination	10	0.0106	1.88E-5	1.88E-3
HP_SPRENGEL_ANOMALY	27	Sprengel anomaly	3	0.1111	2.17E-5	2.12E-3
HP_ABNORMALITY_OF_THE_OUTER_EAR	964	Abnormality of the outer ear	10	0.0104	2.23E-5	2.13E-3
HP_ABNORMALITY_OF_MUSCLE_SIZE	586	Abnormality of muscle size	8	0.0137	2.29E-5	2.15E-3
HP_GLIOSIS	86	Gliosis	4	0.0465	2.76E-5	2.53E-3
HP_INFANTILE_ONSET	444	Infantile onset	7	0.0158	3.1E-5	2.78E-3
HP_BRAIN_ATROPHY	613	Brain atrophy	8	0.0131	3.16E-5	2.78E-3
HP_FREQUENT_FALLS	92	Frequent falls	4	0.0435	3.6E-5	3.09E-3
HP_ABNORMAL_CARTILAGE_MORPHOLOGY	32	Abnormal cartilage morphology	3	0.0938	3.64E-5	3.09E-3
HP_ABNORMAL_EYELID_MORPHOLOGY	1024	Abnormal eyelid morphology	10	0.0098	3.71E-5	3.09E-3
HP_LIMITED_KNEE_FLEXION	5	Limited knee flexion	2	0.4000	3.92E-5	3.15E-3
HP_SPONDYLOLYSIS	5	Spondylolysis	2	0.4000	3.92E-5	3.15E-3
HP_SUPRANUCLEAR_GAZE_PALSY	34	Supranuclear gaze palsy	3	0.0882	4.38E-5	3.46E-3
HP_ABNORMALITY_OF_THE_NASAL_BRIDGE	848	Abnormality of the nasal bridge	9	0.0106	4.95E-5	3.83E-3
HP_ABNORMAL_LIP_MORPHOLOGY	853	Abnormal lip morphology	9	0.0106	5.18E-5	3.94E-3
HP_PROXIMAL_MUSCLE_WEAKNESS_IN_LOWER_LIMBS	37	Proximal muscle weakness in lower limbs	3	0.0811	5.67E-5	4.21E-3
HP_ABNORMAL_CONJUGATE_EYE_MOVEMENT	864	Abnormal conjugate eye movement	9	0.0104	5.71E-5	4.21E-3
HP_PARKINSONISM	105	Parkinsonism	4	0.0381	6.04E-5	4.38E-3
HP_THICK_EYEBROW	109	Thick eyebrow	4	0.0367	6.99E-5	4.98E-3
HP_ABNORMAL_CARDIOVASCULAR_SYSTEM_PHYSIOLOGY	1112	Abnormal cardiovascular system physiology	10	0.0090	7.38E-5	5.18E-3
HP_ABNORMAL_HAIR_PATTERN	216	Abnormal hair pattern	5	0.0231	7.52E-5	5.2E-3
HP_EMG_NEUROPATHIC_CHANGES	41	EMG: neuropathic changes	3	0.0732	7.73E-5	5.27E-3
HP_ATROPHY_DEGENERATION_AFFECTING_THE_CENTRAL_NERVOUS_SYSTEM	701	Atrophy/Degeneration affecting the central nervous system	8	0.0114	8.07E-5	5.41E-3
HP_ABNORMAL_MUSCLE_FIBER_MORPHOLOGY	220	Abnormal muscle fiber morphology	5	0.0227	8.2E-5	5.42E-3
HP_GENERALIZED_HYPOTONIA	929	Generalized hypotonia	9	0.0097	9.91E-5	6.46E-3
HP_CAPITATE_HAMATE_FUSION	8	Capitate-hamate fusion	2	0.2500	1.09E-4	6.74E-3
HP_MULTIPLE_ENCHONDROMATOSIS	8	Multiple enchondromatosis	2	0.2500	1.09E-4	6.74E-3
HP_NEURONAL_LOSS_IN_THE_CEREBRAL_CORTEX	8	Neuronal loss in the cerebral cortex	2	0.2500	1.09E-4	6.74E-3
HP_THICK_VERMILION_BORDER	234	Thick vermilion border	5	0.0214	1.1E-4	6.74E-3
HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING	548	Impairment in personality functioning	7	0.0128	1.16E-4	7.02E-3
HP_MIDFACE_RETRUSION	239	Midface retrusion	5	0.0209	1.21E-4	7.24E-3
HP_DIFFICULTY_CLIMBING_STAIRS	48	Difficulty climbing stairs	3	0.0625	1.24E-4	7.34E-3
HP_ABNORMALITY_OF_THE_UPPER_RESPIRATORY_TRACT	389	Abnormality of the upper respiratory tract	6	0.0154	1.32E-4	7.71E-3
HP_ABNORMAL_LIVER_MORPHOLOGY	758	Abnormal liver morphology	8	0.0106	1.38E-4	7.9E-3
HP_FIBULAR_APLASIA	9	Fibular aplasia	2	0.2222	1.4E-4	7.9E-3
HP_LOCALIZED_SKIN_LESION	760	Localized skin lesion	8	0.0105	1.41E-4	7.9E-3
HP_EMG_ABNORMALITY	252	EMG abnormality	5	0.0198	1.55E-4	8.59E-3
HP_DIMINISHED_MOTIVATION	52	Diminished motivation	3	0.0577	1.58E-4	8.65E-3
HP_ABNORMALITY_OF_THE_FORAMEN_MAGNUM	10	Abnormality of the foramen magnum	2	0.2000	1.75E-4	9.49E-3
HP_ABNORMALITY_OF_THE_DENTITION	792	Abnormality of the dentition	8	0.0101	1.86E-4	9.96E-3
HP_ABNORMALITY_OF_THE_EXTERNAL_NOSE	794	Abnormality of the external nose	8	0.0101	1.89E-4	1E-2
HP_EEG_WITH_ABNORMALLY_SLOW_FREQUENCIES	56	EEG with abnormally slow frequencies	3	0.0536	1.97E-4	1.02E-2
HP_COGNITIVE_IMPAIRMENT	598	Cognitive impairment	7	0.0117	1.97E-4	1.02E-2
HP_ABNORMAL_BLEEDING	420	Abnormal bleeding	6	0.0143	2E-4	1.02E-2
HP_ABNORMALITY_OF_THE_PINNA	601	Abnormality of the pinna	7	0.0116	2.03E-4	1.02E-2
