Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN	199	Genes down-regulated in CD8 T cells: control versus over-expressing ID3 [GeneID=3399].	3	0.0151	9.91E-6	4.83E-2
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TREG_CD4_TCELL_DN	154	Genes down-regulated in T reg of aged mice: visceral adipose tissue versus lymph node.	2	0.0130	5.19E-4	7.72E-2
GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_UP	171	Genes up-regulated in macrophages differentiated for 5 days in the presence of: IL4 [GeneID=3565] versus IL4 [GeneID=3565] and dexamethasone [PubChem=5743].	2	0.0117	6.39E-4	7.72E-2
GSE37532_WT_VS_PPARG_KO_LN_TREG_UP	176	Genes up-regulated in T reg from lypmh nodes of elderly (retired breeder) mice: wildtype versus PPARG [GeneID=5468] knockout.	2	0.0114	6.77E-4	7.72E-2
GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	176	Genes up-regulated in CD4 T conv: control versus over-expression of IKZF4 [GeneID=64375].	2	0.0114	6.77E-4	7.72E-2
GSE13547_WT_VS_ZFX_KO_BCELL_DN	177	Genes down-regulated in B lymphocytes: wildtype versus ZFX [GeneID=7543].	2	0.0113	6.84E-4	7.72E-2
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	180	Genes up-regulated in CD4 T conv over-expressing: IRF4 [GeneID=3662] versus IRF4 and FOXP3 [GeneID=3662;50943].	2	0.0111	7.08E-4	7.72E-2
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN	181	Genes down-regulated in hematopoietic stem cells versus lymphoid primed multipotent progenitors.	2	0.0110	7.15E-4	7.72E-2
GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_DN	195	Genes down-regulated in immature neuron cell line: control versus interferon alpha (6h).	2	0.0103	8.29E-4	7.72E-2
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN	197	Genes down-regulated in comparison of naive T cells versus effector memory T cells.	2	0.0102	8.46E-4	7.72E-2
GSE360_CTRL_VS_L_MAJOR_MAC_DN	197	Genes down-regulated in comparison of macrophages versus macrophages exposed to L. major.	2	0.0102	8.46E-4	7.72E-2
GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_UP	197	Genes up-regulated in CD8A [GeneID=925] dendritic cells with IFNAR1 [GeneID=3454] knockout: control versus primary acute viral infection.	2	0.0102	8.46E-4	7.72E-2
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_DN	198	Genes down-regulated in bone marrow-derived macrophages treated with IL4 [GeneID=3565]: wildtype versus STAT6 [GeneID=6778] knockout.	2	0.0101	8.55E-4	7.72E-2
GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_DC_UP	198	Genes up-regulated in comparison of dendritic cells (DC) versus DCs exposed to B. malayi (5 worms/well).	2	0.0101	8.55E-4	7.72E-2
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN	199	Genes down-regulated in naive CD4 [GeneID=920] T cells from cord blood versus thymic stromal cells.	2	0.0101	8.63E-4	7.72E-2
GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN	199	Genes down-regulated in macrophages (12h): rosiglitazone [PubChem=77999] and IL4 [GeneID=3565] versus IL4 [GeneID=3565].	2	0.0101	8.63E-4	7.72E-2
GSE17721_0.5H_VS_24H_LPS_BMDC_UP	199	Genes up-regulated in comparison of dendritic cells (DC) stimulated with LPS (TLR4 agonist) at 0.5 h versus those stimulated at 24 h.	2	0.0101	8.63E-4	7.72E-2
GSE17721_CTRL_VS_LPS_24H_BMDC_UP	199	Genes up-regulated in comparison of control dendritic cells (DC) at 24 h versus those stimulated with LPS (TLR4 agonist) at 24 h.	2	0.0101	8.63E-4	7.72E-2
GSE22229_RENAL_TRANSPLANT_VS_HEALTHY_PBMC_UP	199	Genes up-regulated in periperal blood monocytes (PBMC): tolerant kidney transplants versus healthy controls.	2	0.0101	8.63E-4	7.72E-2
GSE23568_ID3_KO_VS_WT_CD8_TCELL_UP	199	Genes up-regulated in CD8 T cells: ID3 [GeneID=3399] knockout versus wildtype.	2	0.0101	8.63E-4	7.72E-2
