Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
MODULE_3	384	Genes in the cancer module 3.	3	0.0078	1.36E-4	5.87E-2
MODULE_32	241	Genes in the cancer module 32.	2	0.0083	1.91E-3	2.17E-1
MODULE_72	308	Testis genes.	2	0.0065	3.09E-3	2.17E-1
MODULE_151	318	Genes in the cancer module 151.	2	0.0063	3.29E-3	2.17E-1
MODULE_83	320	Genes in the cancer module 83.	2	0.0063	3.33E-3	2.17E-1
MODULE_114	338	Protein biosynthesis and ribosomes.	2	0.0059	3.71E-3	2.17E-1
MODULE_1	368	Ovary genes.	2	0.0054	4.38E-3	2.17E-1
MODULE_2	384	DRG (dorsal root ganglia) genes.	2	0.0052	4.76E-3	2.17E-1
MODULE_118	408	cell line expressed genes.	2	0.0049	5.35E-3	2.17E-1
MODULE_6	413	Trachea genes.	2	0.0048	5.48E-3	2.17E-1
MODULE_52	430	Cell line expressed genes.	2	0.0047	5.93E-3	2.17E-1
MODULE_5	434	Lung genes.	2	0.0046	6.03E-3	2.17E-1


