Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_TRANSLATION	295	Translation	13	0.0441	2.9E-14	4.51E-11
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	15	0.0223	4.85E-12	3.77E-9
REACTOME_INFECTIOUS_DISEASE	866	Infectious disease	16	0.0185	1.47E-11	7.6E-9
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	14	0.0228	1.98E-11	7.7E-9
REACTOME_DISEASE	1580	Disease	20	0.0127	2.7E-11	8.4E-9
REACTOME_SELENOAMINO_ACID_METABOLISM	118	Selenoamino acid metabolism	8	0.0678	1.08E-10	2.74E-8
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	8	0.0667	1.24E-10	2.74E-8
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	8	0.0510	1.06E-9	2.06E-7
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	7	0.0603	3.78E-9	6.37E-7
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	Metabolism of amino acids and derivatives	10	0.0267	4.1E-9	6.37E-7
REACTOME_RRNA_PROCESSING	205	rRNA processing	8	0.0390	8.65E-9	1.22E-6
REACTOME_VESICLE_MEDIATED_TRANSPORT	724	Vesicle-mediated transport	12	0.0166	2.17E-8	2.7E-6
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	11	0.0190	2.26E-8	2.7E-6
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	Eukaryotic Translation Elongation	6	0.0638	3.7E-8	4.11E-6
REACTOME_MEMBRANE_TRAFFICKING	629	Membrane Trafficking	11	0.0175	5.14E-8	5.33E-6
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	Regulation of expression of SLITs and ROBOs	7	0.0407	5.8E-8	5.53E-6
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	Response of EIF2AK4 (GCN2) to amino acid deficiency	6	0.0588	6.05E-8	5.53E-6
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	SRP-dependent cotranslational protein targeting to membrane	6	0.0531	1.12E-7	9.63E-6
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	5	0.0833	1.4E-7	1.15E-5
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	218	Signaling by ROBO receptors	7	0.0321	2.91E-7	2.17E-5
REACTOME_RHO_GTPASE_EFFECTORS	324	RHO GTPase Effectors	8	0.0247	2.93E-7	2.17E-5
REACTOME_TRNA_AMINOACYLATION	42	tRNA Aminoacylation	4	0.0952	1.56E-6	1.1E-4
REACTOME_CELL_CYCLE_CHECKPOINTS	292	Cell Cycle Checkpoints	7	0.0240	2.05E-6	1.34E-4
REACTOME_INNATE_IMMUNE_SYSTEM	1114	Innate Immune System	12	0.0108	2.13E-6	1.34E-4
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX	13	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	3	0.2308	2.16E-6	1.34E-4
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA_	15	Activation of BAD and translocation to mitochondria	3	0.2000	3.43E-6	2.05E-4
REACTOME_SIGNALING_BY_RHO_GTPASES	454	Signaling by Rho GTPases	8	0.0176	3.63E-6	2.09E-4
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	18	Cell-extracellular matrix interactions	3	0.1667	6.12E-6	3.4E-4
REACTOME_CELL_CYCLE	693	Cell Cycle	9	0.0130	1.02E-5	5.47E-4
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	72	Translocation of SLC2A4 (GLUT4) to the plasma membrane	4	0.0556	1.37E-5	7.08E-4
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	24	Cytosolic tRNA aminoacylation	3	0.1250	1.5E-5	7.41E-4
REACTOME_DEVELOPMENTAL_BIOLOGY	1131	Developmental Biology	11	0.0097	1.53E-5	7.41E-4
REACTOME_PROTEIN_LOCALIZATION	164	Protein localization	5	0.0305	2.03E-5	9.54E-4
REACTOME_G2_M_CHECKPOINTS	168	G2/M Checkpoints	5	0.0298	2.28E-5	1.02E-3
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	82	Antiviral mechanism by IFN-stimulated genes	4	0.0488	2.29E-5	1.02E-3
REACTOME_TP53_REGULATES_METABOLIC_GENES	86	TP53 Regulates Metabolic Genes	4	0.0465	2.76E-5	1.19E-3
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	30	Activation of BH3-only proteins	3	0.1000	2.99E-5	1.26E-3
REACTOME_RHO_GTPASES_ACTIVATE_PKNS	94	RHO GTPases activate PKNs	4	0.0426	3.92E-5	1.6E-3
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	95	G2/M DNA damage checkpoint	4	0.0421	4.08E-5	1.63E-3
REACTOME_NEUTROPHIL_DEGRANULATION	479	Neutrophil degranulation	7	0.0146	5E-5	1.94E-3
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	101	Cellular response to heat stress	4	0.0396	5.19E-5	1.97E-3
REACTOME_INTERFERON_SIGNALING	203	Interferon Signaling	5	0.0246	5.61E-5	2.08E-3
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	39	Association of TriC/CCT with target proteins during biosynthesis	3	0.0769	6.65E-5	2.4E-3
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	1373	RNA Polymerase II Transcription	11	0.0080	8.82E-5	3.08E-3
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	362	Transcriptional Regulation by TP53	6	0.0166	8.93E-5	3.08E-3
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	126	MHC class II antigen presentation	4	0.0317	1.23E-4	4.14E-3
REACTOME_CELL_CELL_COMMUNICATION	130	Cell-Cell communication	4	0.0308	1.38E-4	4.57E-3
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	53	Intrinsic Pathway for Apoptosis	3	0.0566	1.67E-4	5.41E-3
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	10	Folding of actin by CCT/TriC	2	0.2000	1.75E-4	5.56E-3
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818	Adaptive Immune System	8	0.0098	2.31E-4	7.19E-3
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	12	Regulation of localization of FOXO transcription factors	2	0.1667	2.56E-4	7.81E-3
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	63	Peroxisomal protein import	3	0.0476	2.79E-4	8.34E-3
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	66	FOXO-mediated transcription	3	0.0455	3.2E-4	9.39E-3
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	15	Prolactin receptor signaling	2	0.1333	4.06E-4	1.17E-2
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	175	The citric acid (TCA) cycle and respiratory electron transport	4	0.0229	4.29E-4	1.21E-2
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	82	Regulation of HSF1-mediated heat shock response	3	0.0366	6.06E-4	1.68E-2
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	87	Regulation of PLK1 Activity at G2/M Transition	3	0.0345	7.2E-4	1.96E-2
REACTOME_CILIUM_ASSEMBLY	202	Cilium Assembly	4	0.0198	7.35E-4	1.97E-2
REACTOME_RHO_GTPASES_ACTIVATE_PAKS	21	RHO GTPases activate PAKs	2	0.0952	8.06E-4	2.12E-2
REACTOME_CELL_JUNCTION_ORGANIZATION	92	Cell junction organization	3	0.0326	8.47E-4	2.16E-2
REACTOME_EPH_EPHRIN_SIGNALING	92	EPH-Ephrin signaling	3	0.0326	8.47E-4	2.16E-2
REACTOME_CELL_CYCLE_MITOTIC	561	Cell Cycle, Mitotic	6	0.0107	9.18E-4	2.3E-2
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	23	BBSome-mediated cargo-targeting to cilium	2	0.0870	9.69E-4	2.39E-2
REACTOME_PROTEIN_FOLDING	102	Protein folding	3	0.0294	1.14E-3	2.74E-2
REACTOME_DEADENYLATION_OF_MRNA	25	Deadenylation of mRNA	2	0.0800	1.15E-3	2.74E-2
REACTOME_HIV_INFECTION	231	HIV Infection	4	0.0173	1.21E-3	2.84E-2
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	26	Formation of tubulin folding intermediates by CCT/TriC	2	0.0769	1.24E-3	2.88E-2
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	242	Processing of Capped Intron-Containing Pre-mRNA	4	0.0165	1.43E-3	3.27E-2
REACTOME_HSF1_ACTIVATION	31	HSF1 activation	2	0.0645	1.76E-3	3.97E-2
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	33	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	2	0.0606	2E-3	4.43E-2
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1432	Post-translational protein modification	9	0.0063	2.21E-3	4.83E-2
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	131	Host Interactions of HIV factors	3	0.0229	2.33E-3	5.04E-2
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134	Golgi-to-ER retrograde transport	3	0.0224	2.49E-3	5.26E-2
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	37	Interactions of Vpr with host cellular proteins	2	0.0541	2.51E-3	5.26E-2
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	296	Organelle biogenesis and maintenance	4	0.0135	2.97E-3	6.16E-2
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	145	Clathrin-mediated endocytosis	3	0.0207	3.11E-3	6.36E-2
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP_	42	Activation of gene expression by SREBF (SREBP)	2	0.0476	3.22E-3	6.41E-2
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	42	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	2	0.0476	3.22E-3	6.41E-2
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	305	Asparagine N-linked glycosylation	4	0.0131	3.31E-3	6.5E-2
REACTOME_AGGREPHAGY	44	Aggrephagy	2	0.0455	3.53E-3	6.85E-2
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	155	ER to Golgi Anterograde Transport	3	0.0194	3.75E-3	7.2E-2
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	46	SUMOylation of DNA replication proteins	2	0.0435	3.85E-3	7.29E-2
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	51	Cargo trafficking to the periciliary membrane	2	0.0392	4.71E-3	8.82E-2
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	55	Pyruvate metabolism and Citric Acid (TCA) cycle	2	0.0364	5.46E-3	9.98E-2
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF_	55	Regulation of cholesterol biosynthesis by SREBP (SREBF)	2	0.0364	5.46E-3	9.98E-2
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	56	Deadenylation-dependent mRNA decay	2	0.0357	5.65E-3	1.02E-1
REACTOME_PROGRAMMED_CELL_DEATH	180	Programmed Cell Death	3	0.0167	5.68E-3	1.02E-1
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_	57	HSP90 chaperone cycle for steroid hormone receptors (SHR)	2	0.0351	5.85E-3	1.03E-1
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	186	Transport to the Golgi and subsequent modification	3	0.0161	6.22E-3	1.08E-1
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	59	tRNA processing in the nucleus	2	0.0339	6.26E-3	1.08E-1
REACTOME_SUMOYLATION	187	SUMOylation	3	0.0160	6.31E-3	1.08E-1
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	60	rRNA modification in the nucleus and cytosol	2	0.0333	6.46E-3	1.09E-1
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	189	Metabolism of vitamins and cofactors	3	0.0159	6.5E-3	1.09E-1
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	386	Diseases of signal transduction by growth factor receptors and second messengers	4	0.0104	7.55E-3	1.23E-1
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	65	Mitochondrial protein import	2	0.0308	7.55E-3	1.23E-1
REACTOME_MITOTIC_G2_G2_M_PHASES	200	Mitotic G2-G2/M phases	3	0.0150	7.59E-3	1.23E-1
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	203	Intra-Golgi and retrograde Golgi-to-ER traffic	3	0.0148	7.91E-3	1.25E-1
REACTOME_MITOTIC_PROMETAPHASE	203	Mitotic Prometaphase	3	0.0148	7.91E-3	1.25E-1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884	Cytokine Signaling in Immune system	6	0.0068	8.56E-3	1.34E-1
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	71	Orc1 removal from chromatin	2	0.0282	8.95E-3	1.39E-1


