Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	412	Abnormality of the musculature of the limbs	12	0.0291	7.97E-11	3.58E-7
HP_CLINICAL_COURSE	1394	Clinical course	18	0.0129	6.62E-10	1.49E-6
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	167	Abnormality of the musculature of the upper limbs	8	0.0479	2.82E-9	4.22E-6
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	803	Functional abnormality of the gastrointestinal tract	13	0.0162	1.5E-8	1.68E-5
HP_HYPOREFLEXIA	337	Hyporeflexia	9	0.0267	4.44E-8	3.99E-5
HP_PTOSIS	595	Ptosis	11	0.0185	5.58E-8	4.18E-5
HP_ABNORMALITY_OF_THE_SHOULDER_GIRDLE_MUSCULATURE	110	Abnormality of the shoulder girdle musculature	6	0.0545	1.37E-7	8.78E-5
HP_ABNORMALITY_OF_THE_SCAPULA	118	Abnormality of the scapula	6	0.0508	2.07E-7	1.07E-4
HP_FUNCTIONAL_MOTOR_DEFICIT	406	Functional motor deficit	9	0.0222	2.15E-7	1.07E-4
HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	552	Abnormality of esophagus physiology	10	0.0181	2.82E-7	1.27E-4
HP_MUSCLE_WEAKNESS	873	Muscle weakness	12	0.0137	3.25E-7	1.33E-4
HP_ABNORMAL_REFLEX	1070	Abnormal reflex	13	0.0121	4.08E-7	1.53E-4
HP_SCAPULAR_WINGING	72	Scapular winging	5	0.0694	4.77E-7	1.65E-4
HP_CONSTITUTIONAL_SYMPTOM	918	Constitutional symptom	12	0.0131	5.53E-7	1.77E-4
HP_SHORT_STATURE	1152	Short stature	13	0.0113	9.31E-7	2.69E-4
HP_DISINHIBITION	153	Disinhibition	6	0.0392	9.58E-7	2.69E-4
HP_REDUCED_TENDON_REFLEXES	494	Reduced tendon reflexes	9	0.0182	1.1E-6	2.9E-4
HP_ONSET	1002	Onset	12	0.0120	1.38E-6	3.44E-4
HP_HYPERTONIA	870	Hypertonia	11	0.0126	2.35E-6	5.39E-4
HP_ABNORMALITY_OF_THE_INNER_EAR	872	Abnormality of the inner ear	11	0.0126	2.4E-6	5.39E-4
HP_INCOORDINATION	186	Incoordination	6	0.0323	2.98E-6	6.37E-4
HP_PEDIATRIC_ONSET	565	Pediatric onset	9	0.0159	3.29E-6	6.57E-4
HP_PROXIMAL_MUSCLE_WEAKNESS	190	Proximal muscle weakness	6	0.0316	3.36E-6	6.57E-4
HP_ABNORMAL_INVOLUNTARY_EYE_MOVEMENTS	908	Abnormal involuntary eye movements	11	0.0121	3.53E-6	6.61E-4
HP_GAIT_DISTURBANCE	926	Gait disturbance	11	0.0119	4.25E-6	7.65E-4
HP_PAIN	604	Pain	9	0.0149	5.63E-6	9.39E-4
HP_PACE_OF_PROGRESSION	453	Pace of progression	8	0.0177	5.64E-6	9.39E-4
HP_SKELETAL_MUSCLE_ATROPHY	463	Skeletal muscle atrophy	8	0.0173	6.61E-6	1.06E-3
HP_ABNORMAL_GLIAL_CELL_MORPHOLOGY	131	Abnormal glial cell morphology	5	0.0382	9.2E-6	1.38E-3
HP_TREMOR	485	Tremor	8	0.0165	9.26E-6	1.38E-3
HP_DYSPHAGIA	347	Dysphagia	7	0.0202	9.51E-6	1.38E-3
HP_ABNORMALITY_OF_EXTRAPYRAMIDAL_MOTOR_FUNCTION	230	Abnormality of extrapyramidal motor function	6	0.0261	1E-5	1.41E-3
HP_RESPIRATORY_INSUFFICIENCY	495	Respiratory insufficiency	8	0.0162	1.07E-5	1.43E-3
HP_DIFFICULTY_WALKING	233	Difficulty walking	6	0.0258	1.08E-5	1.43E-3
HP_ABNORMALITY_OF_THE_ORBITAL_REGION	1239	Abnormality of the orbital region	12	0.0097	1.19E-5	1.52E-3
HP_ABNORMALITY_OF_THE_FOREHEAD	843	Abnormality of the forehead	10	0.0119	1.21E-5	1.52E-3
HP_ABNORMAL_PLATELET_VOLUME	22	Abnormal platelet volume	3	0.1364	1.38E-5	1.67E-3
HP_ABNORMALITY_OF_THE_LENS	685	Abnormality of the lens	9	0.0131	1.53E-5	1.81E-3
HP_ABNORMAL_HOMEOSTASIS	1286	Abnormal homeostasis	12	0.0093	1.72E-5	1.98E-3
HP_UPPER_MOTOR_NEURON_DYSFUNCTION	1102	Upper motor neuron dysfunction	11	0.0100	2.16E-5	2.42E-3
HP_INVOLUNTARY_MOVEMENTS	905	Involuntary movements	10	0.0110	2.23E-5	2.44E-3
HP_PROMINENT_FOREHEAD	160	Prominent forehead	5	0.0312	2.42E-5	2.54E-3
HP_SPASTICITY	728	Spasticity	9	0.0124	2.47E-5	2.54E-3
HP_ABNORMALITY_OF_THE_LARYNX	161	Abnormality of the larynx	5	0.0311	2.49E-5	2.54E-3
HP_SPRENGEL_ANOMALY	27	Sprengel anomaly	3	0.1111	2.6E-5	2.59E-3
HP_ABNORMALITY_OF_COORDINATION	945	Abnormality of coordination	10	0.0106	3.21E-5	3.14E-3
HP_LOCALIZED_SKIN_LESION	760	Localized skin lesion	9	0.0118	3.45E-5	3.28E-3
HP_GLIOSIS	86	Gliosis	4	0.0465	3.51E-5	3.28E-3
HP_ABNORMALITY_OF_MUSCLE_SIZE	586	Abnormality of muscle size	8	0.0137	3.57E-5	3.28E-3
HP_ABNORMALITY_OF_THE_OUTER_EAR	964	Abnormality of the outer ear	10	0.0104	3.8E-5	3.42E-3
HP_ABNORMAL_CARTILAGE_MORPHOLOGY	32	Abnormal cartilage morphology	3	0.0938	4.37E-5	3.75E-3
HP_LIMITED_KNEE_FLEXION	5	Limited knee flexion	2	0.4000	4.43E-5	3.75E-3
HP_SPONDYLOLYSIS	5	Spondylolysis	2	0.4000	4.43E-5	3.75E-3
