Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	13	0.0193	2.12E-10	3.29E-7
REACTOME_RHO_GTPASE_EFFECTORS	324	RHO GTPase Effectors	9	0.0278	7.2E-9	5.59E-6
REACTOME_CELL_CYCLE	693	Cell Cycle	11	0.0159	4.44E-8	2.3E-5
REACTOME_CELL_CYCLE_MITOTIC	561	Cell Cycle, Mitotic	10	0.0178	6.58E-8	2.56E-5
REACTOME_SIGNALING_BY_RHO_GTPASES	454	Signaling by Rho GTPases	9	0.0198	1.29E-7	4E-5
REACTOME_M_PHASE	417	M Phase	8	0.0192	8.61E-7	2.23E-4
REACTOME_RRNA_PROCESSING	205	rRNA processing	6	0.0293	1.97E-6	4.36E-4
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	53	Nuclear Envelope Breakdown	4	0.0755	2.62E-6	5.1E-4
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	236	Mitotic Metaphase and Anaphase	6	0.0254	4.42E-6	7.64E-4
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	19	Initiation of Nuclear Envelope (NE) Reformation	3	0.1579	5.28E-6	8.2E-4
REACTOME_MITOTIC_PROPHASE	143	Mitotic Prophase	5	0.0350	6.23E-6	8.8E-4
REACTOME_RHO_GTPASES_ACTIVATE_PAKS	21	RHO GTPases activate PAKs	3	0.1429	7.23E-6	9.36E-4
REACTOME_GLYCOLYSIS	72	Glycolysis	4	0.0556	8.99E-6	1.07E-3
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	76	Nuclear Envelope (NE) Reassembly	4	0.0526	1.11E-5	1.24E-3
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	170	Factors involved in megakaryocyte development and platelet production	5	0.0294	1.44E-5	1.38E-3
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	8	0.0131	1.45E-5	1.38E-3
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	82	Antiviral mechanism by IFN-stimulated genes	4	0.0488	1.51E-5	1.38E-3
REACTOME_GLUCOSE_METABOLISM	92	Glucose metabolism	4	0.0435	2.38E-5	2.05E-3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884	Cytokine Signaling in Immune system	9	0.0102	2.92E-5	2.31E-3
REACTOME_HEMOSTASIS	678	Hemostasis	8	0.0118	2.98E-5	2.31E-3
REACTOME_INTERFERON_SIGNALING	203	Interferon Signaling	5	0.0246	3.37E-5	2.5E-3
REACTOME_PROTEIN_FOLDING	102	Protein folding	4	0.0392	3.56E-5	2.52E-3
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	37	Regulation of TP53 Expression and Degradation	3	0.0811	4.14E-5	2.79E-3
REACTOME_SMOOTH_MUSCLE_CONTRACTION	38	Smooth Muscle Contraction	3	0.0789	4.48E-5	2.9E-3
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	4	0.0345	5.89E-5	3.66E-3
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	126	MHC class II antigen presentation	4	0.0317	8.13E-5	4.68E-3
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	126	Resolution of Sister Chromatid Cohesion	4	0.0317	8.13E-5	4.68E-3
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	47	SUMOylation of RNA binding proteins	3	0.0638	8.52E-5	4.73E-3
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134	Golgi-to-ER retrograde transport	4	0.0299	1.03E-4	5.53E-3
REACTOME_EXTENSION_OF_TELOMERES	51	Extension of Telomeres	3	0.0588	1.09E-4	5.64E-3
