Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_MEMBRANE_TRAFFICKING	629	Membrane Trafficking	6	0.0095	1.35E-5	2.1E-2
REACTOME_VESICLE_MEDIATED_TRANSPORT	724	Vesicle-mediated transport	6	0.0083	2.98E-5	2.31E-2
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	90	RAB GEFs exchange GTP for GDP on RABs	3	0.0333	6.23E-5	3.23E-2
REACTOME_PROTEIN_METHYLATION	17	Protein methylation	2	0.1176	9.43E-5	3.66E-2
REACTOME_RAB_REGULATION_OF_TRAFFICKING	122	Rab regulation of trafficking	3	0.0246	1.54E-4	4.14E-2
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	22	Chaperone Mediated Autophagy	2	0.0909	1.6E-4	4.14E-2
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	24	Cytosolic tRNA aminoacylation	2	0.0833	1.91E-4	4.23E-2
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	145	Clathrin-mediated endocytosis	3	0.0207	2.56E-4	4.97E-2
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	35	Lysosome Vesicle Biogenesis	2	0.0571	4.09E-4	7.05E-2
REACTOME_TRNA_AMINOACYLATION	42	tRNA Aminoacylation	2	0.0476	5.89E-4	9.15E-2
REACTOME_NEUTROPHIL_DEGRANULATION	479	Neutrophil degranulation	4	0.0084	7.04E-4	9.94E-2
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	56	Golgi Associated Vesicle Biogenesis	2	0.0357	1.05E-3	1.35E-1
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	72	trans-Golgi Network Vesicle Budding	2	0.0278	1.72E-3	2.06E-1
REACTOME_TRANSLATION	295	Translation	3	0.0102	2E-3	2.22E-1
REACTOME_INNATE_IMMUNE_SYSTEM	1114	Innate Immune System	5	0.0045	2.34E-3	2.37E-1
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	4	0.0060	2.44E-3	2.37E-1
REACTOME_CELL_JUNCTION_ORGANIZATION	92	Cell junction organization	2	0.0217	2.79E-3	2.55E-1
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	101	Cellular response to heat stress	2	0.0198	3.35E-3	2.89E-1
REACTOME_L1CAM_INTERACTIONS	121	L1CAM interactions	2	0.0165	4.76E-3	3.9E-1
REACTOME_CELL_CELL_COMMUNICATION	130	Cell-Cell communication	2	0.0154	5.47E-3	4.25E-1
REACTOME_SIGNALING_BY_NTRKS	134	Signaling by NTRKs	2	0.0149	5.81E-3	4.3E-1
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1432	Post-translational protein modification	5	0.0035	6.8E-3	4.8E-1
REACTOME_AUTOPHAGY	151	Autophagy	2	0.0132	7.31E-3	4.94E-1
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	504	Signaling by Receptor Tyrosine Kinases	3	0.0060	8.86E-3	5.74E-1
REACTOME_ION_CHANNEL_TRANSPORT	184	Ion channel transport	2	0.0109	1.07E-2	6.64E-1
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	3	0.0052	1.29E-2	7.73E-1
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	3	0.0049	1.5E-2	8.63E-1


