Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	5	0.0082	3.53E-7	5.48E-4
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	Response of EIF2AK4 (GCN2) to amino acid deficiency	3	0.0294	2.6E-6	2.02E-3
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	3	0.0191	9.51E-6	4.93E-3
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	37	Interactions of Vpr with host cellular proteins	2	0.0541	4.54E-5	1.76E-2
REACTOME_INFECTIOUS_DISEASE	866	Infectious disease	4	0.0046	6.33E-5	1.97E-2
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	82	Antiviral mechanism by IFN-stimulated genes	2	0.0244	2.25E-4	5.82E-2
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	Eukaryotic Translation Elongation	2	0.0213	2.95E-4	6.56E-2
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	SRP-dependent cotranslational protein targeting to membrane	2	0.0177	4.26E-4	6.79E-2
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	2	0.0172	4.49E-4	6.79E-2
REACTOME_SELENOAMINO_ACID_METABOLISM	118	Selenoamino acid metabolism	2	0.0169	4.65E-4	6.79E-2
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	2	0.0167	4.81E-4	6.79E-2
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	131	Host Interactions of HIV factors	2	0.0153	5.72E-4	7.26E-2
REACTOME_DISEASE	1580	Disease	4	0.0025	6.36E-4	7.26E-2
REACTOME_MITOTIC_PROPHASE	143	Mitotic Prophase	2	0.0140	6.81E-4	7.26E-2
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	3	0.0045	7.01E-4	7.26E-2
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	Regulation of expression of SLITs and ROBOs	2	0.0116	9.82E-4	9.54E-2
REACTOME_INTERFERON_SIGNALING	203	Interferon Signaling	2	0.0099	1.36E-3	1.14E-1
REACTOME_MITOTIC_PROMETAPHASE	203	Mitotic Prometaphase	2	0.0099	1.36E-3	1.14E-1
REACTOME_RRNA_PROCESSING	205	rRNA processing	2	0.0098	1.39E-3	1.14E-1
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	218	Signaling by ROBO receptors	2	0.0092	1.57E-3	1.22E-1
REACTOME_HIV_INFECTION	231	HIV Infection	2	0.0087	1.76E-3	1.3E-1
REACTOME_TRANSLATION	295	Translation	2	0.0068	2.84E-3	2.01E-1
REACTOME_RHO_GTPASE_EFFECTORS	324	RHO GTPase Effectors	2	0.0062	3.42E-3	2.31E-1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	Metabolism of amino acids and derivatives	2	0.0053	4.52E-3	2.93E-1
REACTOME_M_PHASE	417	M Phase	2	0.0048	5.58E-3	3.47E-1
REACTOME_SIGNALING_BY_RHO_GTPASES	454	Signaling by Rho GTPases	2	0.0044	6.58E-3	3.94E-1
REACTOME_CELL_CYCLE_MITOTIC	561	Cell Cycle, Mitotic	2	0.0036	9.9E-3	5.7E-1
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	2	0.0034	1.05E-2	5.85E-1
REACTOME_CELL_CYCLE	693	Cell Cycle	2	0.0029	1.48E-2	7.94E-1


