Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_TRANSLATION	295	Translation	9	0.0305	1.89E-9	2.94E-6
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	24	Cytosolic tRNA aminoacylation	4	0.1667	7.85E-8	6.1E-5
REACTOME_TRNA_AMINOACYLATION	42	tRNA Aminoacylation	4	0.0952	8.08E-7	4.19E-4
REACTOME_MEMBRANE_TRAFFICKING	629	Membrane Trafficking	9	0.0143	1.18E-6	4.59E-4
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	9	0.0134	2.03E-6	6.31E-4
REACTOME_VESICLE_MEDIATED_TRANSPORT	724	Vesicle-mediated transport	9	0.0124	3.72E-6	9.63E-4
REACTOME_SELENOAMINO_ACID_METABOLISM	118	Selenoamino acid metabolism	4	0.0339	5.03E-5	1.12E-2
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134	Golgi-to-ER retrograde transport	4	0.0299	8.25E-5	1.6E-2
REACTOME_GLYCOLYSIS	72	Glycolysis	3	0.0417	2.56E-4	4.43E-2
REACTOME_PROTEIN_METHYLATION	17	Protein methylation	2	0.1176	3.8E-4	5.53E-2
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	203	Intra-Golgi and retrograde Golgi-to-ER traffic	4	0.0197	4.04E-4	5.53E-2
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	6	0.0103	4.59E-4	5.53E-2
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	90	RAB GEFs exchange GTP for GDP on RABs	3	0.0333	4.94E-4	5.53E-2
REACTOME_GLUCOSE_METABOLISM	92	Glucose metabolism	3	0.0326	5.27E-4	5.53E-2
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	Eukaryotic Translation Elongation	3	0.0319	5.61E-4	5.53E-2
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	6	0.0098	6.13E-4	5.53E-2
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	22	Chaperone Mediated Autophagy	2	0.0909	6.41E-4	5.53E-2
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	100	COPI-dependent Golgi-to-ER retrograde traffic	3	0.0300	6.72E-4	5.53E-2
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1432	Post-translational protein modification	9	0.0063	6.86E-4	5.53E-2
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	102	COPI-mediated anterograde transport	3	0.0294	7.12E-4	5.53E-2
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	3	0.0259	1.03E-3	7.64E-2
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	3	0.0250	1.14E-3	7.73E-2
REACTOME_L1CAM_INTERACTIONS	121	L1CAM interactions	3	0.0248	1.17E-3	7.73E-2
REACTOME_RAB_REGULATION_OF_TRAFFICKING	122	Rab regulation of trafficking	3	0.0246	1.19E-3	7.73E-2
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	126	MHC class II antigen presentation	3	0.0238	1.31E-3	8.15E-2
REACTOME_GLUCONEOGENESIS	34	Gluconeogenesis	2	0.0588	1.54E-3	8.99E-2
REACTOME_SIGNALING_BY_NTRKS	134	Signaling by NTRKs	3	0.0224	1.56E-3	8.99E-2
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	35	Lysosome Vesicle Biogenesis	2	0.0571	1.63E-3	8.99E-2
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	504	Signaling by Receptor Tyrosine Kinases	5	0.0099	1.68E-3	8.99E-2
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	305	Asparagine N-linked glycosylation	4	0.0131	1.83E-3	9.47E-2
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	145	Clathrin-mediated endocytosis	3	0.0207	1.96E-3	9.82E-2
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	155	ER to Golgi Anterograde Transport	3	0.0194	2.37E-3	1.15E-1
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	3	0.0191	2.45E-3	1.16E-1
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818	Adaptive Immune System	6	0.0073	2.66E-3	1.21E-1
REACTOME_INNATE_IMMUNE_SYSTEM	1114	Innate Immune System	7	0.0063	2.8E-3	1.24E-1
REACTOME_RECYCLING_PATHWAY_OF_L1	49	Recycling pathway of L1	2	0.0408	3.17E-3	1.37E-1
REACTOME_INFECTIOUS_DISEASE	866	Infectious disease	6	0.0069	3.52E-3	1.48E-1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	Metabolism of amino acids and derivatives	4	0.0107	3.8E-3	1.55E-1
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	186	Transport to the Golgi and subsequent modification	3	0.0161	3.95E-3	1.56E-1
REACTOME_MRNA_SPLICING	188	mRNA Splicing	3	0.0160	4.07E-3	1.56E-1
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	56	Golgi Associated Vesicle Biogenesis	2	0.0357	4.12E-3	1.56E-1
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_	57	HSP90 chaperone cycle for steroid hormone receptors (SHR)	2	0.0351	4.26E-3	1.58E-1
REACTOME_RRNA_PROCESSING	205	rRNA processing	3	0.0146	5.18E-3	1.84E-1
REACTOME_DISEASE	1580	Disease	8	0.0051	5.2E-3	1.84E-1
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	72	trans-Golgi Network Vesicle Budding	2	0.0278	6.72E-3	2.32E-1
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	73	Signaling by TGF-beta Receptor Complex	2	0.0274	6.9E-3	2.33E-1
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	242	Processing of Capped Intron-Containing Pre-mRNA	3	0.0124	8.17E-3	2.7E-1
REACTOME_NEUTROPHIL_DEGRANULATION	479	Neutrophil degranulation	4	0.0084	8.99E-3	2.91E-1
REACTOME_PLATELET_HOMEOSTASIS	86	Platelet homeostasis	2	0.0233	9.46E-3	3E-1
REACTOME_CELL_JUNCTION_ORGANIZATION	92	Cell junction organization	2	0.0217	1.08E-2	3.35E-1
REACTOME_DEVELOPMENTAL_BIOLOGY	1131	Developmental Biology	6	0.0053	1.24E-2	3.77E-1
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	101	Cellular response to heat stress	2	0.0198	1.29E-2	3.77E-1
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	Response of EIF2AK4 (GCN2) to amino acid deficiency	2	0.0196	1.31E-2	3.77E-1
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	102	Signaling by TGFB family members	2	0.0196	1.31E-2	3.77E-1
REACTOME_METABOLISM_OF_CARBOHYDRATES	293	Metabolism of carbohydrates	3	0.0102	1.37E-2	3.86E-1
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	SRP-dependent cotranslational protein targeting to membrane	2	0.0177	1.59E-2	4.41E-1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884	Cytokine Signaling in Immune system	5	0.0057	1.72E-2	4.69E-1
REACTOME_SIGNALING_BY_WNT	331	Signaling by WNT	3	0.0091	1.89E-2	5.05E-1
