Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_DN	199	Genes down-regulated in skin with IL1R1 [GeneID=3554] knockout: uninfected versus S. aureus infection.	3	0.0151	1.93E-5	1.59E-2
GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_DN	200	Genes down-regulated in naïve B lymphocytes versus those from cord blood.	3	0.0150	1.96E-5	1.59E-2
GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	200	Genes up-regulated in CD4 [GeneID=920] T cells with STAT3 [GeneID=6774] knockout: IL6 [GeneID=3569] versus TGF beta and IL6 [GeneID=3569].	3	0.0150	1.96E-5	1.59E-2
GSE23321_CENTRAL_VS_EFFECTOR_MEMORY_CD8_TCELL_DN	200	Genes down-regulated in CD8 T cells: central memory versus effector memory.	3	0.0150	1.96E-5	1.59E-2
GSE6875_WT_VS_FOXP3_KO_TREG_UP	200	Genes up-regulated in T reg: wildtype versus FOXP3 [GeneID=50943] knockout.	3	0.0150	1.96E-5	1.59E-2
GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_3H_DN	200	Genes down-regulated in monocytes (3h): untreated versus M. tuberculosis 19 kDa lipopeptide.	3	0.0150	1.96E-5	1.59E-2
GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	142	Genes down-regulated in CD4 T conv over-expressing: FOXP3 [GeneID=50943] versus IKZF2 and FOXP3 [GeneID=22807;50943].	2	0.0141	6.72E-4	7.41E-2
GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_UP	156	Genes up-regulated in comparison of peripheral blood mononuclear cells (PBMC) from patients with acute E. coli infection versus PBMC from patients with acute S. aureus infection.	2	0.0128	8.09E-4	7.41E-2
GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	174	Genes up-regulated in memory CD8 T cells: 1' versus 4'.	2	0.0115	1E-3	7.41E-2
GSE7509_UNSTIM_VS_FCGRIIB_STIM_DC_DN	174	Genes down-regulated in dendritic cells: untreated versus anti-FcgRIIB.	2	0.0115	1E-3	7.41E-2
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_GRAN_MONO_PROGENITOR_DN	176	Genes down-regulated in hematopoietic stem cells versus granulocyte-monocyte progenitors.	2	0.0114	1.03E-3	7.41E-2
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP	180	Genes up-regulated in polarizing CD4 [GeneID=920] Th17 cells treated by digoxin [PubChem=2724385]: wildtype versus RORC [GeneID=6097] knockout.	2	0.0111	1.07E-3	7.41E-2
GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_UP	186	Genes up-regulated in comparison of unstimulated peripheral blood mononuclear cells (PBMC) versus PBMC 7 days after stimulation with YF17D vaccine.	2	0.0108	1.15E-3	7.41E-2
GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP	193	Genes up-regulated in CD4 [GeneID=920] SMARTA cells: naïve versus during acute infection of LCMV.	2	0.0104	1.23E-3	7.41E-2
GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_DN	194	Genes down-regulated in comparison of Ig isotype switched memory B cells versus plasma cells.	2	0.0103	1.25E-3	7.41E-2
GSE29618_BCELL_VS_MONOCYTE_UP	194	Genes up-regulated in comparison of B cells versus monocytes.	2	0.0103	1.25E-3	7.41E-2
GSE34205_HEALTHY_VS_RSV_INF_INFANT_PBMC_UP	194	Genes up-regulated in comparison of peripheral blood mononuclear cells (PBMC) from healthy donors versus PBMCs from infanct with acute RSV infection.	2	0.0103	1.25E-3	7.41E-2
GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	195	Genes up-regulated in comparison of IgD+ peripheral blood B cells versus IgD- naive tonsil B cells.	2	0.0103	1.26E-3	7.41E-2
GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	196	Genes down-regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti-IL12 at 2 h versus those at 72 h.	2	0.0102	1.27E-3	7.41E-2
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP	196	Genes up-regulated in CD4 [GeneID=920] T cells activated by anti-CD3 and anti-CD28: TGFB1 and IL4 [GeneID=7040;3565] (2h) versus IL-12 (2h).	2	0.0102	1.27E-3	7.41E-2
GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	197	Genes down-regulated in untreated double positive thymocytes: ELK1 [GeneID=2002] knockout versus ELK1 and ELK4 [GeneID=2002;2005] knockout.	2	0.0102	1.28E-3	7.41E-2
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	198	Genes up-regulated in comparison of IgD- peripheral blood B cells versus dark zone germinal center B cells.	2	0.0101	1.3E-3	7.41E-2
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP	198	Genes up-regulated in IKZF1 [GeneID=10320] knockout: lymphoid-primed multipotent progenitors versus granulo-monocyte progenitors.	2	0.0101	1.3E-3	7.41E-2
GSE22601_DOUBLE_NEGATIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN	198	Genes down-regulated in thymocytes: double negative versus CD8 single positive.	2	0.0101	1.3E-3	7.41E-2
