Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE22886_NEUTROPHIL_VS_MONOCYTE_DN	199	Genes down-regulated in comparison of neutrophils versusl monocytes.	15	0.0754	1.07E-15	2.82E-12
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	200	Genes down-regulated in polymorphonuclear leukocytes (9h): control versus infection by A. phagocytophilum.	15	0.0750	1.16E-15	2.82E-12
GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	200	Genes up-regulated in polymorphonuclear leukocytes (24h): control versus infection by A. phagocytophilum.	13	0.0650	6.24E-13	1.01E-9
GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP	199	Genes up-regulated in comparison of naive CD4 [GeneID=920] CD8 T cells versus unstimulated neutrophils.	12	0.0603	1.2E-11	1.04E-8
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	200	Genes down-regulated in comparison of CD8 T cells at 0 h versus those at 48 h after stimulation with IL12.	12	0.0600	1.28E-11	1.04E-8
GSE22432_MULTIPOTENT_PROGENITOR_VS_CDC_DN	200	Genes down-regulated in amplified multipotent progenitors versus common dendritic cells.	12	0.0600	1.28E-11	1.04E-8
GSE36009_WT_VS_NLRP10_KO_DC_LPS_STIM_UP	199	Genes up-regulated in dendritic cells in response to LPS: wildtype versus NLRP10 [GeneID=338322] knockout.	11	0.0553	2.25E-10	1.05E-7
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	200	Genes up-regulated in comparison of CD4 [GeneID=920] thymocytes versus naive CD4 [GeneID=920] T cells from cord blood.	11	0.0550	2.38E-10	1.05E-7
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_DN	200	Genes down-regulated in control macrophages: untreated versus primed by IFNG [GeneID=3458].	11	0.0550	2.38E-10	1.05E-7
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	200	Genes up-regulated in amplified multipotent progenitors versus cultured untreated common dendritic cell progenitors.	11	0.0550	2.38E-10	1.05E-7
GSE37301_MULTIPOTENT_PROGENITOR_VS_RAG2_KO_NK_CELL_DN	200	Genes down-regulated in multipotent progenitors versus RAG2 [GeneID=5897] knockout NK cells.	11	0.0550	2.38E-10	1.05E-7
GSE22432_CONVENTIONAL_CDC_VS_PLASMACYTOID_PDC_UP	199	Genes up-regulated in dendritic cells: common versus plasmacytoid.	10	0.0503	3.83E-9	9.32E-7
GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP	199	Genes up-regulated in CD8 T cells: naïve versus memory at day 30 after acute infection with LCMV-Armstrong.	10	0.0503	3.83E-9	9.32E-7
GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_DN	200	Genes down-regulated in comparison of lung tissue from wild type mice subjected to ozone for 0 h versus that from TLR4 [GeneID=7099] deficient mice subjected to ozone for 48 h.	10	0.0500	4.02E-9	9.32E-7
GSE22886_NEUTROPHIL_VS_DC_DN	200	Genes down-regulated in comparison of neutrophils versus dendritic cells (DC).	10	0.0500	4.02E-9	9.32E-7
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN	200	Genes down-regulated in comparison of unstimulated NK cells versus those stimulated with IL2 [GeneID=3600] at 16 h.	10	0.0500	4.02E-9	9.32E-7
GSE24726_WT_VS_E2_22_KO_PDC_DAY4_POST_DELETION_DN	200	Genes down-regulated in plasmacytoid dendritic cells (4 days after knockout): wildtype versus TCF4 [GeneID=6925] knockout.	10	0.0500	4.02E-9	9.32E-7
GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_UP	200	Genes up-regulated in macrophages with knockout of HDAC3 [GeneID=8841]: untreated versus LPS.	10	0.0500	4.02E-9	9.32E-7
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10NEG_CD62LPOS_BONE_MARROW_UP	200	Genes up-regulated in the bone marrow CD34+ [GeneID=947] cells: CD38- [GeneID=952] versus MME- SELL+ [GeneID=4311;6402].	10	0.0500	4.02E-9	9.32E-7
