Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
KEGG_RIBOSOME	88	Ribosome	6	0.0682	2.49E-8	4.63E-6
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	41	Aminoacyl-tRNA biosynthesis	4	0.0976	1.41E-6	1.31E-4
KEGG_CELL_CYCLE	125	Cell cycle	5	0.0400	5.43E-6	3.37E-4
KEGG_CITRATE_CYCLE_TCA_CYCLE	31	Citrate cycle (TCA cycle)	3	0.0968	3.31E-5	1.54E-3
KEGG_PYRUVATE_METABOLISM	40	Pyruvate metabolism	3	0.0750	7.18E-5	2.49E-3
KEGG_OOCYTE_MEIOSIS	113	Oocyte meiosis	4	0.0354	8.04E-5	2.49E-3
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	126	Neurotrophin signaling pathway	4	0.0317	1.23E-4	3.26E-3
KEGG_ARGININE_AND_PROLINE_METABOLISM	54	Arginine and proline metabolism	3	0.0556	1.77E-4	4.11E-3
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	11	Valine, leucine and isoleucine biosynthesis	2	0.1818	2.14E-4	4.42E-3
KEGG_HUNTINGTONS_DISEASE	182	Huntington's disease	4	0.0220	4.97E-4	8.85E-3
KEGG_PEROXISOME	78	Peroxisome	3	0.0385	5.23E-4	8.85E-3
KEGG_FOCAL_ADHESION	199	Focal adhesion	4	0.0201	6.95E-4	1.08E-2
KEGG_PROPANOATE_METABOLISM	33	Propanoate metabolism	2	0.0606	2E-3	2.65E-2
KEGG_BUTANOATE_METABOLISM	34	Butanoate metabolism	2	0.0588	2.12E-3	2.65E-2
KEGG_SPLICEOSOME	127	Spliceosome	3	0.0236	2.14E-3	2.65E-2
KEGG_TRYPTOPHAN_METABOLISM	40	Tryptophan metabolism	2	0.0500	2.92E-3	3.4E-2
KEGG_FATTY_ACID_METABOLISM	42	Fatty acid metabolism	2	0.0476	3.22E-3	3.52E-2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	44	Valine, leucine and isoleucine degradation	2	0.0455	3.53E-3	3.64E-2
KEGG_GLUTATHIONE_METABOLISM	50	Glutathione metabolism	2	0.0400	4.53E-3	4.44E-2
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	56	Pathogenic Escherichia coli infection	2	0.0357	5.65E-3	5.11E-2
KEGG_ENDOCYTOSIS	181	Endocytosis	3	0.0166	5.77E-3	5.11E-2
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	62	Glycolysis / Gluconeogenesis	2	0.0323	6.89E-3	5.82E-2
KEGG_VIRAL_MYOCARDITIS	70	Viral myocarditis	2	0.0286	8.71E-3	6.98E-2
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	213	Regulation of actin cytoskeleton	3	0.0141	9.01E-3	6.98E-2
KEGG_TGF_BETA_SIGNALING_PATHWAY	86	TGF-beta signaling pathway	2	0.0233	1.29E-2	9.6E-2
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	88	Antigen processing and presentation	2	0.0227	1.35E-2	9.65E-2
KEGG_MAPK_SIGNALING_PATHWAY	267	MAPK signaling pathway	3	0.0112	1.65E-2	1.14E-1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	116	Leukocyte transendothelial migration	2	0.0172	2.27E-2	1.51E-1
KEGG_PARKINSONS_DISEASE	130	Parkinson's disease	2	0.0154	2.8E-2	1.79E-1
KEGG_TIGHT_JUNCTION	132	Tight junction	2	0.0152	2.88E-2	1.79E-1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	135	Ubiquitin mediated proteolysis	2	0.0148	3E-2	1.8E-1


