Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_HYPOPLASIA_OF_THE_PONS	37	Hypoplasia of the pons	4	0.1081	2.35E-7	9.06E-4
HP_CLINICAL_COURSE	1394	Clinical course	12	0.0086	4.98E-7	9.06E-4
HP_GENERALIZED_HYPOTONIA	929	Generalized hypotonia	10	0.0108	6.89E-7	9.06E-4
HP_ABNORMALITY_OF_THE_PONS	50	Abnormality of the pons	4	0.0800	8.07E-7	9.06E-4
HP_ABNORMALITY_OF_SKULL_SIZE	1266	Abnormality of skull size	11	0.0087	1.46E-6	1.31E-3
HP_FEEDING_DIFFICULTIES	801	Feeding difficulties	9	0.0112	1.86E-6	1.39E-3
HP_UPPER_MOTOR_NEURON_DYSFUNCTION	1102	Upper motor neuron dysfunction	10	0.0091	3.17E-6	2.04E-3
HP_HYPERTONIA	870	Hypertonia	9	0.0103	3.64E-6	2.05E-3
HP_ABNORMAL_INVOLUNTARY_EYE_MOVEMENTS	908	Abnormal involuntary eye movements	9	0.0099	5.14E-6	2.57E-3
HP_DELAYED_SPEECH_AND_LANGUAGE_DEVELOPMENT	696	Delayed speech and language development	8	0.0115	6.21E-6	2.79E-3
HP_ABNORMALITY_OF_BRAINSTEM_MORPHOLOGY	187	Abnormality of brainstem morphology	5	0.0267	7.21E-6	2.95E-3
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	1226	Aplasia/Hypoplasia of the cerebrum	10	0.0082	8.1E-6	2.98E-3
HP_SPASTICITY	728	Spasticity	8	0.0110	8.61E-6	2.98E-3
HP_ABNORMALITY_OF_HINDBRAIN_MORPHOLOGY	748	Abnormality of hindbrain morphology	8	0.0107	1.05E-5	3.23E-3
HP_CEREBRAL_WHITE_MATTER_ATROPHY	30	Cerebral white matter atrophy	3	0.1000	1.08E-5	3.23E-3
HP_CEREBELLAR_HYPOPLASIA	206	Cerebellar hypoplasia	5	0.0243	1.15E-5	3.24E-3
HP_DECREASED_HEAD_CIRCUMFERENCE	1025	Decreased head circumference	9	0.0088	1.35E-5	3.58E-3
HP_ABNORMAL_REFLEX	1070	Abnormal reflex	9	0.0084	1.9E-5	4.74E-3
HP_BRAIN_ATROPHY	613	Brain atrophy	7	0.0114	2.58E-5	6.11E-3
HP_SUBEPENDYMAL_CYSTS	6	Subependymal cysts	2	0.3333	2.97E-5	6.68E-3
HP_GLOBAL_BRAIN_ATROPHY	49	Global brain atrophy	3	0.0612	4.8E-5	1.03E-2
HP_ABNORMAL_CORPUS_CALLOSUM_MORPHOLOGY	686	Abnormal corpus callosum morphology	7	0.0102	5.26E-5	1.06E-2
HP_ABNORMALITY_OF_COORDINATION	945	Abnormality of coordination	8	0.0085	5.52E-5	1.06E-2
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBELLUM	289	Aplasia/Hypoplasia of the cerebellum	5	0.0173	5.81E-5	1.06E-2
HP_ATROPHY_DEGENERATION_AFFECTING_THE_CENTRAL_NERVOUS_SYSTEM	701	Atrophy/Degeneration affecting the central nervous system	7	0.0100	6.02E-5	1.06E-2
HP_ABNORMALITY_OF_THE_CEREBRAL_VENTRICLES	703	Abnormality of the cerebral ventricles	7	0.0100	6.13E-5	1.06E-2
HP_ABNORMALITY_OF_CONNECTIVE_TISSUE	1252	Abnormality of connective tissue	9	0.0072	6.44E-5	1.07E-2
HP_ONSET	1002	Onset	8	0.0080	8.3E-5	1.33E-2
HP_NEUROLOGICAL_SPEECH_IMPAIRMENT	1022	Neurological speech impairment	8	0.0078	9.52E-5	1.47E-2
