Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_CELL_SUBSTRATE_JUNCTION	423	A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]	10	0.0236	3.57E-10	3.57E-7
GO_ANCHORING_JUNCTION	831	A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]	11	0.0132	1.82E-8	9.11E-6
GO_ACTIN_CYTOSKELETON	503	The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes. [GOC:jl, ISBN:0395825172, ISBN:0815316194]	9	0.0179	3.24E-8	1.08E-5
GO_CORTICAL_ACTIN_CYTOSKELETON	80	The portion of the actin cytoskeleton, comprising filamentous actin and associated proteins, that lies just beneath the plasma membrane. [GOC:mah]	5	0.0625	9.85E-8	2.27E-5
GO_SUPRAMOLECULAR_POLYMER	996	A polymeric supramolecular structure. [GOC:dos]	11	0.0110	1.14E-7	2.27E-5
GO_CORTICAL_CYTOSKELETON	106	The portion of the cytoskeleton that lies just beneath the plasma membrane. [GOC:mah]	5	0.0472	4.04E-7	6.74E-5
GO_WHOLE_MEMBRANE	1721	Any lipid bilayer that completely encloses some structure, and all the proteins embedded in it or attached to it.  Examples include the plasma membrane and most organelle membranes. [GOC:dos]	13	0.0076	5.43E-7	7.76E-5
GO_SUPRAMOLECULAR_COMPLEX	1311	A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber. [GOC:dos]	11	0.0084	1.7E-6	2.13E-4
GO_CELL_CORTEX	305	The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins. [GOC:mah, ISBN:0815316194]	6	0.0197	4.37E-6	4.86E-4
GO_CONTRACTILE_FIBER	238	Fibers, composed of actin, myosin, and associated proteins, found in cells of smooth or striated muscle. [GOC:go_curators, ISBN:0815316194]	5	0.0210	2.11E-5	2.12E-3
GO_TRANSPORT_VESICLE	410	Any of the vesicles of the constitutive secretory pathway, which carry cargo from the endoplasmic reticulum to the Golgi, between Golgi cisternae, from the Golgi to the ER (retrograde transport) or to destinations within or outside the cell. [GOC:mah, PMID:22160157]	6	0.0146	2.33E-5	2.12E-3
GO_GOLGI_APPARATUS	1598	A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways. [ISBN:0198506732]	10	0.0063	6.6E-5	5.24E-3
GO_VESICLE_COAT	56	A membrane coat found on a coated vesicle. [GOC:mah]	3	0.0536	6.8E-5	5.24E-3
GO_RIBONUCLEOPROTEIN_COMPLEX	738	A macromolecular complex containing both protein and RNA molecules. [GOC:vesicles]	7	0.0095	7.4E-5	5.29E-3
GO_POLYMERIC_CYTOSKELETAL_FIBER	756	A component of the cytoskeleton consisting of a homo or heteropolymeric fiber constructed from an indeterminate number of protein subunits. [GOC:dos]	7	0.0093	8.6E-5	5.74E-3
GO_NUCLEOLUS	1382	A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome. [ISBN:0198506732]	9	0.0065	1.18E-4	7.4E-3
GO_COPI_VESICLE_COAT	13	One of two multimeric complexes that forms a membrane vesicle coat. The mammalian COPI subunits are called alpha-, beta-, beta'-, gamma-, delta-, epsilon- and zeta-COP. Vesicles with COPI coats are found associated with Golgi membranes at steady state. [GOC:mah, PMID:11252894]	2	0.1538	1.48E-4	8.72E-3
GO_COPI_COATED_VESICLE_MEMBRANE	18	The lipid bilayer surrounding a COPI-coated vesicle. [GOC:mah]	2	0.1111	2.89E-4	1.61E-2
GO_MEMBRANE_COAT	94	Any of several different proteinaceous coats that can associate with membranes. Membrane coats include those formed by clathrin plus an adaptor complex, the COPI and COPII complexes, and possibly others. They are found associated with membranes on many vesicles as well as other membrane features such as pits and perhaps tubules. [GOC:mah]	3	0.0319	3.17E-4	1.67E-2
GO_BRUSH_BORDER	106	The dense covering of microvilli on the apical surface of a epithelial cells in tissues such as the intestine, kidney, and choroid plexus; the microvilli aid absorption by increasing the surface area of the cell. [GOC:sl, ISBN:0815316194]	3	0.0283	4.5E-4	2.25E-2
GO_SECRETORY_VESICLE	1018	A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space. [GOC:dos]	7	0.0069	5.25E-4	2.41E-2
GO_GOLGI_ASSOCIATED_VESICLE_MEMBRANE	112	The lipid bilayer surrounding a vesicle associated with the Golgi apparatus. [GOC:mah]	3	0.0268	5.29E-4	2.41E-2
GO_SYNAPSE	1357	The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane. [GOC:aruk, ISBN:0198506732, PMID:24619342, PMID:29383328, PMID:31998110]	8	0.0059	5.68E-4	2.47E-2
GO_NEURON_PROJECTION	1366	A prolongation or process extending from a nerve cell, e.g. an axon or dendrite. [GOC:jl, http://www.cogsci.princeton.edu/~wn/]	8	0.0059	5.93E-4	2.47E-2
