Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
RB_P107_DN.V1_DN	126	Genes down-regulated in primary keratinocytes from RB1 and RBL1 [Gene ID=5925, 5933] skin specific knockout mice.	4	0.0317	1.55E-4	2.93E-2
SNF5_DN.V1_UP	173	Genes up-regulated in MEF cells (embryonic fibroblasts) with knockout of SNF5 [Gene ID=6598] gene.	4	0.0231	5.17E-4	3.86E-2
GCNP_SHH_UP_LATE.V1_UP	181	Genes up-regulated in granule cell neuron precursors (GCNPs) after stimulation with Shh for 24h.	4	0.0221	6.13E-4	3.86E-2
EIF4E_DN	100	Genes down-regulated in HMEC cells (primary mammary epithelium) upon over-expression of EIF4E [Gene ID=1977] gene.	3	0.0300	1.28E-3	6.07E-2
RB_P130_DN.V1_DN	134	Genes down-regulated in primary keratinocytes from RB1 and RBL2 [Gene ID=5925, 5934] skin specific knockout mice.	3	0.0224	2.96E-3	1.12E-1
GCNP_SHH_UP_EARLY.V1_UP	171	Genes up-regulated in granule cell neuron precursors (GCNPs) after stimulation with Shh for 3h.	3	0.0175	5.84E-3	1.84E-1
PRC2_EED_UP.V1_DN	193	Genes down-regulated in TIG3 cells (fibroblasts) upon knockdown of EED [Gene ID=8726] gene.	3	0.0155	8.13E-3	1.92E-1
VEGF_A_UP.V1_DN	193	Genes down-regulated in HUVEC cells (endothelium) by treatment with VEGFA [Gene ID=7422].	3	0.0155	8.13E-3	1.92E-1
SIRNA_EIF4GI_UP	95	Genes up-regulated in MCF10A cells vs knockdown of EIF4G1 [Gene ID=1981] gene by RNAi.	2	0.0211	1.75E-2	3.64E-1
EIF4E_UP	100	Genes up-regulated in HMEC cells (primary mammary epithelium) upon over-expression of EIF4E [Gene ID=1977] gene.	2	0.0200	1.92E-2	3.64E-1
RB_DN.V1_DN	123	Genes down-regulated in primary keratinocytes from RB1 [Gene ID=5925] skin specific knockout mice.	2	0.0163	2.83E-2	4.65E-1
CSR_EARLY_UP.V1_DN	126	Genes down-regulated in early serum response of CRL 2091 cells (foreskin fibroblasts).	2	0.0159	2.96E-2	4.65E-1
CSR_EARLY_UP.V1_UP	153	Genes up-regulated in early serum response of CRL 2091 cells (foreskin fibroblasts).	2	0.0131	4.21E-2	5.07E-1
MTOR_UP.V1_UP	169	Genes up-regulated by everolimus [PubChem = 6442177] in prostate tissue.	2	0.0118	5.03E-2	5.07E-1
ATF2_UP.V1_DN	185	Genes down-regulated in myometrial cells over-expressing ATF2 [Gene ID=1386] gene.	2	0.0108	5.9E-2	5.07E-1
E2F1_UP.V1_DN	185	Genes down-regulated in mouse fibroblasts over-expressing E2F1 [Gene ID=1869] gene.	2	0.0108	5.9E-2	5.07E-1
RPS14_DN.V1_DN	186	Genes down-regulated in CD34+ hematopoietic progenitor cells after knockdown of RPS14 [Gene ID=6208] by RNAi.	2	0.0108	5.95E-2	5.07E-1
CYCLIN_D1_UP.V1_DN	190	Genes down-regulated in MCF-7 cells (breast cancer) over-expressing CCND1 [Gene ID=595] gene.	2	0.0105	6.18E-2	5.07E-1
KRAS.DF.V1_UP	191	Genes up-regulated in epithelial lung cancer cell lines over-expressing an oncogenic form of KRAS [Gene ID=3845] gene.	2	0.0105	6.24E-2	5.07E-1
KRAS.DF.V1_DN	193	Genes down-regulated in epithelial lung cancer cell lines over-expressing an oncogenic form of KRAS [Gene ID=3845] gene.	2	0.0104	6.35E-2	5.07E-1
LEF1_UP.V1_UP	194	Genes up-regulated in DLD1 cells (colon carcinoma) over-expressing LEF1 [Gene ID=51176].	2	0.0103	6.41E-2	5.07E-1
P53_DN.V1_UP	194	Genes up-regulated in NCI-60 panel of cell lines with mutated TP53 [Gene ID=7157].	2	0.0103	6.41E-2	5.07E-1
MTOR_UP.N4.V1_UP	196	Genes up-regulated in CEM-C1 cells (T-CLL) in comparison of control vs rapamycin (sirolimus) [PubChem=6610346], an mTOR pathway inhibitor.	2	0.0102	6.53E-2	5.07E-1
ERBB2_UP.V1_DN	197	Genes down-regulated in MCF-7 cells (breast cancer) positive for ESR1 [Gene ID=2099] and engineered to express ligand-activatable ERBB2 [Gene ID=2064].	2	0.0102	6.58E-2	5.07E-1
CAMP_UP.V1_DN	199	Genes down-regulated in primary thyrocyte cultures in response to cAMP signaling pathway activation by thyrotropin (TSH).	2	0.0101	6.7E-2	5.07E-1
NFE2L2.V2	469	Genes down-regulated in MEF cells (embryonic fibroblasts) after knockout of NFE2L2 [Gene ID=4780] gene.	3	0.0064	7.81E-2	5.68E-1


