Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	41	Aminoacyl-tRNA biosynthesis	3	0.0732	2.65E-5	4.94E-3
KEGG_FOCAL_ADHESION	199	Focal adhesion	3	0.0151	2.76E-3	2.13E-1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	62	Glycolysis / Gluconeogenesis	2	0.0323	3.44E-3	2.13E-1
KEGG_PEROXISOME	78	Peroxisome	2	0.0256	5.38E-3	2.49E-1
KEGG_RIBOSOME	88	Ribosome	2	0.0227	6.8E-3	2.49E-1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	96	Fc gamma R-mediated phagocytosis	2	0.0208	8.04E-3	2.49E-1
KEGG_LYSOSOME	121	Lysosome	2	0.0165	1.25E-2	3.33E-1
KEGG_TIGHT_JUNCTION	132	Tight junction	2	0.0152	1.48E-2	3.43E-1
KEGG_HUNTINGTONS_DISEASE	182	Huntington's disease	2	0.0110	2.69E-2	5.56E-1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	213	Regulation of actin cytoskeleton	2	0.0094	3.59E-2	6.68E-1
KEGG_MAPK_SIGNALING_PATHWAY	267	MAPK signaling pathway	2	0.0075	5.38E-2	9.1E-1


