Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_DN	199	Genes down-regulated in comparison of peripheral blood mononuclear cells (PBMC) from TIV influenza vaccinee pre-vaccination versus those at day 3 post-vaccination.	5	0.0251	7.11E-7	1.18E-3
GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	199	Genes down-regulated in peripheral blood mononuclear cells (PBMC) from patients with type 1 diabetes at the time of diagnosis versus those with type 2 diabetes at the time of diagnosis.	5	0.0251	7.11E-7	1.18E-3
GSE360_CTRL_VS_L_MAJOR_MAC_UP	200	Genes up-regulated in comparison of macrophages versus macrophages exposed to L. major.	5	0.0250	7.29E-7	1.18E-3
GSE38696_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP	184	Genes up-regulated in B lymphocytes: light zone versus dark zone.	4	0.0217	1.79E-5	1.1E-2
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN	197	Genes down-regulated in comparison of naive T cells versus peripheral blood mononuclear cells (PBMC).	4	0.0203	2.34E-5	1.1E-2
GSE15330_WT_VS_IKAROS_KO_HSC_DN	199	Genes down-regulated in hematopoietic stem cells: wildtype versus IKZF1 [GeneID=10320] knockout.	4	0.0201	2.44E-5	1.1E-2
GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_DN	199	Genes down-regulated in double positive thymocytes: wildtype versus TCF12 [GeneID=6938] knockout.	4	0.0201	2.44E-5	1.1E-2
GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_DN	199	Genes down-regulated in comparison of macrophages exposed to L. major versus macrophages exposed to 50 worms/well B. malayi.	4	0.0201	2.44E-5	1.1E-2
GSE10273_HIGH_VS_LOW_IL7_TREATED_IRF4_8_NULL_PRE_BCELL_UP	200	Genes up-regulated in IRF4 and IRF8 [GeneID=3662;3394] null pre-B cells treated with IL7 [GeneID=3574]: 5 ng/ml versus 0.25ng/ml.	4	0.0200	2.48E-5	1.1E-2
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN	200	Genes down-regulated in comparison of CD8 T cells at 0 h versus those at 72 h.	4	0.0200	2.48E-5	1.1E-2
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN	200	Genes down-regulated in comparison of CD8 T cells at 0 h versus those at 72 h after stimulation with antigen-B7-1.	4	0.0200	2.48E-5	1.1E-2
GSE6674_UNSTIM_VS_CPG_STIM_BCELL_DN	164	Genes down-regulated in B lymphocytes: control versus CpG oligodeoxynucleotide 1826.	3	0.0183	3.67E-4	3.84E-2
