Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_SHORT_STATURE	1152	Short stature	9	0.0078	1.99E-6	8.94E-3
HP_ABNORMALITY_OF_THE_CURVATURE_OF_THE_VERTEBRAL_COLUMN	981	Abnormality of the curvature of the vertebral column	8	0.0082	5.85E-6	1.32E-2
HP_DEEPLY_SET_EYE	164	Deeply set eye	4	0.0244	2.43E-5	3.65E-2
HP_ABNORMAL_5TH_FINGER_MORPHOLOGY	370	Abnormal 5th finger morphology	5	0.0135	3.73E-5	4.09E-2
HP_DEVIATION_OF_THE_HAND_OR_OF_FINGERS_OF_THE_HAND	386	Deviation of the hand or of fingers of the hand	5	0.0130	4.55E-5	4.09E-2
HP_CLINODACTYLY	432	Clinodactyly	5	0.0116	7.75E-5	5.8E-2
HP_ABNORMAL_EYEBROW_MORPHOLOGY	470	Abnormal eyebrow morphology	5	0.0106	1.15E-4	6.21E-2
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	803	Functional abnormality of the gastrointestinal tract	6	0.0075	1.57E-4	6.21E-2
HP_SELF_INJURIOUS_BEHAVIOR	108	Self-injurious behavior	3	0.0278	1.88E-4	6.21E-2
HP_GASTROESOPHAGEAL_REFLUX	285	Gastroesophageal reflux	4	0.0140	2.06E-4	6.21E-2
HP_ABNORMALITY_OF_THE_NASAL_BRIDGE	848	Abnormality of the nasal bridge	6	0.0071	2.11E-4	6.21E-2
HP_ABNORMAL_NASAL_MORPHOLOGY	851	Abnormal nasal morphology	6	0.0071	2.15E-4	6.21E-2
HP_ABNORMAL_LIP_MORPHOLOGY	853	Abnormal lip morphology	6	0.0070	2.18E-4	6.21E-2
HP_ABNORMAL_RENAL_MORPHOLOGY	861	Abnormal renal morphology	6	0.0070	2.29E-4	6.21E-2
HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING	548	Impairment in personality functioning	5	0.0091	2.34E-4	6.21E-2
HP_CONSTIPATION	295	Constipation	4	0.0136	2.35E-4	6.21E-2
HP_FINGER_CLINODACTYLY	299	Finger clinodactyly	4	0.0134	2.48E-4	6.21E-2
HP_ORAL_CLEFT	555	Oral cleft	5	0.0090	2.49E-4	6.21E-2
HP_ABNORMALITY_OF_IMMUNE_SYSTEM_PHYSIOLOGY	1275	Abnormality of immune system physiology	7	0.0055	2.83E-4	6.4E-2
HP_ABNORMAL_FACIAL_SHAPE	901	Abnormal facial shape	6	0.0067	2.92E-4	6.4E-2
HP_INVOLUNTARY_MOVEMENTS	905	Involuntary movements	6	0.0066	2.99E-4	6.4E-2
HP_GAIT_DISTURBANCE	926	Gait disturbance	6	0.0065	3.38E-4	6.9E-2
HP_MYOPIA	331	Myopia	4	0.0121	3.64E-4	7.1E-2
