Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_UP	200	Genes up-regulated in thymic T conv: CD24 high [GeneID=100133941] versus CD24 int [GeneID=100133941].	5	0.0250	2.64E-7	1.28E-3
GSE12366_GC_VS_NAIVE_BCELL_UP	198	Genes up-regulated in comparison of germinal center B cells versus naive B cells.	4	0.0202	1.08E-5	3.22E-3
GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_DN	198	Genes down-regulated in CD4 [GeneID=920] T cells: tretinoin [PubChem=444795] versus Ro 41-5253 [PubChem=5312120].	4	0.0202	1.08E-5	3.22E-3
GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP	198	Genes up-regulated in spleen CD8- dendritic cells versus bone marrow monocytes.	4	0.0202	1.08E-5	3.22E-3
GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP	199	Genes up-regulated in CD11b+ from spleen of healthy C57BL6 versus CD11b+ cells from tumors of C57BL6 mice bearing EL4 lymphoma.	4	0.0201	1.1E-5	3.22E-3
GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN	199	Genes down-regulated in CD8 T cells: control versus over-expressing ID3 [GeneID=3399].	4	0.0201	1.1E-5	3.22E-3
GSE23568_ID3_KO_VS_WT_CD8_TCELL_UP	199	Genes up-regulated in CD8 T cells: ID3 [GeneID=3399] knockout versus wildtype.	4	0.0201	1.1E-5	3.22E-3
GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_UP	199	Genes up-regulated in comparison of effector CD8 T cells versus memory CD8 T cells.	4	0.0201	1.1E-5	3.22E-3
GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN	200	Genes down-regulated in comparison of naïve CD8 T cells versus effector CD8 T cells.	4	0.0200	1.12E-5	3.22E-3
GSE17721_0.5H_VS_24H_PAM3CSK4_BMDC_UP	200	Genes up-regulated in comparison of dendritic cells (DC) stimulated with Pam3Csk4 (TLR1/2 agonist) at 0.5 h versus those stimulated at 24 h.	4	0.0200	1.12E-5	3.22E-3
GSE22601_DOUBLE_NEGATIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	200	Genes up-regulated in thymocytes: double negative versus CD4 [GeneID=920] single positive.	4	0.0200	1.12E-5	3.22E-3
GSE25123_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DN	200	Genes down-regulated in wildtype bone marrow-derived macrophages: control versus IL4 [GeneID=3565] and rosiglitazone [PubChem=77999].	4	0.0200	1.12E-5	3.22E-3
GSE3039_CD4_TCELL_VS_NKT_CELL_DN	200	Genes down-regulated in CD4 [GeneID=920] T cells versus NKT cells.	4	0.0200	1.12E-5	3.22E-3
GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP	200	Genes up-regulated in lesional skin biopsies after S. aureus infection: wildtype versus IL1R1 [GeneID=3554].	4	0.0200	1.12E-5	3.22E-3
GSE40274_FOXP3_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	200	Genes up-regulated in CD4 T conv over-expressing: FOXP3 [GeneID=50943] versus LEF1 and FOXP3 [GeneID=51176;50943].	4	0.0200	1.12E-5	3.22E-3
GSE43955_1H_VS_60H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP	200	Genes up-regulated in CD4 [GeneID=920] T helper cells Th17 treated with TGFB1 and IL6 [GeneID=7040;3569]: 1h versus 60h.	4	0.0200	1.12E-5	3.22E-3
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN	200	Genes down-regulated in naïve CD8 T cells compared to effector CD8 T cells at the peak expansion phase (day 8 after LCMV-Armstrong infection).	4	0.0200	1.12E-5	3.22E-3
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TREG_CD4_TCELL_DN	154	Genes down-regulated in T reg of aged mice: visceral adipose tissue versus lymph node.	3	0.0195	1.7E-4	1.75E-2
GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_DN	156	Genes down-regulated in spleen from mice injected with LPS: DUSP1 [GeneID=1843] knockout versus wildtype.	3	0.0192	1.77E-4	1.75E-2
GSE40274_CTRL_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	166	Genes up-regulated in CD4 T conv: control versus over-expression of SATB1 and FOXP3 [GeneID=6304;50943].	3	0.0181	2.12E-4	1.75E-2
GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	176	Genes up-regulated in CD4 T conv: control versus over-expression of IKZF4 [GeneID=64375].	3	0.0170	2.52E-4	1.75E-2
GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN	178	Genes down-regulated in T reg: induced versus failed induced.	3	0.0169	2.6E-4	1.75E-2
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN	178	Genes down-regulated in IKZF1 [GeneID=10320] knockout: lymphoid-primed multipotent progenitors versus megakaryo-erythrocyte progenitors.	3	0.0169	2.6E-4	1.75E-2
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	178	Genes up-regulated in megakaryo-erythrocyte progenitors versus granulo-monocyte progenitors.	3	0.0169	2.6E-4	1.75E-2
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN	181	Genes down-regulated in hematopoietic stem cells versus lymphoid primed multipotent progenitors.	3	0.0166	2.73E-4	1.75E-2
GSE12366_GC_BCELL_VS_PLASMA_CELL_UP	196	Genes up-regulated in comparison of germinal center B cells versus plasma cells.	3	0.0153	3.45E-4	1.75E-2
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN	197	Genes down-regulated in comparison of naive T cells versus effector memory T cells.	3	0.0152	3.5E-4	1.75E-2
GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_DN	197	Genes down-regulated in comparison of plasma cells versus memory B cells.	3	0.0152	3.5E-4	1.75E-2
