Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_UPPER_MOTOR_NEURON_DYSFUNCTION	1102	Upper motor neuron dysfunction	13	0.0118	3.08E-8	1.38E-4
HP_FEEDING_DIFFICULTIES	801	Feeding difficulties	11	0.0137	8.83E-8	1.98E-4
HP_ABNORMAL_REFLEX	1070	Abnormal reflex	12	0.0112	1.92E-7	2.07E-4
HP_HYPERTONIA	870	Hypertonia	11	0.0126	2.02E-7	2.07E-4
HP_DELAYED_SPEECH_AND_LANGUAGE_DEVELOPMENT	696	Delayed speech and language development	10	0.0144	2.38E-7	2.07E-4
HP_SPASTICITY	728	Spasticity	10	0.0137	3.6E-7	2.07E-4
HP_GENERALIZED_HYPOTONIA	929	Generalized hypotonia	11	0.0118	3.86E-7	2.07E-4
HP_HYPOPLASIA_OF_THE_PONS	37	Hypoplasia of the pons	4	0.1081	4.52E-7	2.07E-4
HP_CLINICAL_COURSE	1394	Clinical course	13	0.0093	4.57E-7	2.07E-4
HP_ABNORMALITY_OF_HINDBRAIN_MORPHOLOGY	748	Abnormality of hindbrain morphology	10	0.0134	4.6E-7	2.07E-4
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	1226	Aplasia/Hypoplasia of the cerebrum	12	0.0098	8.1E-7	3.31E-4
HP_ABNORMAL_MYELINATION	456	Abnormal myelination	8	0.0175	9.59E-7	3.59E-4
HP_ABNORMALITY_OF_SKULL_SIZE	1266	Abnormality of skull size	12	0.0095	1.13E-6	3.91E-4
HP_ABNORMALITY_OF_THE_PONS	50	Abnormality of the pons	4	0.0800	1.55E-6	4.98E-4
HP_ABNORMALITY_OF_THE_CEREBRAL_VENTRICLES	703	Abnormality of the cerebral ventricles	9	0.0128	2.58E-6	7.36E-4
HP_ABNORMAL_INVOLUNTARY_EYE_MOVEMENTS	908	Abnormal involuntary eye movements	10	0.0110	2.62E-6	7.36E-4
HP_DELAYED_MYELINATION	154	Delayed myelination	5	0.0325	6.26E-6	1.65E-3
HP_NEUROLOGICAL_SPEECH_IMPAIRMENT	1022	Neurological speech impairment	10	0.0098	7.41E-6	1.8E-3
HP_DECREASED_HEAD_CIRCUMFERENCE	1025	Decreased head circumference	10	0.0098	7.6E-6	1.8E-3
HP_CEREBELLAR_ATROPHY	306	Cerebellar atrophy	6	0.0196	1.27E-5	2.77E-3
HP_ABNORMALITY_OF_THE_CEREBROSPINAL_FLUID	465	Abnormality of the cerebrospinal fluid	7	0.0151	1.29E-5	2.77E-3
HP_ABNORMALITY_OF_THE_CEREBRAL_SUBCORTEX	879	Abnormality of the cerebral subcortex	9	0.0102	1.55E-5	3.13E-3
HP_ABNORMALITY_OF_BRAINSTEM_MORPHOLOGY	187	Abnormality of brainstem morphology	5	0.0267	1.6E-5	3.13E-3
HP_CEREBRAL_WHITE_MATTER_ATROPHY	30	Cerebral white matter atrophy	3	0.1000	1.76E-5	3.29E-3
HP_ABNORMAL_CORPUS_CALLOSUM_MORPHOLOGY	686	Abnormal corpus callosum morphology	8	0.0117	1.9E-5	3.36E-3
HP_INVOLUNTARY_MOVEMENTS	905	Involuntary movements	9	0.0099	1.95E-5	3.36E-3
HP_CEREBELLAR_HYPOPLASIA	206	Cerebellar hypoplasia	5	0.0243	2.55E-5	4.24E-3
HP_ABNORMALITY_OF_COORDINATION	945	Abnormality of coordination	9	0.0095	2.73E-5	4.38E-3
HP_ABNORMAL_PATTERN_OF_RESPIRATION	358	Abnormal pattern of respiration	6	0.0168	3.08E-5	4.77E-3
HP_ABNORMAL_CNS_MYELINATION	217	Abnormal CNS myelination	5	0.0230	3.27E-5	4.9E-3
HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING	548	Impairment in personality functioning	7	0.0128	3.68E-5	5.34E-3
HP_ABNORMAL_DELIVERY	113	Abnormal delivery	4	0.0354	4.01E-5	5.6E-3
HP_SUBEPENDYMAL_CYSTS	6	Subependymal cysts	2	0.3333	4.11E-5	5.6E-3
HP_ONSET	1002	Onset	9	0.0090	4.3E-5	5.68E-3
HP_HYPOPLASIA_OF_THE_CORPUS_CALLOSUM	385	Hypoplasia of the corpus callosum	6	0.0156	4.61E-5	5.91E-3
HP_DYSTONIA	401	Dystonia	6	0.0150	5.77E-5	7.2E-3
HP_FEEDING_DIFFICULTIES_IN_INFANCY	405	Feeding difficulties in infancy	6	0.0148	6.09E-5	7.4E-3
HP_SEVERE_GLOBAL_DEVELOPMENTAL_DELAY	130	Severe global developmental delay	4	0.0308	6.92E-5	8.15E-3
HP_ABNORMALITY_OF_THE_OPTIC_DISC	608	Abnormality of the optic disc	7	0.0115	7.08E-5	8.15E-3
HP_BRAIN_ATROPHY	613	Brain atrophy	7	0.0114	7.45E-5	8.37E-3
HP_GLOBAL_BRAIN_ATROPHY	49	Global brain atrophy	3	0.0612	7.79E-5	8.54E-3
HP_EPICANTHUS	426	Epicanthus	6	0.0141	8.05E-5	8.61E-3
HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS	1111	Abnormality of the abdominal organs	9	0.0081	9.47E-5	9.9E-3
HP_HYPERREFLEXIA	650	Hyperreflexia	7	0.0108	1.07E-4	1.09E-2
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBELLUM	289	Aplasia/Hypoplasia of the cerebellum	5	0.0173	1.26E-4	1.26E-2
HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY	1159	Functional respiratory abnormality	9	0.0078	1.3E-4	1.27E-2
HP_MUSCULAR_HYPOTONIA_OF_THE_TRUNK	155	Muscular hypotonia of the trunk	4	0.0258	1.37E-4	1.31E-2
HP_ABNORMALITY_OF_UPPER_LIP	683	Abnormality of upper lip	7	0.0102	1.45E-4	1.36E-2
HP_INCREASED_TOTAL_BILIRUBIN	11	Increased total bilirubin	2	0.1818	1.5E-4	1.38E-2
HP_GAIT_DISTURBANCE	926	Gait disturbance	8	0.0086	1.54E-4	1.39E-2
HP_HEADACHE	308	Headache	5	0.0162	1.7E-4	1.47E-2
HP_ATROPHY_DEGENERATION_AFFECTING_THE_CENTRAL_NERVOUS_SYSTEM	701	Atrophy/Degeneration affecting the central nervous system	7	0.0100	1.7E-4	1.47E-2
HP_ABNORMALITY_OF_THE_OPTIC_NERVE	715	Abnormality of the optic nerve	7	0.0098	1.92E-4	1.63E-2
HP_ABNORMALITY_OF_THE_PHILTRUM	503	Abnormality of the philtrum	6	0.0119	1.98E-4	1.65E-2
HP_POLYMICROGYRIA	172	Polymicrogyria	4	0.0233	2.03E-4	1.66E-2
HP_ABNORMALITY_OF_THE_ORBITAL_REGION	1239	Abnormality of the orbital region	9	0.0073	2.14E-4	1.72E-2
HP_HYPERBILIRUBINEMIA	70	Hyperbilirubinemia	3	0.0429	2.26E-4	1.77E-2
HP_ABNORMALITY_OF_CONNECTIVE_TISSUE	1252	Abnormality of connective tissue	9	0.0072	2.31E-4	1.77E-2
HP_LOWER_LIMB_SPASTICITY	178	Lower limb spasticity	4	0.0225	2.32E-4	1.77E-2
HP_ABNORMAL_PYRAMIDAL_SIGN	336	Abnormal pyramidal sign	5	0.0149	2.54E-4	1.88E-2
HP_SPONTANEOUS_ABORTION	73	Spontaneous abortion	3	0.0411	2.56E-4	1.88E-2
HP_ABNORMAL_CIRCULATING_METABOLITE_CONCENTRATION	1009	Abnormal circulating metabolite concentration	8	0.0079	2.76E-4	2E-2
HP_ABNORMALITY_OF_PRENATAL_DEVELOPMENT_OR_BIRTH	765	Abnormality of prenatal development or birth	7	0.0092	2.9E-4	2.07E-2
HP_ABNORMAL_EYELID_MORPHOLOGY	1024	Abnormal eyelid morphology	8	0.0078	3.04E-4	2.14E-2
HP_VENTRICULOMEGALY	552	Ventriculomegaly	6	0.0109	3.26E-4	2.25E-2
HP_ABNORMALITY_OF_THE_THORAX	785	Abnormality of the thorax	7	0.0089	3.38E-4	2.3E-2
HP_HIGH_PALATE	559	High palate	6	0.0107	3.48E-4	2.34E-2
HP_CORPUS_CALLOSUM_ATROPHY	17	Corpus callosum atrophy	2	0.1176	3.69E-4	2.43E-2
HP_PLAGIOCEPHALY	83	Plagiocephaly	3	0.0361	3.73E-4	2.43E-2
HP_INCREASED_HEAD_CIRCUMFERENCE	368	Increased head circumference	5	0.0136	3.85E-4	2.45E-2
