Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_CELLULAR_MACROMOLECULE_LOCALIZATION	1989	Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GOC:mah]	11	0.0055	9.97E-8	7.55E-4
GO_ACTIN_FILAMENT_BASED_PROCESS	804	Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins. [GOC:mah]	7	0.0087	1.74E-6	6.58E-3
GO_CYTOSKELETON_ORGANIZATION	1396	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:dph, GOC:jl, GOC:mah]	8	0.0057	6.28E-6	1.58E-2
GO_MAINTENANCE_OF_DNA_METHYLATION	7	Any process involved in maintaining the methylation state of a nucleotide sequence. [PMID:11898023]	2	0.2857	1.14E-5	1.7E-2
GO_SUPRAMOLECULAR_FIBER_ORGANIZATION	717	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure. [GOC:pr]	6	0.0084	1.32E-5	1.7E-2
GO_VIRAL_GENE_EXPRESSION	195	A process by which a viral gene is converted into a mature gene product or products (proteins or RNA). This includes viral transcription, processing to produce a mature RNA product, and viral translation. [GOC:bf, GOC:jl, ISBN:0121585336]	4	0.0205	1.35E-5	1.7E-2
GO_ACTIN_FILAMENT_ORGANIZATION	433	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking. [GOC:mah]	5	0.0115	1.64E-5	1.78E-2
GO_COVALENT_CHROMATIN_MODIFICATION	481	The alteration of DNA or protein in chromatin by the covalent addition or removal of chemical groups. [GOC:mah, GOC:vw]	5	0.0104	2.72E-5	2.25E-2
GO_NCRNA_METABOLIC_PROCESS	493	The chemical reactions and pathways involving non-coding RNA transcripts (ncRNAs). [GOC:mah]	5	0.0101	3.05E-5	2.25E-2
GO_REGULATION_OF_CELL_MORPHOGENESIS	499	Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized. [GOC:isa_complete]	5	0.0100	3.23E-5	2.25E-2
GO_INTRACELLULAR_TRANSPORT	1758	The directed movement of substances within a cell. [GOC:ai]	8	0.0046	3.33E-5	2.25E-2
GO_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	12	Any process that modifies the structure of a postsynaptic actin cytoskeleton. [GOC:dos]	2	0.1667	3.56E-5	2.25E-2
GO_SNORNA_3_END_PROCESSING	13	Any process involved in forming the mature 3' end of a snoRNA molecule. [GOC:mah]	2	0.1538	4.2E-5	2.33E-2
GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	1823	Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding. [GO:jl]	8	0.0044	4.31E-5	2.33E-2
GO_CELL_CYCLE	1881	The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division. [GOC:go_curators, GOC:mtg_cell_cycle]	8	0.0043	5.38E-5	2.71E-2
GO_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	100	The chemical reactions and pathways resulting in the formation of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. [ISBN:0198506732]	3	0.0300	5.83E-5	2.76E-2
GO_SNORNA_METABOLIC_PROCESS	17	The chemical reactions and pathways involving snoRNA, small nucleolar RNA, any of a class of small RNAs that are associated with the eukaryotic nucleus as components of small nucleolar ribonucleoproteins. They participate in the processing or modifications of many RNAs, mostly ribosomal RNAs (rRNAs) though snoRNAs are also known to target other classes of RNA, including spliceosomal RNAs, tRNAs, and mRNAs via a stretch of sequence that is complementary to a sequence in the targeted RNA. [GOC:krc]	2	0.1176	7.32E-5	2.93E-2
