Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_RNA_BINDING	1975	Interacting selectively and non-covalently with an RNA molecule or a portion thereof. [GOC:jl, GOC:mah]	37	0.0187	3.35E-27	5.68E-24
GO_RIBONUCLEOTIDE_BINDING	1899	Interacting selectively and non-covalently with a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety. [GOC:mah]	24	0.0126	1.78E-13	1.51E-10
GO_ADENYL_NUCLEOTIDE_BINDING	1546	Interacting selectively and non-covalently with adenyl nucleotides, any compound consisting of adenosine esterified with (ortho)phosphate. [ISBN:0198506732]	21	0.0136	2.06E-12	1.17E-9
GO_CADHERIN_BINDING	332	Interacting selectively and non-covalently with cadherin, a type I membrane protein involved in cell adhesion. [GOC:bf]	11	0.0331	6.74E-11	2.86E-8
GO_IDENTICAL_PROTEIN_BINDING	1926	Interacting selectively and non-covalently with an identical protein or proteins. [GOC:jl]	21	0.0109	1.23E-10	4.17E-8
GO_CELL_ADHESION_MOLECULE_BINDING	544	Interacting selectively and non-covalently with a cell adhesion molecule. [GOC:ai]	12	0.0221	9.06E-10	2.56E-7
GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	714	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	13	0.0182	1.73E-9	4.19E-7
GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	857	Catalysis of the hydrolysis of any acid anhydride. [GOC:jl]	12	0.0140	1.35E-7	2.86E-5
GO_ATPASE_ACTIVITY	423	Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction. [EC:3.6.1.3, GOC:jl]	9	0.0213	1.79E-7	3.37E-5
GO_LIGASE_ACTIVITY	165	Catalysis of the joining of two molecules, or two groups within a single molecule, using the energy from the hydrolysis of ATP, a similar triphosphate, or a pH gradient. [EC:6, GOC:mah]	6	0.0364	1.04E-6	1.76E-4
GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	41	Catalysis of the joining of two molecules via a carbon-oxygen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate. [EC:6.1, GOC:mah]	4	0.0976	1.41E-6	2.17E-4
GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	186	The action of a molecule that contributes to the structural integrity of the ribosome. [GOC:mah]	6	0.0323	2.08E-6	2.95E-4
GO_CYTOSKELETAL_PROTEIN_BINDING	979	Interacting selectively and non-covalently with any protein component of any cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton). [GOC:mah]	11	0.0112	3.94E-6	5.15E-4
GO_PROTEIN_CONTAINING_COMPLEX_BINDING	1258	Interacting selectively and non-covalently with a macromolecular complex. [GOC:jl]	12	0.0095	7.32E-6	8.87E-4
GO_STRUCTURAL_MOLECULE_ACTIVITY	709	The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell. [GOC:mah, GOC:vw]	9	0.0127	1.22E-5	1.38E-3
GO_MODIFICATION_DEPENDENT_PROTEIN_BINDING	153	Interacting selectively and non-covalently with a protein upon post-translation modification of the target protein. [PMID:26060076]	5	0.0327	1.45E-5	1.54E-3
GO_ACTIN_BINDING	437	Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments. [GOC:clt]	7	0.0160	2.8E-5	2.79E-3
GO_AMINOACYLASE_ACTIVITY	5	Catalysis of the reaction: an N-acyl-L-amino acid + H2O = a carboxylate + an L-amino acid. [EC:3.5.1.14]	2	0.4000	3.92E-5	3.57E-3
GO_PROTEIN_C_TERMINUS_BINDING	189	Interacting selectively and non-covalently with a protein C-terminus, the end of any peptide chain at which the 1-carboxyl function of a constituent amino acid is not attached in peptide linkage to another amino-acid residue. [ISBN:0198506732]	5	0.0265	4E-5	3.57E-3
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	35	Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces NAD or NADP. [GOC:jl]	3	0.0857	4.79E-5	4.06E-3
GO_SINGLE_STRANDED_DNA_BINDING	114	Interacting selectively and non-covalently with single-stranded DNA. [GOC:elh, GOC:vw, PMID:22976174]	4	0.0351	8.32E-5	6.72E-3
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	43	Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]	3	0.0698	8.93E-5	6.89E-3
GO_SIGNALING_RECEPTOR_BINDING	1654	Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:bf, GOC:ceb, ISBN:0198506732]	12	0.0073	1.05E-4	7.58E-3
GO_K48_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	8	Interacting selectively and non-covalently with a protein upon poly-ubiquitination formed by linkages between lysine residues at position 48 in the target protein. [GOC:al, PMID:20739285]	2	0.2500	1.09E-4	7.58E-3
GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	123	Catalytic activity that acts to modify a tRNA. [GOC:molecular_function_refactoring, GOC:pdt]	4	0.0325	1.12E-4	7.58E-3
GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	385	Catalytic activity that acts to modify RNA. [GOC:molecular_function_refactoring, GOC:pdt]	6	0.0156	1.25E-4	8.15E-3
GO_OXIDOREDUCTASE_ACTIVITY	751	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced. [GOC:go_curators]	8	0.0107	1.3E-4	8.15E-3
GO_ION_CHANNEL_BINDING	132	Interacting selectively and non-covalently with one or more specific sites on an ion channel, a protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient. [GOC:BHF, GOC:jl]	4	0.0303	1.47E-4	8.71E-3
GO_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	51	Interacting selectively and non-covalently with a protein upon poly-ubiquitination of the target protein. [GOC:pg]	3	0.0588	1.49E-4	8.71E-3
GO_TRANSLATION_REGULATOR_ACTIVITY	139	Any molecular function involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome. [GOC:ai]	4	0.0288	1.79E-4	1.01E-2
GO_PRE_MRNA_INTRONIC_BINDING	12	Interacting selectively and non-covalently with an intronic sequence of a pre-messenger RNA (pre-mRNA). [GOC:ans, PMID:16260624]	2	0.1667	2.56E-4	1.4E-2
