Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_RNA_BINDING	1975	Interacting selectively and non-covalently with an RNA molecule or a portion thereof. [GOC:jl, GOC:mah]	16	0.0081	1.17E-7	1.99E-4
GO_ENZYME_REGULATOR_ACTIVITY	1059	Binds to and modulates the activity of an enzyme. [GOC:dph, GOC:mah, GOC:tb]	11	0.0104	1.39E-6	1.18E-3
GO_ENZYME_ACTIVATOR_ACTIVITY	526	Binds to and increases the activity of an enzyme. [GOC:dph, GOC:mah, GOC:tb]	8	0.0152	2.76E-6	1.26E-3
GO_IDENTICAL_PROTEIN_BINDING	1926	Interacting selectively and non-covalently with an identical protein or proteins. [GOC:jl]	14	0.0073	2.97E-6	1.26E-3
GO_PROTEIN_CONTAINING_COMPLEX_BINDING	1258	Interacting selectively and non-covalently with a macromolecular complex. [GOC:jl]	11	0.0087	7.17E-6	2.43E-3
GO_PROTEIN_C_TERMINUS_BINDING	189	Interacting selectively and non-covalently with a protein C-terminus, the end of any peptide chain at which the 1-carboxyl function of a constituent amino acid is not attached in peptide linkage to another amino-acid residue. [ISBN:0198506732]	5	0.0265	1.69E-5	4.77E-3
GO_PEPTIDASE_ACTIVATOR_ACTIVITY	40	Binds to and increases the activity of a peptidase, any enzyme that catalyzes the hydrolysis peptide bonds. [GOC:ai]	3	0.0750	4.22E-5	1.02E-2
GO_ADENYL_NUCLEOTIDE_BINDING	1546	Interacting selectively and non-covalently with adenyl nucleotides, any compound consisting of adenosine esterified with (ortho)phosphate. [ISBN:0198506732]	11	0.0071	4.8E-5	1.02E-2
GO_RIBONUCLEOTIDE_BINDING	1899	Interacting selectively and non-covalently with a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety. [GOC:mah]	12	0.0063	6.58E-5	1.24E-2
GO_STRUCTURAL_MOLECULE_ACTIVITY	709	The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell. [GOC:mah, GOC:vw]	7	0.0099	1.83E-4	2.94E-2
GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	714	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	7	0.0098	1.91E-4	2.94E-2
GO_CYTOSKELETAL_PROTEIN_BINDING	979	Interacting selectively and non-covalently with any protein component of any cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton). [GOC:mah]	8	0.0082	2.25E-4	3.14E-2
GO_POLY_A_SPECIFIC_RIBONUCLEASE_ACTIVITY	14	Catalysis of the exonucleolytic cleavage of poly(A) to 5'-AMP. [EC:3.1.13.4, ISBN:0198547684]	2	0.1429	2.47E-4	3.14E-2
GO_OXIDOREDUCTASE_ACTIVITY	751	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced. [GOC:go_curators]	7	0.0093	2.59E-4	3.14E-2
GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	18	Any cadherin binding that occurs as part of the process of cell-cell adhesion. [GOC:dos]	2	0.1111	4.14E-4	4.69E-2
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	879	Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor). [GOC:jl, ISBN:0198506732]	7	0.0080	6.62E-4	7.02E-2
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	114	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile. [GOC:mah, http://merops.sanger.ac.uk/about/glossary.htmCATTYPE, http://merops.sanger.ac.uk/about/glossary.htmENDOPEPTIDASE]	3	0.0263	9.41E-4	9.39E-2
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	130	Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group act as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]	3	0.0231	1.37E-3	1.29E-1
GO_KINASE_BINDING	752	Interacting selectively and non-covalently with a kinase, any enzyme that catalyzes the transfer of a phosphate group. [GOC:jl]	6	0.0080	1.62E-3	1.35E-1
GO_CYSTEINE_TYPE_PEPTIDASE_ACTIVITY	139	Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile. [GOC:mah, http://merops.sanger.ac.uk/about/glossary.htmCATTYPE]	3	0.0216	1.66E-3	1.35E-1
GO_DISORDERED_DOMAIN_SPECIFIC_BINDING	36	Interacting selectively and non-covalently with a disordered domain of a protein. [GOC:gg, PMID:11746698]	2	0.0556	1.67E-3	1.35E-1
GO_EXORIBONUCLEASE_ACTIVITY	40	Catalysis of the sequential cleavage of mononucleotides from a free 5' or 3' terminus of an RNA molecule. [GOC:mah, ISBN:0198547684]	2	0.0500	2.06E-3	1.52E-1
GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY	41	Catalysis of the reaction: substrate with reduced sulfide groups = substrate with oxidized disulfide bonds. [MetaCyc:DISULFOXRED-RXN]	2	0.0488	2.17E-3	1.52E-1
GO_CELL_ADHESION_MOLECULE_BINDING	544	Interacting selectively and non-covalently with a cell adhesion molecule. [GOC:ai]	5	0.0092	2.19E-3	1.52E-1
GO_GTPASE_BINDING	547	Interacting selectively and non-covalently with a GTPase, any enzyme that catalyzes the hydrolysis of GTP. [GOC:ai]	5	0.0091	2.24E-3	1.52E-1
GO_CADHERIN_BINDING	332	Interacting selectively and non-covalently with cadherin, a type I membrane protein involved in cell adhesion. [GOC:bf]	4	0.0120	2.35E-3	1.54E-1
GO_TAU_PROTEIN_BINDING	45	Interacting selectively and non-covalently with tau protein. tau is a microtubule-associated protein, implicated in Alzheimer's disease, Down Syndrome and ALS. [GOC:jid]	2	0.0444	2.6E-3	1.61E-1
GO_LIGASE_ACTIVITY	165	Catalysis of the joining of two molecules, or two groups within a single molecule, using the energy from the hydrolysis of ATP, a similar triphosphate, or a pH gradient. [EC:6, GOC:mah]	3	0.0182	2.71E-3	1.61E-1
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	347	Modulates the rate of NTP hydrolysis by a NTPase. [GOC:dph, GOC:tb]	4	0.0115	2.76E-3	1.61E-1
GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	385	Catalytic activity that acts to modify RNA. [GOC:molecular_function_refactoring, GOC:pdt]	4	0.0104	3.99E-3	2.19E-1
GO_3_5_EXONUCLEASE_ACTIVITY	56	Catalysis of the hydrolysis of ester linkages within nucleic acids by removing nucleotide residues from the 3' end. [GOC:ai]	2	0.0357	4E-3	2.19E-1
GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	58	Catalysis of the hydrolysis of ester linkages within nucleic acids by removing nucleotide residues from the 3' or 5' end to yield 5' phosphomonoesters. [GOC:mah]	2	0.0345	4.29E-3	2.27E-1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS	59	Catalysis of an oxidation-reduction (redox) reaction in which a sulfur-containing group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]	2	0.0339	4.43E-3	2.28E-1
GO_CELL_ADHESION_MEDIATOR_ACTIVITY	60	The binding by a cell-adhesion protein on a cell surface to an adhesion molecule on another cell surface, to mediate adhesion of the cell to the external substrate or to another cell. [GOC:vw, Wikipedia:Cell_adhesion]	2	0.0333	4.58E-3	2.29E-1
GO_ATPASE_ACTIVITY	423	Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction. [EC:3.6.1.3, GOC:jl]	4	0.0095	5.56E-3	2.7E-1
GO_SMALL_GTPASE_BINDING	427	Interacting selectively and non-covalently with a small monomeric GTPase. [GOC:mah]	4	0.0094	5.74E-3	2.71E-1
GO_COLLAGEN_BINDING	70	Interacting selectively and non-covalently with collagen, a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%). [GOC:ai, ISBN:0198506732]	2	0.0286	6.18E-3	2.83E-1
GO_PEPTIDASE_REGULATOR_ACTIVITY	227	Modulates the activity of a peptidase, any enzyme that catalyzes the hydrolysis peptide bonds. [GOC:dph, GOC:tb]	3	0.0132	6.58E-3	2.92E-1
