Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_UP	171	Genes up-regulated in macrophages differentiated for 5 days in the presence of: IL4 [GeneID=3565] versus IL4 [GeneID=3565] and dexamethasone [PubChem=5743].	6	0.0351	1.68E-7	3.42E-4
GSE12366_GC_BCELL_VS_PLASMA_CELL_UP	196	Genes up-regulated in comparison of germinal center B cells versus plasma cells.	6	0.0306	3.74E-7	3.42E-4
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	200	Genes up-regulated in comparison of wild type CD8 effector T cells at day 6 versus those at day 10.	6	0.0300	4.21E-7	3.42E-4
GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_DN	200	Genes down-regulated in CD11b BoneMarrow from BALBc mouse incubated with GMCSF and IL-6 versus CD11b BoneMarrow from BALBc mouse incubated with GMCSF and GCSF.	6	0.0300	4.21E-7	3.42E-4
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP	200	Genes up-regulated in naïve T cells: CD4 [GeneID=920] versus Va24- NKT.	6	0.0300	4.21E-7	3.42E-4
GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_UP	200	Genes up-regulated in thymic T conv: CD24 high [GeneID=100133941] versus CD24 int [GeneID=100133941].	6	0.0300	4.21E-7	3.42E-4
GSE25146_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_AGS_CELL_UP	180	Genes up-regulated in AGS cells (gastric adenocarcinoma): control versus H. pylori LPS.	5	0.0278	5.99E-6	2.12E-3
GSE12366_GC_VS_NAIVE_BCELL_UP	198	Genes up-regulated in comparison of germinal center B cells versus naive B cells.	5	0.0253	9.52E-6	2.12E-3
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_UP	198	Genes up-regulated in comparison of control conventional dendritic cells (cDC) at 0 h versus cDCs infected with Newcastle disease virus (NDV) at 18 h.	5	0.0253	9.52E-6	2.12E-3
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP	199	Genes up-regulated in comparison of control conventional dendritic cells (cDC) at 0 h versus cDCs infected with Newcastle disease virus (NDV) at 6 h.	5	0.0251	9.75E-6	2.12E-3
GSE22886_NEUTROPHIL_VS_MONOCYTE_DN	199	Genes down-regulated in comparison of neutrophils versusl monocytes.	5	0.0251	9.75E-6	2.12E-3
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	200	Genes up-regulated in comparison of CD4 [GeneID=920] thymocytes versus naive CD4 [GeneID=920] T cells from cord blood.	5	0.0250	9.99E-6	2.12E-3
GSE17721_CTRL_VS_CPG_4H_BMDC_UP	200	Genes up-regulated in comparison of control dendritic cells (DC) at 4 h versus those stimulated with CpG DNA (TLR9 agonist) at 4 h.	5	0.0250	9.99E-6	2.12E-3
GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_DN	200	Genes down-regulated in comparison of effector CD8 IL2RA [GeneID=3559] low T cells versus effector CD8 IL2RA [GeneID=3559] high cells.	5	0.0250	9.99E-6	2.12E-3
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	200	Genes up-regulated in amplified multipotent progenitors versus cultured untreated common dendritic cell progenitors.	5	0.0250	9.99E-6	2.12E-3
GSE22601_DOUBLE_NEGATIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	200	Genes up-regulated in thymocytes: double negative versus CD4 [GeneID=920] single positive.	5	0.0250	9.99E-6	2.12E-3
