Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_HINDBRAIN_DEVELOPMENT	156	The process whose specific outcome is the progression of the hindbrain over time, from its formation to the mature structure. The hindbrain is the posterior of the three primary divisions of the developing chordate brain, or the corresponding part of the adult brain (in vertebrates, includes the cerebellum, pons, and medulla oblongata and controls the autonomic functions and equilibrium). [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=hindbrain]	3	0.0192	2.04E-5	7.97E-2
GO_NEURON_MIGRATION	164	The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature. [CL:0000540, GOC:go_curators]	3	0.0183	2.37E-5	7.97E-2
GO_CELLULAR_MACROMOLECULE_LOCALIZATION	1989	Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell. [GOC:mah]	6	0.0030	3.16E-5	7.97E-2
GO_DNA_DEALKYLATION	34	The removal of an alkyl group from one or more nucleotides within an DNA molecule. [GOC:bf]	2	0.0588	6.32E-5	1.15E-1
GO_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	38	Any process that activates or increases the frequency, rate or extent of substrate adhesion-dependent cell spreading. [GOC:TermGenie, GOC:yaf]	2	0.0526	7.91E-5	1.15E-1
GO_TELENCEPHALON_DEVELOPMENT	259	The process whose specific outcome is the progression of the telencephalon over time, from its formation to the mature structure. The telencephalon is the paired anteriolateral division of the prosencephalon plus the lamina terminalis from which the olfactory lobes, cerebral cortex, and subcortical nuclei are derived. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]	3	0.0116	9.22E-5	1.15E-1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	753	The change in form (cell shape and size) that occurs when relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. [GOC:go_curators]	4	0.0053	1.07E-4	1.15E-1
GO_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	53	Any process that modulates the frequency, rate or extent of substrate adhesion-dependent cell spreading. [GOC:TermGenie, GOC:yaf]	2	0.0377	1.55E-4	1.45E-1
GO_RECEPTOR_CLUSTERING	56	The receptor metabolic process that results in grouping of a set of receptors at a cellular location, often to amplify the sensitivity of a signaling response. [GOC:bf, GOC:jl, GOC:pr, PMID:19747931, PMID:21453460]	2	0.0357	1.73E-4	1.45E-1
GO_INTRACELLULAR_TRANSPORT	1758	The directed movement of substances within a cell. [GOC:ai]	5	0.0028	2.32E-4	1.76E-1
