Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_REGULATION_OF_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	5	Any process that modulates the frequency, rate or extent of phosphatidylcholine biosynthetic process. [GOC:obol]	2	0.4000	4.7E-6	3.32E-2
GO_MAINTENANCE_OF_DNA_METHYLATION	7	Any process involved in maintaining the methylation state of a nucleotide sequence. [PMID:11898023]	2	0.2857	9.87E-6	3.32E-2
GO_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	8	Any process that modulates the frequency, rate or extent of phosphatidylcholine metabolic process. [GOC:aruk, GOC:bc, PMID:30074985]	2	0.2500	1.31E-5	3.32E-2
GO_CHROMOSOME_ORGANIZATION	1253	A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome. [GOC:ai, GOC:dph, GOC:jl, GOC:mah]	7	0.0056	1.91E-5	3.49E-2
GO_POSITIVE_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	12	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of phospholipids. [GOC:mah]	2	0.1667	3.09E-5	3.49E-2
GO_CELL_CYCLE	1881	The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division. [GOC:go_curators, GOC:mtg_cell_cycle]	8	0.0043	3.11E-5	3.49E-2
GO_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	88	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids. [GOC:ai]	3	0.0341	3.22E-5	3.49E-2
GO_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	100	The chemical reactions and pathways resulting in the formation of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. [ISBN:0198506732]	3	0.0300	4.72E-5	3.87E-2
GO_HEPATOCYTE_DIFFERENTIATION	15	The process in which a relatively unspecialized cell acquires the specialized features of a hepatocyte. A hepatocyte is specialized epithelial cell that is organized into interconnected plates called lobules, and is the main structural component of the liver. [CL:0000182, PMID:7588884]	2	0.1333	4.92E-5	3.87E-2
GO_CELL_DIVISION	603	The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells. [GOC:di, GOC:go_curators, GOC:pr]	5	0.0083	5.6E-5	3.87E-2
GO_MITOTIC_CHROMOSOME_CONDENSATION	16	The cell cycle process in which chromatin structure is compacted prior to and during mitosis in eukaryotic cells. [GOC:mah, ISBN:0815316194]	2	0.1250	5.62E-5	3.87E-2
GO_REGULATION_OF_EXIT_FROM_MITOSIS	17	Any process involved in the progression from anaphase/telophase to G1 that is associated with a conversion from high to low mitotic CDK activity. [GOC:rn]	2	0.1176	6.36E-5	4.01E-2
GO_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	20	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of phospholipids. [GOC:mah]	2	0.1000	8.88E-5	5.17E-2
GO_DNA_CONFORMATION_CHANGE	355	A cellular process that results in a change in the spatial configuration of a DNA molecule. A conformation change can bend DNA, or alter the, twist, writhe, or linking number of a DNA molecule. [GOC:mah]	4	0.0113	1.05E-4	5.67E-2
GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	725	The chemical reactions and pathways resulting in the formation of small molecules, any low molecular weight, monomeric, non-encoded molecule. [GOC:curators, GOC:pde, GOC:vw]	5	0.0069	1.33E-4	6.72E-2
GO_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	153	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids. [GOC:go_curators]	3	0.0196	1.67E-4	7.84E-2
