Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	323	Any process that modulates the frequency, rate or extent of small GTPase mediated signal transduction. [GOC:go_curators]	5	0.0155	7.58E-6	5.74E-2
GO_SECRETION	1618	The controlled release of a substance by a cell or a tissue. [GOC:ai]	8	0.0049	4.93E-5	9.87E-2
GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	509	Any series of molecular signals in which a small monomeric GTPase relays one or more of the signals. [GOC:mah]	5	0.0098	6.66E-5	9.87E-2
GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1714	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus. [GOC:pr, GOC:TermGenie]	8	0.0047	7.39E-5	9.87E-2
GO_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	532	A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway. [PMID:21997368, PMID:22966490, PMID:28596378]	5	0.0094	8.2E-5	9.87E-2
GO_CHAPERONE_MEDIATED_AUTOPHAGY	16	The autophagy process which begins when chaperones and co-chaperones recognize a target motif and unfold the substrate protein. The proteins are then transported to the lysosome where they are degraded. [GOC:pad, GOC:PARL, PMID:22743996, PMID:23434281]	2	0.1250	8.32E-5	9.87E-2
GO_MRNA_METABOLIC_PROCESS	887	The chemical reactions and pathways involving mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes. [ISBN:0198506732]	6	0.0068	9.16E-5	9.87E-2
GO_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	107	Any process that modulates the physical form of a postsynapse. [GOC:ai, GOC:dph, GOC:tb]	3	0.0280	1.04E-4	9.87E-2
GO_TRANSCYTOSIS	20	The directed movement of endocytosed material through the cell and its exocytosis from the plasma membrane at the opposite side. [ISBN:0716731363]	2	0.1000	1.32E-4	1.04E-1
GO_CYTOSKELETON_ORGANIZATION	1396	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures. [GOC:dph, GOC:jl, GOC:mah]	7	0.0050	1.45E-4	1.04E-1
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	1406	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism. [GOC:mah]	7	0.0050	1.51E-4	1.04E-1
GO_REGULATION_OF_PROTEIN_LOCALIZATION	994	Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location. [GOC:dph, GOC:mah, GOC:tb]	6	0.0060	1.7E-4	1.08E-1
GO_REGULATION_OF_CELLULAR_LOCALIZATION	1011	Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell. [GOC:dph, GOC:tb]	6	0.0059	1.87E-4	1.09E-1
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE	654	A process in which a protein is transported to, or maintained in, a specific location in a membrane. [GOC:mah]	5	0.0076	2.14E-4	1.16E-1
GO_VACUOLAR_TRANSPORT	150	The directed movement of substances into, out of or within a vacuole. [GOC:ai]	3	0.0200	2.83E-4	1.38E-1
GO_CELL_JUNCTION_ORGANIZATION	713	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix. [GOC:dph, GOC:jl, GOC:mah]	5	0.0070	3.19E-4	1.38E-1
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	716	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus. [GOC:pr, GOC:TermGenie]	5	0.0070	3.25E-4	1.38E-1
GO_SUPRAMOLECULAR_FIBER_ORGANIZATION	717	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure. [GOC:pr]	5	0.0070	3.27E-4	1.38E-1
GO_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	404	Any process that activates or increases the activity of a GTPase. [GOC:jl, GOC:mah]	4	0.0099	3.72E-4	1.48E-1
GO_RESPONSE_TO_ENDOGENOUS_STIMULUS	1662	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism. [GOC:sm]	7	0.0042	4.19E-4	1.49E-1
GO_POSTSYNAPSE_ORGANIZATION	173	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a postsynapse. [GOC:dos]	3	0.0173	4.29E-4	1.49E-1
GO_TRANSFERRIN_TRANSPORT	36	The directed movement of transferrin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:mlg]	2	0.0556	4.32E-4	1.49E-1
GO_ACTIN_FILAMENT_ORGANIZATION	433	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking. [GOC:mah]	4	0.0092	4.82E-4	1.54E-1
GO_CELL_JUNCTION_ASSEMBLY	434	A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction. [GOC:mah]	4	0.0092	4.87E-4	1.54E-1
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1220	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus. [GOC:pr, GOC:TermGenie]	6	0.0049	5.09E-4	1.54E-1
GO_TRNA_METABOLIC_PROCESS	186	The chemical reactions and pathways involving tRNA, transfer RNA, a class of relatively small RNA molecules responsible for mediating the insertion of amino acids into the sequence of nascent polypeptide chains during protein synthesis. Transfer RNA is characterized by the presence of many unusual minor bases, the function of which has not been completely established. [ISBN:0198506732]	3	0.0161	5.3E-4	1.54E-1
GO_ACTIN_FILAMENT_BASED_PROCESS	804	Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins. [GOC:mah]	5	0.0062	5.52E-4	1.55E-1
GO_INTRACELLULAR_TRANSPORT	1758	The directed movement of substances within a cell. [GOC:ai]	7	0.0040	5.86E-4	1.56E-1
GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	194	Any process that modulates the frequency, rate or extent of Ras protein signal transduction. [GOC:bf]	3	0.0155	5.99E-4	1.56E-1
GO_REGULATION_OF_GTPASE_ACTIVITY	479	Any process that modulates the rate of GTP hydrolysis by a GTPase. [GOC:jl, GOC:mah]	4	0.0084	7.04E-4	1.69E-1
GO_RNA_SPLICING	484	The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA. [GOC:krc, GOC:mah]	4	0.0083	7.32E-4	1.69E-1
GO_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR	47	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus. [GOC:BHF, GOC:mah]	2	0.0426	7.38E-4	1.69E-1
GO_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	48	Any process that modulates the frequency, rate or extent of peptidyl-threonine phosphorylation. Peptidyl-threonine phosphorylation is the phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine. [GOC:dph, GOC:tb]	2	0.0417	7.69E-4	1.69E-1
GO_NCRNA_METABOLIC_PROCESS	493	The chemical reactions and pathways involving non-coding RNA transcripts (ncRNAs). [GOC:mah]	4	0.0081	7.83E-4	1.69E-1
GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	872	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells. [GOC:mah]	5	0.0057	7.95E-4	1.69E-1
GO_AMINO_ACID_ACTIVATION	49	The modification of an amino acid to an active form, for incorporation into a peptide, protein or other macromolecule. [GOC:jl]	2	0.0408	8.01E-4	1.69E-1
GO_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	226	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms. [GOC:mah, ISBN:0198506732]	3	0.0133	9.31E-4	1.91E-1
GO_PROTEIN_FOLDING	230	The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure. [GOC:go_curators, GOC:rb]	3	0.0130	9.79E-4	1.91E-1
GO_EXOCYTOSIS	914	A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell. [GOC:mah, ISBN:0716731363, PMID:22323285]	5	0.0055	9.81E-4	1.91E-1
GO_MULTICELLULAR_ORGANISMAL_MOVEMENT	55	Any physiological process involved in changing the position of a multicellular organism or an anatomical part of a multicellular organism. [GOC:dph, GOC:mtg_muscle, GOC:tb]	2	0.0364	1.01E-3	1.91E-1
GO_MEMBRANE_ORGANIZATION	937	A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins. [GOC:dph, GOC:tb]	5	0.0053	1.1E-3	1.96E-1
GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	240	Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell). [GOC:ai]	3	0.0125	1.11E-3	1.96E-1
GO_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	59	Any process that stops, prevents, or reduces the frequency, rate or extent of small GTPase mediated signal transduction. [GOC:ai]	2	0.0339	1.16E-3	1.96E-1
GO_MACROMOLECULE_CATABOLIC_PROCESS	1431	The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass. [GOC:mah]	6	0.0042	1.17E-3	1.96E-1
