Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
KEGG_OOCYTE_MEIOSIS	113	Oocyte meiosis	3	0.0265	9.17E-4	1.15E-1
KEGG_CITRATE_CYCLE_TCA_CYCLE	31	Citrate cycle (TCA cycle)	2	0.0645	1.24E-3	1.15E-1
KEGG_PYRUVATE_METABOLISM	40	Pyruvate metabolism	2	0.0500	2.06E-3	1.16E-1
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	44	Amino sugar and nucleotide sugar metabolism	2	0.0455	2.49E-3	1.16E-1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	62	Glycolysis / Gluconeogenesis	2	0.0323	4.88E-3	1.4E-1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	67	Adipocytokine signaling pathway	2	0.0299	5.68E-3	1.4E-1
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	68	Epithelial cell signaling in Helicobacter pylori infection	2	0.0294	5.84E-3	1.4E-1
KEGG_PPAR_SIGNALING_PATHWAY	69	PPAR signaling pathway	2	0.0290	6.01E-3	1.4E-1
KEGG_PEROXISOME	78	Peroxisome	2	0.0256	7.62E-3	1.57E-1
KEGG_RIBOSOME	88	Ribosome	2	0.0227	9.61E-3	1.79E-1
KEGG_CELL_CYCLE	125	Cell cycle	2	0.0160	1.87E-2	3.16E-1
KEGG_ENDOCYTOSIS	181	Endocytosis	2	0.0110	3.7E-2	5.74E-1
KEGG_FOCAL_ADHESION	199	Focal adhesion	2	0.0101	4.4E-2	6.29E-1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	213	Regulation of actin cytoskeleton	2	0.0094	4.96E-2	6.59E-1


