Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_ABNORMALITY_OF_THE_UPPER_URINARY_TRACT	1161	Abnormality of the upper urinary tract	10	0.0086	4.26E-6	5.2E-3
HP_HYPERLORDOSIS	174	Hyperlordosis	5	0.0287	4.65E-6	5.2E-3
HP_UNDERDEVELOPED_NASAL_ALAE	79	Underdeveloped nasal alae	4	0.0506	4.75E-6	5.2E-3
HP_GAIT_DISTURBANCE	926	Gait disturbance	9	0.0097	5.18E-6	5.2E-3
HP_RESPIRATORY_INSUFFICIENCY	495	Respiratory insufficiency	7	0.0141	5.79E-6	5.2E-3
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_NOSE	93	Aplasia/Hypoplasia involving the nose	4	0.0430	9.1E-6	6.82E-3
HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY	1028	Abnormal respiratory system morphology	9	0.0088	1.19E-5	7.66E-3
HP_AORTIC_ANEURYSM	108	Aortic aneurysm	4	0.0370	1.65E-5	9.24E-3
HP_CLINICAL_COURSE	1394	Clinical course	10	0.0072	2.08E-5	1.03E-2
HP_ABNORMAL_AORTIC_MORPHOLOGY	242	Abnormal aortic morphology	5	0.0207	2.29E-5	1.03E-2
HP_THORACIC_HYPOPLASIA	125	Thoracic hypoplasia	4	0.0320	2.92E-5	1.15E-2
HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY	1159	Functional respiratory abnormality	9	0.0078	3.07E-5	1.15E-2
HP_ABNORMAL_FACIAL_SHAPE	901	Abnormal facial shape	8	0.0089	3.46E-5	1.2E-2
HP_BRONCHIOLITIS	7	Bronchiolitis	2	0.2857	4.01E-5	1.29E-2
HP_ABNORMAL_JOINT_MORPHOLOGY	938	Abnormal joint morphology	8	0.0085	4.6E-5	1.3E-2
HP_ABNORMAL_MORPHOLOGY_OF_THE_GREAT_VESSELS	464	Abnormal morphology of the great vessels	6	0.0129	4.64E-5	1.3E-2
HP_DILATATION	156	Dilatation	4	0.0256	6.93E-5	1.83E-2
HP_DELAYED_GROSS_MOTOR_DEVELOPMENT	183	Delayed gross motor development	4	0.0219	1.28E-4	3.07E-2
HP_ABNORMALITY_OF_GLOBE_LOCATION	808	Abnormality of globe location	7	0.0087	1.3E-4	3.07E-2
HP_RECURRENT_ACUTE_RESPIRATORY_TRACT_INFECTION	13	Recurrent acute respiratory tract infection	2	0.1538	1.48E-4	3.33E-2
HP_ABNORMAL_INFLAMMATORY_RESPONSE	853	Abnormal inflammatory response	7	0.0082	1.81E-4	3.87E-2
HP_ABNORMAL_RENAL_MORPHOLOGY	861	Abnormal renal morphology	7	0.0081	1.92E-4	3.91E-2
