Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_RNA_BINDING	1975	Interacting selectively and non-covalently with an RNA molecule or a portion thereof. [GOC:jl, GOC:mah]	20	0.0101	8.17E-12	1.39E-8
GO_CADHERIN_BINDING	332	Interacting selectively and non-covalently with cadherin, a type I membrane protein involved in cell adhesion. [GOC:bf]	7	0.0211	8.37E-7	7.1E-4
GO_RIBONUCLEOTIDE_BINDING	1899	Interacting selectively and non-covalently with a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety. [GOC:mah]	13	0.0068	5.5E-6	2.53E-3
GO_LIGASE_ACTIVITY	165	Catalysis of the joining of two molecules, or two groups within a single molecule, using the energy from the hydrolysis of ATP, a similar triphosphate, or a pH gradient. [EC:6, GOC:mah]	5	0.0303	5.96E-6	2.53E-3
GO_CELL_ADHESION_MOLECULE_BINDING	544	Interacting selectively and non-covalently with a cell adhesion molecule. [GOC:ai]	7	0.0129	2.11E-5	5.48E-3
GO_PROTEIN_CONTAINING_COMPLEX_BINDING	1258	Interacting selectively and non-covalently with a macromolecular complex. [GOC:jl]	10	0.0079	2.19E-5	5.48E-3
GO_ADENYL_NUCLEOTIDE_BINDING	1546	Interacting selectively and non-covalently with adenyl nucleotides, any compound consisting of adenosine esterified with (ortho)phosphate. [ISBN:0198506732]	11	0.0071	2.26E-5	5.48E-3
GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	714	Interacting selectively and non-covalently with a specific domain of a protein. [GOC:go_curators]	7	0.0098	1.16E-4	2.47E-2
GO_TRNA_BINDING	66	Interacting selectively and non-covalently with transfer RNA. [GOC:ai]	3	0.0455	1.51E-4	2.84E-2
GO_S100_PROTEIN_BINDING	14	Interacting selectively and non-covalently with a S100 protein. S100 is a small calcium and zinc binding protein produced in astrocytes that is implicated in Alzheimer's disease, Down Syndrome and ALS. [GOC:jid]	2	0.1429	2.12E-4	3.59E-2
GO_PROTON_EXPORTING_ATPASE_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	17	Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) -> ADP + phosphate + H+(out). These transporters use a phosphorylative mechanism, which have a phosphorylated intermediate state during the ion transport cycle. [EC:7.1.2.1]	2	0.1176	3.16E-4	4.63E-2
GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	857	Catalysis of the hydrolysis of any acid anhydride. [GOC:jl]	7	0.0082	3.54E-4	4.63E-2
GO_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	18	Any cadherin binding that occurs as part of the process of cell-cell adhesion. [GOC:dos]	2	0.1111	3.55E-4	4.63E-2
GO_ATPASE_ACTIVITY	423	Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction. [EC:3.6.1.3, GOC:jl]	5	0.0118	5.05E-4	6.13E-2
GO_PROTEIN_FOLDING_CHAPERONE	27	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules) that contributes to the process of protein folding. [GOC:mtg_cambridge_2009]	2	0.0741	8.06E-4	9.12E-2
GO_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	123	Catalytic activity that acts to modify a tRNA. [GOC:molecular_function_refactoring, GOC:pdt]	3	0.0244	9.35E-4	9.15E-2
GO_SIGNALING_RECEPTOR_BINDING	1654	Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:bf, GOC:ceb, ISBN:0198506732]	9	0.0054	9.6E-4	9.15E-2
GO_ACID_THIOL_LIGASE_ACTIVITY	30	Catalysis of the joining of an acid and a thiol via a carbon-sulfur bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate. [EC:6.2.1, GOC:mah]	2	0.0667	9.96E-4	9.15E-2
GO_PYROPHOSPHATE_HYDROLYSIS_DRIVEN_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	31	Enables the transmembrane transport of one proton (H+), driven by the hydrolysis of pyrophosphate, and generating a proton motive force. [GOC:mtg_transport, ISBN:0815340729, Wikipedia:Proton-pumping_pyrophosphatase]	2	0.0645	1.06E-3	9.15E-2
GO_KINASE_BINDING	752	Interacting selectively and non-covalently with a kinase, any enzyme that catalyzes the transfer of a phosphate group. [GOC:jl]	6	0.0080	1.08E-3	9.15E-2
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	33	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O = ADP + phosphate, to directly drive the transport of ions across a membrane. The reaction is characterized by the transient formation of a high-energy aspartyl-phosphoryl-enzyme intermediate. [PMID:10322420, PMID:10600683]	2	0.0606	1.21E-3	9.45E-2
GO_ENZYME_REGULATOR_ACTIVITY	1059	Binds to and modulates the activity of an enzyme. [GOC:dph, GOC:mah, GOC:tb]	7	0.0066	1.23E-3	9.45E-2
GO_ENZYME_ACTIVATOR_ACTIVITY	526	Binds to and increases the activity of an enzyme. [GOC:dph, GOC:mah, GOC:tb]	5	0.0095	1.34E-3	9.87E-2
GO_DISORDERED_DOMAIN_SPECIFIC_BINDING	36	Interacting selectively and non-covalently with a disordered domain of a protein. [GOC:gg, PMID:11746698]	2	0.0556	1.43E-3	1.01E-1
GO_LIGASE_ACTIVITY_FORMING_CARBON_SULFUR_BONDS	40	Catalysis of the joining of two molecules via a carbon-sulfur bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate. [EC:6.2, GOC:mah]	2	0.0500	1.77E-3	1.13E-1
GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR	40	Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to a phosphate group (acceptor). [GOC:jl]	2	0.0500	1.77E-3	1.13E-1
GO_ISOMERASE_ACTIVITY	156	Catalysis of the geometric or structural changes within one molecule. Isomerase is the systematic name for any enzyme of EC class 5. [ISBN:0198506732]	3	0.0192	1.85E-3	1.13E-1
GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	41	Catalysis of the joining of two molecules via a carbon-oxygen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate. [EC:6.1, GOC:mah]	2	0.0488	1.86E-3	1.13E-1
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	347	Modulates the rate of NTP hydrolysis by a NTPase. [GOC:dph, GOC:tb]	4	0.0115	2.08E-3	1.22E-1
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	879	Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor). [GOC:jl, ISBN:0198506732]	6	0.0068	2.37E-3	1.34E-1
GO_IDENTICAL_PROTEIN_BINDING	1926	Interacting selectively and non-covalently with an identical protein or proteins. [GOC:jl]	9	0.0047	2.73E-3	1.49E-1
GO_CATALYTIC_ACTIVITY_ACTING_ON_RNA	385	Catalytic activity that acts to modify RNA. [GOC:molecular_function_refactoring, GOC:pdt]	4	0.0104	3.02E-3	1.6E-1
GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	58	Enables the transfer of an ion from one side of a membrane to the other, driven by the reaction: ATP + H2O = ADP + phosphate. [GOC:jl, GOC:mtg_transport, ISBN:0815340729]	2	0.0345	3.68E-3	1.89E-1
GO_CELL_ADHESION_MEDIATOR_ACTIVITY	60	The binding by a cell-adhesion protein on a cell surface to an adhesion molecule on another cell surface, to mediate adhesion of the cell to the external substrate or to another cell. [GOC:vw, Wikipedia:Cell_adhesion]	2	0.0333	3.94E-3	1.96E-1
GO_STRUCTURAL_MOLECULE_ACTIVITY	709	The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell. [GOC:mah, GOC:vw]	5	0.0071	4.82E-3	2.34E-1
GO_KINASE_ACTIVITY	732	Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule. [ISBN:0198506732]	5	0.0068	5.51E-3	2.6E-1
GO_CALCIUM_DEPENDENT_PROTEIN_BINDING	82	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules), in the presence of calcium. [GOC:jid, PMID:10485905]	2	0.0244	7.22E-3	3.31E-1
GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	84	Functions during translation by interacting selectively and non-covalently with RNA during polypeptide synthesis at the ribosome. [GOC:ai, GOC:vw]	2	0.0238	7.57E-3	3.38E-1
GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	292	Interacting selectively and non-covalently with a G protein-coupled receptor. [GOC:ceb, GOC:dph]	3	0.0103	1.06E-2	4.59E-1
GO_GTPASE_REGULATOR_ACTIVITY	306	Modulates the rate of GTP hydrolysis by a GTPase. [GOC:mah]	3	0.0098	1.2E-2	4.98E-1
GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	107	Enables the transfer of a solute from one side of a membrane to the other, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction and is powered by a primary energy source, directly using ATP. Primary energy sources known to be coupled to transport are chemical, electrical and solar sources. [GOC:mtg_transport, ISBN:0815340729, TC:3.-.-.-.-]	2	0.0187	1.2E-2	4.98E-1
GO_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	109	Any selective and non-covalent interaction with a nucleic acid involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome. [GOC:dph, GOC:tb, GOC:vw]	2	0.0183	1.25E-2	5.04E-1
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	114	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile. [GOC:mah, http://merops.sanger.ac.uk/about/glossary.htmCATTYPE, http://merops.sanger.ac.uk/about/glossary.htmENDOPEPTIDASE]	2	0.0175	1.36E-2	5.28E-1
GO_CHROMATIN_BINDING	596	Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase. [GOC:jl, ISBN:0198506732, PMID:20404130]	4	0.0067	1.37E-2	5.28E-1
GO_UNFOLDED_PROTEIN_BINDING	118	Interacting selectively and non-covalently with an unfolded protein. [GOC:ai]	2	0.0169	1.45E-2	5.46E-1
GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	127	Enables the transfer of a proton from one side of a membrane to the other. [GOC:ai]	2	0.0157	1.66E-2	6.08E-1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	130	Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group act as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]	2	0.0154	1.74E-2	6.08E-1
