Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
MODULE_3	384	Genes in the cancer module 3.	14	0.0365	1.83E-10	3.23E-8
MODULE_151	318	Genes in the cancer module 151.	13	0.0409	2.08E-10	3.23E-8
MODULE_83	320	Genes in the cancer module 83.	13	0.0406	2.25E-10	3.23E-8
MODULE_114	338	Protein biosynthesis and ribosomes.	13	0.0385	4.39E-10	4.73E-8
MODULE_32	241	Genes in the cancer module 32.	10	0.0415	2.37E-8	2.05E-6
MODULE_18	450	Genes in the cancer module 18.	12	0.0267	1.19E-7	8.54E-6
MODULE_419	34	Genes in the cancer module 419.	5	0.1471	1.58E-7	9.76E-6
MODULE_244	187	Response to DNA damage.	8	0.0428	4.96E-7	2.38E-5
MODULE_8	421	Genes in the cancer module 8.	11	0.0261	4.98E-7	2.38E-5
MODULE_17	364	Genes in the cancer module 17.	10	0.0275	1.07E-6	4.6E-5
MODULE_98	393	Genes in the cancer module 98.	10	0.0254	2.12E-6	8.3E-5
MODULE_29	28	Genes in the cancer module 29.	4	0.1429	3.32E-6	1.19E-4
MODULE_321	112	Genes in the cancer module 321.	6	0.0536	3.82E-6	1.27E-4
MODULE_524	30	Actin cytoskeleton binding.	4	0.1333	4.42E-6	1.36E-4
MODULE_331	75	Genes in the cancer module 331.	5	0.0667	8.71E-6	2.5E-4
MODULE_198	303	Genes in the cancer module 198.	8	0.0264	1.75E-5	4.71E-4
MODULE_133	15	Genes in the cancer module 133.	3	0.2000	2.13E-5	5.4E-4
MODULE_110	16	Genes in the cancer module 110.	3	0.1875	2.62E-5	5.93E-4
MODULE_35	16	Genes in the cancer module 35.	3	0.1875	2.62E-5	5.93E-4
MODULE_252	237	TFs and nuclear.	7	0.0295	2.92E-5	6.21E-4
MODULE_352	17	Nuclear pore complex.	3	0.1765	3.17E-5	6.21E-4
MODULE_543	17	Annexin, MHCII, and lectins.	3	0.1765	3.17E-5	6.21E-4
MODULE_126	183	Lymphoma and immune response expression clusters.	6	0.0328	6.2E-5	1.16E-3
MODULE_306	26	Glycolysis and TCA cycle.	3	0.1154	1.18E-4	2.12E-3
MODULE_159	81	Translation regulation.	4	0.0494	2.32E-4	4E-3
MODULE_15	357	Genes in the cancer module 14.	7	0.0196	3.68E-4	6.11E-3
MODULE_97	98	Genes in the cancer module 97.	4	0.0408	4.81E-4	7.67E-3
MODULE_43	99	Energy pathways.	4	0.0404	4.99E-4	7.69E-3
MODULE_182	100	Genes in the cancer module 182.	4	0.0400	5.19E-4	7.71E-3
MODULE_16	508	Genes in the cancer module 15.	8	0.0157	6.05E-4	8.7E-3
MODULE_61	50	Genes in the cancer module 61.	3	0.0600	8.36E-4	1.16E-2
MODULE_277	55	Genes in the cancer module 277.	3	0.0545	1.1E-3	1.49E-2
MODULE_160	15	tRNA synthesis.	2	0.1333	1.36E-3	1.78E-2
MODULE_164	61	Enzyme inhibitors (esp serine proteases).	3	0.0492	1.49E-3	1.85E-2
MODULE_324	133	Metal / Ca ion binding.	4	0.0301	1.5E-3	1.85E-2
MODULE_179	468	Blood cells and cancer expression cancer.	7	0.0150	1.78E-3	2.08E-2
MODULE_183	65	RNA splicing.	3	0.0462	1.79E-3	2.08E-2
MODULE_438	68	Intermediate filaments and MT.	3	0.0441	2.04E-3	2.31E-2
MODULE_81	20	Genes in the cancer module 81.	2	0.1000	2.43E-3	2.69E-2
MODULE_54	262	Cell cycle (expression cluster).	5	0.0191	2.89E-3	3.12E-2
MODULE_532	407	Blood cells and cancer expression clusters.	6	0.0147	4.03E-3	4.24E-2
MODULE_93	182	Oxidoreductases.	4	0.0220	4.64E-3	4.65E-2
MODULE_202	28	Genes in the cancer module 202.	2	0.0714	4.75E-3	4.65E-2
MODULE_303	28	Genes in the cancer module 303.	2	0.0714	4.75E-3	4.65E-2
MODULE_52	430	Cell line expressed genes.	6	0.0140	5.25E-3	4.97E-2
