Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP	199	Genes up-regulated in comparison of naive CD4 [GeneID=920] CD8 T cells versus unstimulated neutrophils.	10	0.0503	8.85E-12	2.16E-8
GSE22886_NEUTROPHIL_VS_MONOCYTE_DN	199	Genes down-regulated in comparison of neutrophils versusl monocytes.	10	0.0503	8.85E-12	2.16E-8
GSE22886_NEUTROPHIL_VS_DC_DN	200	Genes down-regulated in comparison of neutrophils versus dendritic cells (DC).	9	0.0450	2.74E-10	4.45E-7
GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	200	Genes up-regulated in polymorphonuclear leukocytes (24h): control versus infection by A. phagocytophilum.	8	0.0400	7.13E-9	6.95E-6
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	200	Genes down-regulated in polymorphonuclear leukocytes (9h): control versus infection by A. phagocytophilum.	8	0.0400	7.13E-9	6.95E-6
GSE17721_CTRL_VS_POLYIC_8H_BMDC_UP	199	Genes up-regulated in comparison of control dendritic cells (DC) at 8 h versus those stimulated with poly(I:C) (TLR3 agonist) at 8 h.	7	0.0352	1.57E-7	4.94E-5
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN	199	Genes down-regulated in comparison of naive CD4 [GeneID=920] T cells versus stimulated CD4 [GeneID=920] Th1 cells at 48 h.	7	0.0352	1.57E-7	4.94E-5
GSE43260_BTLA_POS_VS_NEG_INTRATUMORAL_CD8_TCELL_DN	199	Genes down-regulated in tumor-infiltrating CD8 T cells: BTLA+ [GeneID=151888] versus BTLA- [GeneID=151888].	7	0.0352	1.57E-7	4.94E-5
GSE557_WT_VS_I_AB_KO_DC_DN	199	Genes down-regulated in dendritic cells: wildtype versus I ab-/- mice.	7	0.0352	1.57E-7	4.94E-5
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	200	Genes up-regulated in comparison of CD4 [GeneID=920] thymocytes versus naive CD4 [GeneID=920] T cells from cord blood.	7	0.0350	1.62E-7	4.94E-5
GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_DN	200	Genes down-regulated in comparison of control dendritic cells (DC) at 24 h versus those stimulated with Pam3Csk4 (TLR1/2 agonist) at 24 h.	7	0.0350	1.62E-7	4.94E-5
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_DN	200	Genes down-regulated in comparison of control dendritic cells (DC) at 6 h versus those stimulated with Pam3Csk4 (TLR1/2 agonist) at 6 h.	7	0.0350	1.62E-7	4.94E-5
GSE22432_MULTIPOTENT_PROGENITOR_VS_CDC_DN	200	Genes down-regulated in amplified multipotent progenitors versus common dendritic cells.	7	0.0350	1.62E-7	4.94E-5
GSE24726_WT_VS_E2_22_KO_PDC_DAY4_POST_DELETION_DN	200	Genes down-regulated in plasmacytoid dendritic cells (4 days after knockout): wildtype versus TCF4 [GeneID=6925] knockout.	7	0.0350	1.62E-7	4.94E-5
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_UP	200	Genes up-regulated in comparison of untreated CD4 [GeneID=920] T cells versus CD4 [GeneID=920] T cells treated with leukocyte costimulatory blockade antibodies.	7	0.0350	1.62E-7	4.94E-5
GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_UP	200	Genes up-regulated in the bone marrow CD34+ [GeneID=947] cells: MME- SELL+[GeneID=4311;6402] versus MME+ [GeneID=4311].	7	0.0350	1.62E-7	4.94E-5
GSE7568_IL4_TGFB_DEXAMETHASONE_VS_IL4_TGFB_TREATED_MACROPHAGE_UP	172	Genes up-regulated in macrophages: 5 days with IL4 [GeneID=3565] and dexamethasone [PubChem=5743] followed by TGFB1 [GeneID=7040] for 24h versus 5 days with IL4 [GeneID=3565] followed by TGFB1 [GeneID=7040] for 24h.	6	0.0349	1.32E-6	3.43E-4
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	188	Genes down-regulated in macrophages differentiated in the presence of IL4 [GeneID=3565] for 5 days versus those subsequently treated with TGFB1 [GeneID=7040] for 24h.	6	0.0319	2.22E-6	3.43E-4
