Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_HIV_LIFE_CYCLE	149	HIV Life Cycle	3	0.0201	4.16E-6	6.47E-3
REACTOME_HIV_INFECTION	231	HIV Infection	3	0.0130	1.55E-5	1.2E-2
REACTOME_INFECTIOUS_DISEASE	866	Infectious disease	4	0.0046	2.5E-5	1.3E-2
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	70	Transcription of the HIV genome	2	0.0286	1.07E-4	4.17E-2
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	81	RNA polymerase II transcribes snRNA genes	2	0.0247	1.44E-4	4.47E-2
REACTOME_DISEASE	1580	Disease	4	0.0025	2.59E-4	6.7E-2
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	3	0.0045	3.66E-4	8.12E-2
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	2	0.0127	5.39E-4	1.05E-1
REACTOME_MITOTIC_PROMETAPHASE	203	Mitotic Prometaphase	2	0.0099	8.98E-4	1.55E-1
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	362	Transcriptional Regulation by TP53	2	0.0055	2.81E-3	4.37E-1
REACTOME_M_PHASE	417	M Phase	2	0.0048	3.71E-3	5.24E-1
REACTOME_CELL_CYCLE_MITOTIC	561	Cell Cycle, Mitotic	2	0.0036	6.6E-3	8.55E-1
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	2	0.0033	7.83E-3	9.36E-1


