Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_TRANSLATION	295	Translation	11	0.0373	6.39E-10	9.93E-7
REACTOME_TRNA_AMINOACYLATION	42	tRNA Aminoacylation	5	0.1190	1.12E-7	8.67E-5
REACTOME_MEMBRANE_TRAFFICKING	629	Membrane Trafficking	12	0.0191	1.75E-7	9.07E-5
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	24	Cytosolic tRNA aminoacylation	4	0.1667	5.47E-7	2.05E-4
REACTOME_VESICLE_MEDIATED_TRANSPORT	724	Vesicle-mediated transport	12	0.0166	7.74E-7	2.05E-4
REACTOME_INFECTIOUS_DISEASE	866	Infectious disease	13	0.0150	7.91E-7	2.05E-4
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	191	Separation of Sister Chromatids	7	0.0366	1.05E-6	2.34E-4
REACTOME_DISEASE	1580	Disease	17	0.0108	1.48E-6	2.88E-4
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	11	0.0164	2.58E-6	4.46E-4
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	236	Mitotic Metaphase and Anaphase	7	0.0297	4.27E-6	6.64E-4
REACTOME_GLUCOSE_METABOLISM	92	Glucose metabolism	5	0.0543	5.78E-6	8.17E-4
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	504	Signaling by Receptor Tyrosine Kinases	9	0.0179	1.11E-5	1.43E-3
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	5	0.0431	1.79E-5	2.11E-3
REACTOME_SELENOAMINO_ACID_METABOLISM	118	Selenoamino acid metabolism	5	0.0424	1.94E-5	2.11E-3
REACTOME_M_PHASE	417	M Phase	8	0.0192	2.09E-5	2.11E-3
REACTOME_MITOTIC_PROMETAPHASE	203	Mitotic Prometaphase	6	0.0296	2.17E-5	2.11E-3
REACTOME_CELL_CYCLE_MITOTIC	561	Cell Cycle, Mitotic	9	0.0160	2.57E-5	2.3E-3
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	126	Resolution of Sister Chromatid Cohesion	5	0.0397	2.67E-5	2.3E-3
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	9	0.0155	3.33E-5	2.72E-3
REACTOME_SIGNALING_BY_NTRKS	134	Signaling by NTRKs	5	0.0373	3.58E-5	2.78E-3
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1432	Post-translational protein modification	14	0.0098	3.89E-5	2.88E-3
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	25	Cyclin A/B1/B2 associated events during G2/M transition	3	0.1200	4.43E-5	3.13E-3
REACTOME_GLYCOLYSIS	72	Glycolysis	4	0.0556	4.79E-5	3.24E-3
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	9	0.0147	5.1E-5	3.25E-3
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	145	Clathrin-mediated endocytosis	5	0.0345	5.22E-5	3.25E-3
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	Metabolism of amino acids and derivatives	7	0.0187	8.14E-5	4.87E-3
REACTOME_GLUCONEOGENESIS	34	Gluconeogenesis	3	0.0882	1.13E-4	6.52E-3
REACTOME_CELL_CYCLE	693	Cell Cycle	9	0.0130	1.29E-4	7.17E-3
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	Eukaryotic Translation Elongation	4	0.0426	1.36E-4	7.26E-3
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	37	Regulation of TP53 Expression and Degradation	3	0.0811	1.46E-4	7.57E-3
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	7	PP2A-mediated dephosphorylation of key metabolic factors	2	0.2857	1.55E-4	7.79E-3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884	Cytokine Signaling in Immune system	10	0.0113	1.67E-4	8.11E-3
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	111	Mitotic Spindle Checkpoint	4	0.0360	2.57E-4	1.21E-2
REACTOME_RRNA_PROCESSING	205	rRNA processing	5	0.0244	2.64E-4	1.21E-2
REACTOME_SIGNALING_BY_INTERLEUKINS	462	Signaling by Interleukins	7	0.0152	2.97E-4	1.32E-2
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION	10	MASTL Facilitates Mitotic Progression	2	0.2000	3.31E-4	1.43E-2
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	4	0.0333	3.46E-4	1.45E-2
REACTOME_RAB_REGULATION_OF_TRAFFICKING	122	Rab regulation of trafficking	4	0.0328	3.68E-4	1.51E-2
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818	Adaptive Immune System	9	0.0110	4.37E-4	1.74E-2
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	12	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	2	0.1667	4.84E-4	1.88E-2
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	362	Transcriptional Regulation by TP53	6	0.0166	5.08E-4	1.92E-2
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134	Golgi-to-ER retrograde transport	4	0.0299	5.25E-4	1.94E-2
REACTOME_ERKS_ARE_INACTIVATED	13	ERKs are inactivated	2	0.1538	5.71E-4	2.02E-2
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	13	Inhibition of replication initiation of damaged DNA by RB1/E2F1	2	0.1538	5.71E-4	2.02E-2
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	140	RHO GTPases Activate Formins	4	0.0286	6.19E-4	2.14E-2
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_	61	Nuclear Events (kinase and transcription factor activation)	3	0.0492	6.45E-4	2.18E-2
REACTOME_PHOSPHORYLATION_SITE_MUTANTS_OF_CTNNB1_ARE_NOT_TARGETED_TO_THE_PROTEASOME_BY_THE_DESTRUCTION_COMPLEX	15	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	2	0.1333	7.66E-4	2.53E-2
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	16	Spry regulation of FGF signaling	2	0.1250	8.74E-4	2.83E-2
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	4	0.0255	9.48E-4	2.93E-2
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	17	Beta-catenin phosphorylation cascade	2	0.1176	9.89E-4	2.93E-2
REACTOME_PLATELET_SENSITIZATION_BY_LDL	17	Platelet sensitization by LDL	2	0.1176	9.89E-4	2.93E-2
REACTOME_INTERLEUKIN_17_SIGNALING	71	Interleukin-17 signaling	3	0.0423	1E-3	2.93E-2
REACTOME_INNATE_IMMUNE_SYSTEM	1114	Innate Immune System	10	0.0090	1.01E-3	2.93E-2
REACTOME_REGULATION_OF_TP53_ACTIVITY	160	Regulation of TP53 Activity	4	0.0250	1.02E-3	2.93E-2
REACTOME_DEVELOPMENTAL_BIOLOGY	1131	Developmental Biology	10	0.0088	1.13E-3	3.2E-2
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	76	Nuclear Envelope (NE) Reassembly	3	0.0395	1.22E-3	3.38E-2
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	19	Initiation of Nuclear Envelope (NE) Reformation	2	0.1053	1.24E-3	3.38E-2
REACTOME_CELL_CYCLE_CHECKPOINTS	292	Cell Cycle Checkpoints	5	0.0171	1.3E-3	3.38E-2
REACTOME_FLT3_SIGNALING	292	FLT3 Signaling	5	0.0171	1.3E-3	3.38E-2
REACTOME_METABOLISM_OF_CARBOHYDRATES	293	Metabolism of carbohydrates	5	0.0171	1.32E-3	3.38E-2
