Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_ANCHORING_JUNCTION	831	A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]	11	0.0132	5.55E-8	5.55E-5
GO_VACUOLE	802	A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol. [GOC:mtg_sensu, ISBN:0198506732]	9	0.0112	3.87E-6	1.94E-3
GO_CORTICAL_ACTIN_CYTOSKELETON	80	The portion of the actin cytoskeleton, comprising filamentous actin and associated proteins, that lies just beneath the plasma membrane. [GOC:mah]	4	0.0500	7.52E-6	1.96E-3
GO_DISTAL_AXON	309	That part of an axon close to and including the growth cone or the axon terminus. [GOC:aruk, GOC:bc, PMID:17202468]	6	0.0194	8.57E-6	1.96E-3
GO_WHOLE_MEMBRANE	1721	Any lipid bilayer that completely encloses some structure, and all the proteins embedded in it or attached to it.  Examples include the plasma membrane and most organelle membranes. [GOC:dos]	12	0.0070	1.11E-5	1.96E-3
GO_ACTIN_CYTOSKELETON	503	The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes. [GOC:jl, ISBN:0395825172, ISBN:0815316194]	7	0.0139	1.28E-5	1.96E-3
GO_CHROMOSOME_CENTROMERIC_REGION	196	The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome. [GOC:cjm, GOC:elh, GOC:kmv, GOC:pr]	5	0.0255	1.37E-5	1.96E-3
GO_CORTICAL_CYTOSKELETON	106	The portion of the cytoskeleton that lies just beneath the plasma membrane. [GOC:mah]	4	0.0377	2.29E-5	2.87E-3
GO_SUPRAMOLECULAR_COMPLEX	1311	A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber. [GOC:dos]	10	0.0076	3.11E-5	3.36E-3
GO_VESICLE_MEMBRANE	806	The lipid bilayer surrounding any membrane-bounded vesicle in the cell. [GOC:mah, GOC:vesicle]	8	0.0099	3.36E-5	3.36E-3
GO_CELL_SUBSTRATE_JUNCTION	423	A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]	6	0.0142	4.98E-5	4.38E-3
GO_VACUOLAR_MEMBRANE	427	The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell. [GOC:ai]	6	0.0141	5.25E-5	4.38E-3
GO_AXON	643	The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter. [GOC:nln, ISBN:0198506732]	7	0.0109	6.07E-5	4.67E-3
GO_VESICLE_COAT	56	A membrane coat found on a coated vesicle. [GOC:mah]	3	0.0536	9.22E-5	6.42E-3
GO_COATED_VESICLE	299	Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins. [ISBN:0815316194]	5	0.0167	1.02E-4	6.42E-3
GO_CELL_CORTEX	305	The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins. [GOC:mah, ISBN:0815316194]	5	0.0164	1.12E-4	6.42E-3
