Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	167	Abnormality of the musculature of the upper limbs	13	0.0778	2.96E-13	8.84E-10
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	803	Functional abnormality of the gastrointestinal tract	23	0.0286	3.93E-13	8.84E-10
HP_GAIT_DISTURBANCE	926	Gait disturbance	24	0.0259	9.72E-13	1.46E-9
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	412	Abnormality of the musculature of the limbs	17	0.0413	1.9E-12	2.13E-9
HP_CLINICAL_COURSE	1394	Clinical course	28	0.0201	4.7E-12	4.22E-9
HP_SCAPULAR_WINGING	72	Scapular winging	9	0.1250	1.97E-11	1.47E-8
HP_ABNORMALITY_OF_THE_SHOULDER_GIRDLE_MUSCULATURE	110	Abnormality of the shoulder girdle musculature	10	0.0909	3.72E-11	2.39E-8
HP_ABNORMALITY_OF_THE_SCAPULA	118	Abnormality of the scapula	10	0.0847	7.51E-11	4.22E-8
HP_SHORT_STATURE	1152	Short stature	24	0.0208	8.89E-11	4.44E-8
HP_SKELETAL_MUSCLE_ATROPHY	463	Skeletal muscle atrophy	16	0.0346	1.21E-10	5.42E-8
HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	552	Abnormality of esophagus physiology	17	0.0308	1.82E-10	7.44E-8
HP_ABNORMAL_REFLEX	1070	Abnormal reflex	22	0.0206	7.41E-10	2.77E-7
HP_ABNORMAL_HOMEOSTASIS	1286	Abnormal homeostasis	24	0.0187	8.02E-10	2.77E-7
HP_INVOLUNTARY_MOVEMENTS	905	Involuntary movements	20	0.0221	1.38E-9	4.42E-7
HP_HYPOREFLEXIA	337	Hyporeflexia	13	0.0386	1.9E-9	5.69E-7
HP_REDUCED_TENDON_REFLEXES	494	Reduced tendon reflexes	15	0.0304	2.73E-9	7.65E-7
HP_ABNORMALITY_OF_MUSCLE_SIZE	586	Abnormality of muscle size	16	0.0273	3.57E-9	9.44E-7
