Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_TRANSLATION	295	Translation	8	0.0271	8.21E-9	1.28E-5
REACTOME_MEMBRANE_TRAFFICKING	629	Membrane Trafficking	8	0.0127	2.58E-6	2.01E-3
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	24	Cytosolic tRNA aminoacylation	3	0.1250	5.12E-6	2.65E-3
REACTOME_VESICLE_MEDIATED_TRANSPORT	724	Vesicle-mediated transport	8	0.0110	7.22E-6	2.81E-3
REACTOME_TRNA_AMINOACYLATION	42	tRNA Aminoacylation	3	0.0714	2.86E-5	8.87E-3
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134	Golgi-to-ER retrograde transport	4	0.0299	3.84E-5	9.94E-3
REACTOME_GLYCOLYSIS	72	Glycolysis	3	0.0417	1.44E-4	3.2E-2
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	203	Intra-Golgi and retrograde Golgi-to-ER traffic	4	0.0197	1.91E-4	3.71E-2
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	90	RAB GEFs exchange GTP for GDP on RABs	3	0.0333	2.79E-4	4.47E-2
REACTOME_GLUCOSE_METABOLISM	92	Glucose metabolism	3	0.0326	2.97E-4	4.47E-2
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	Eukaryotic Translation Elongation	3	0.0319	3.17E-4	4.47E-2
REACTOME_METABOLISM_OF_RNA	672	Metabolism of RNA	6	0.0089	3.47E-4	4.47E-2
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	100	COPI-dependent Golgi-to-ER retrograde traffic	3	0.0300	3.8E-4	4.47E-2
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	102	COPI-mediated anterograde transport	3	0.0294	4.02E-4	4.47E-2
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	3	0.0259	5.86E-4	5.69E-2
REACTOME_SELENOAMINO_ACID_METABOLISM	118	Selenoamino acid metabolism	3	0.0254	6.16E-4	5.69E-2
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	3	0.0250	6.47E-4	5.69E-2
REACTOME_RAB_REGULATION_OF_TRAFFICKING	122	Rab regulation of trafficking	3	0.0246	6.78E-4	5.69E-2
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	504	Signaling by Receptor Tyrosine Kinases	5	0.0099	6.95E-4	5.69E-2
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	126	MHC class II antigen presentation	3	0.0238	7.45E-4	5.79E-2
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1432	Post-translational protein modification	8	0.0056	8.07E-4	5.97E-2
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	305	Asparagine N-linked glycosylation	4	0.0131	8.85E-4	6.02E-2
REACTOME_SIGNALING_BY_NTRKS	134	Signaling by NTRKs	3	0.0224	8.9E-4	6.02E-2
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	818	Adaptive Immune System	6	0.0073	9.68E-4	6.27E-2
REACTOME_GLUCONEOGENESIS	34	Gluconeogenesis	2	0.0588	1.05E-3	6.5E-2
REACTOME_INFECTIOUS_DISEASE	866	Infectious disease	6	0.0069	1.3E-3	7.47E-2
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	5	0.0086	1.3E-3	7.47E-2
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	155	ER to Golgi Anterograde Transport	3	0.0194	1.35E-3	7.51E-2
