Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_GAIT_DISTURBANCE	926	Gait disturbance	10	0.0108	3.58E-6	8.09E-3
HP_CLINICAL_COURSE	1394	Clinical course	12	0.0086	3.6E-6	8.09E-3
HP_UNDERDEVELOPED_NASAL_ALAE	79	Underdeveloped nasal alae	4	0.0506	1.04E-5	1.23E-2
HP_HYPERLORDOSIS	174	Hyperlordosis	5	0.0287	1.22E-5	1.23E-2
HP_HYPERTONIA	870	Hypertonia	9	0.0103	1.61E-5	1.23E-2
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_NOSE	93	Aplasia/Hypoplasia involving the nose	4	0.0430	1.98E-5	1.23E-2
HP_RESPIRATORY_INSUFFICIENCY	495	Respiratory insufficiency	7	0.0141	2.13E-5	1.23E-2
HP_INVOLUNTARY_MOVEMENTS	905	Involuntary movements	9	0.0099	2.2E-5	1.23E-2
HP_ABNORMALITY_OF_THE_UPPER_URINARY_TRACT	1161	Abnormality of the upper urinary tract	10	0.0086	2.54E-5	1.27E-2
HP_SPASTICITY	728	Spasticity	8	0.0110	3.23E-5	1.45E-2
HP_AORTIC_ANEURYSM	108	Aortic aneurysm	4	0.0370	3.56E-5	1.45E-2
HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING	548	Impairment in personality functioning	7	0.0128	4.06E-5	1.52E-2
HP_ABNORMAL_AORTIC_MORPHOLOGY	242	Abnormal aortic morphology	5	0.0207	5.89E-5	1.77E-2
HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY	1028	Abnormal respiratory system morphology	9	0.0088	5.9E-5	1.77E-2
HP_BRONCHIOLITIS	7	Bronchiolitis	2	0.2857	5.93E-5	1.77E-2
HP_THORACIC_HYPOPLASIA	125	Thoracic hypoplasia	4	0.0320	6.3E-5	1.77E-2
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	412	Abnormality of the musculature of the limbs	6	0.0146	7.28E-5	1.92E-2
HP_BRAIN_ATROPHY	613	Brain atrophy	7	0.0114	8.19E-5	2.05E-2
HP_UPPER_MOTOR_NEURON_DYSFUNCTION	1102	Upper motor neuron dysfunction	9	0.0082	1E-4	2.37E-2
HP_ABNORMAL_MYELINATION	456	Abnormal myelination	6	0.0132	1.27E-4	2.78E-2
HP_ABNORMAL_MORPHOLOGY_OF_THE_GREAT_VESSELS	464	Abnormal morphology of the great vessels	6	0.0129	1.39E-4	2.78E-2
HP_ABNORMAL_FACIAL_SHAPE	901	Abnormal facial shape	8	0.0089	1.42E-4	2.78E-2
HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY	1159	Functional respiratory abnormality	9	0.0078	1.46E-4	2.78E-2
HP_DILATATION	156	Dilatation	4	0.0256	1.48E-4	2.78E-2
HP_ABNORMAL_CORPUS_CALLOSUM_MORPHOLOGY	686	Abnormal corpus callosum morphology	7	0.0102	1.64E-4	2.95E-2
HP_ABNORMAL_JOINT_MORPHOLOGY	938	Abnormal joint morphology	8	0.0085	1.87E-4	3.11E-2
