Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GO_CELL_SUBSTRATE_JUNCTION	423	A cell junction that forms a connection between a cell and the extracellular matrix. [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]	14	0.0331	1.26E-11	1.26E-8
GO_SUPRAMOLECULAR_COMPLEX	1311	A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber. [GOC:dos]	20	0.0153	4.59E-10	2.3E-7
GO_ANCHORING_JUNCTION	831	A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix. [ISBN:0815332181]	16	0.0193	1.16E-9	3.61E-7
GO_ACTIN_CYTOSKELETON	503	The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes. [GOC:jl, ISBN:0395825172, ISBN:0815316194]	13	0.0258	1.44E-9	3.61E-7
GO_SUPRAMOLECULAR_POLYMER	996	A polymeric supramolecular structure. [GOC:dos]	17	0.0171	2.04E-9	4.09E-7
GO_CORTICAL_ACTIN_CYTOSKELETON	80	The portion of the actin cytoskeleton, comprising filamentous actin and associated proteins, that lies just beneath the plasma membrane. [GOC:mah]	6	0.0750	9.5E-8	1.58E-5
GO_SYNAPSE	1357	The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane. [GOC:aruk, ISBN:0198506732, PMID:24619342, PMID:29383328, PMID:31998110]	17	0.0125	1.81E-7	2.59E-5
GO_CORTICAL_CYTOSKELETON	106	The portion of the cytoskeleton that lies just beneath the plasma membrane. [GOC:mah]	6	0.0566	5.09E-7	6.37E-5
GO_SPINDLE	367	The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart. [ISBN:0198547684]	9	0.0245	8.47E-7	9.42E-5
GO_WHOLE_MEMBRANE	1721	Any lipid bilayer that completely encloses some structure, and all the proteins embedded in it or attached to it.  Examples include the plasma membrane and most organelle membranes. [GOC:dos]	18	0.0105	1.05E-6	1.04E-4
GO_POLYMERIC_CYTOSKELETAL_FIBER	756	A component of the cytoskeleton consisting of a homo or heteropolymeric fiber constructed from an indeterminate number of protein subunits. [GOC:dos]	12	0.0159	1.21E-6	1.04E-4
GO_CHROMOSOME_CENTROMERIC_REGION	196	The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome. [GOC:cjm, GOC:elh, GOC:kmv, GOC:pr]	7	0.0357	1.25E-6	1.04E-4
GO_MICROTUBULE_CYTOSKELETON	1256	The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins. [GOC:jl, ISBN:0395825172]	15	0.0119	1.85E-6	1.43E-4
GO_CELL_CORTEX	305	The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins. [GOC:mah, ISBN:0815316194]	8	0.0262	2.15E-6	1.54E-4
GO_NEURON_PROJECTION	1366	A prolongation or process extending from a nerve cell, e.g. an axon or dendrite. [GOC:jl, http://www.cogsci.princeton.edu/~wn/]	15	0.0110	5.12E-6	3.42E-4
GO_RIBONUCLEOPROTEIN_COMPLEX	738	A macromolecular complex containing both protein and RNA molecules. [GOC:vesicles]	11	0.0149	6.28E-6	3.93E-4
GO_CHROMOSOMAL_REGION	356	Any subdivision of a chromosome along its length. [GOC:dos]	8	0.0225	6.69E-6	3.94E-4
GO_MITOCHONDRION	1622	A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration. [GOC:giardia, ISBN:0198506732]	16	0.0099	9.29E-6	5.17E-4
GO_VESICLE_COAT	56	A membrane coat found on a coated vesicle. [GOC:mah]	4	0.0714	1.77E-5	9.32E-4
GO_MICROTUBULE	431	Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle. [ISBN:0879693568]	8	0.0186	2.64E-5	1.32E-3
GO_LATERAL_PLASMA_MEMBRANE	65	The portion of the plasma membrane at the lateral side of the cell. In epithelial cells, lateral plasma membranes are on the sides of cells which lie at the interface of adjacent cells. [GOC:hb, GOC:mah, GOC:pr]	4	0.0615	3.2E-5	1.5E-3
GO_SPINDLE_MICROTUBULE	66	Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole. [ISBN:0815316194]	4	0.0606	3.4E-5	1.5E-3
GO_MITOTIC_SPINDLE	133	A spindle that forms as part of mitosis. Mitotic and meiotic spindles contain distinctive complements of proteins associated with microtubules. [GOC:mah, GOC:vw, PMID:11408572, PMID:18367542, PMID:8027178]	5	0.0376	3.46E-5	1.5E-3
GO_MITOCHONDRIAL_MATRIX	473	The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation. [GOC:as, ISBN:0198506732]	8	0.0169	5.09E-5	2.11E-3
GO_CONTRACTILE_FIBER	238	Fibers, composed of actin, myosin, and associated proteins, found in cells of smooth or striated muscle. [GOC:go_curators, ISBN:0815316194]	6	0.0252	5.27E-5	2.11E-3
GO_AXON	643	The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter. [GOC:nln, ISBN:0198506732]	9	0.0140	7.35E-5	2.83E-3
GO_NEURON_PROJECTION_CYTOPLASM	87	All of the contents of a plasma membrane bounded neuron projection, excluding the plasma membrane surrounding the projection. [GOC:ha]	4	0.0460	1E-4	3.72E-3
