Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
REACTOME_RHO_GTPASES_ACTIVATE_PAKS	21	RHO GTPases activate PAKs	2	0.0952	7.17E-5	1.11E-1
REACTOME_NEUTROPHIL_DEGRANULATION	479	Neutrophil degranulation	4	0.0084	1.77E-4	1.11E-1
REACTOME_INTERFERON_SIGNALING	203	Interferon Signaling	3	0.0148	2.4E-4	1.11E-1
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP_	42	Activation of gene expression by SREBF (SREBP)	2	0.0476	2.92E-4	1.11E-1
REACTOME_INNATE_IMMUNE_SYSTEM	1114	Innate Immune System	5	0.0045	4.5E-4	1.11E-1
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	613	Cellular responses to external stimuli	4	0.0065	4.52E-4	1.11E-1
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF_	55	Regulation of cholesterol biosynthesis by SREBP (SREBF)	2	0.0364	5.01E-4	1.11E-1
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	2	0.0333	5.96E-4	1.16E-1
REACTOME_DNA_REPAIR	331	DNA Repair	3	0.0091	9.94E-4	1.57E-1
REACTOME_PROTEIN_UBIQUITINATION	79	Protein ubiquitination	2	0.0253	1.03E-3	1.57E-1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	82	Antiviral mechanism by IFN-stimulated genes	2	0.0244	1.11E-3	1.57E-1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	Metabolism of amino acids and derivatives	3	0.0080	1.41E-3	1.71E-1
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	94	Eukaryotic Translation Elongation	2	0.0213	1.45E-3	1.71E-1
REACTOME_INFECTIOUS_DISEASE	866	Infectious disease	4	0.0046	1.63E-3	1.71E-1
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	Response of EIF2AK4 (GCN2) to amino acid deficiency	2	0.0196	1.71E-3	1.71E-1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	884	Cytokine Signaling in Immune system	4	0.0045	1.76E-3	1.71E-1
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	SRP-dependent cotranslational protein targeting to membrane	2	0.0177	2.09E-3	1.74E-1
REACTOME_DISEASE	1580	Disease	5	0.0032	2.15E-3	1.74E-1
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_	116	Nonsense-Mediated Decay (NMD)	2	0.0172	2.2E-3	1.74E-1
REACTOME_SELENOAMINO_ACID_METABOLISM	118	Selenoamino acid metabolism	2	0.0169	2.27E-3	1.74E-1
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	Eukaryotic Translation Initiation	2	0.0167	2.35E-3	1.74E-1
REACTOME_METABOLISM_OF_STEROIDS	151	Metabolism of steroids	2	0.0132	3.69E-3	2.6E-1
REACTOME_INFLUENZA_INFECTION	157	Influenza Infection	2	0.0127	3.98E-3	2.69E-1
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	Regulation of expression of SLITs and ROBOs	2	0.0116	4.75E-3	3.03E-1
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	Nervous system development	3	0.0052	4.87E-3	3.03E-1
REACTOME_RRNA_PROCESSING	205	rRNA processing	2	0.0098	6.68E-3	3.99E-1
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	218	Signaling by ROBO receptors	2	0.0092	7.52E-3	4.33E-1
REACTOME_METABOLISM_OF_LIPIDS	739	Metabolism of lipids	3	0.0041	9.48E-3	5.26E-1
REACTOME_TRANSLATION	295	Translation	2	0.0068	1.34E-2	7.07E-1
REACTOME_DEUBIQUITINATION	298	Deubiquitination	2	0.0067	1.37E-2	7.07E-1
REACTOME_RHO_GTPASE_EFFECTORS	324	RHO GTPase Effectors	2	0.0062	1.6E-2	8.02E-1


