Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_UP	193	Genes up-regulated in CD4 [GeneID=920] SMARTA cells: naïve versus during acute infection of LCMV.	4	0.0207	5.14E-6	7.21E-3
GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_DN	199	Genes down-regulated in comparison of control dendritic cells (DC) at 12 h versus those stimulated with Pam3Csk4 (TLR1/2 agonist) at 12 h.	4	0.0201	5.8E-6	7.21E-3
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN	199	Genes down-regulated in naïve untreated macrophages versus tolerant macrophages stimulated by LPS.	4	0.0201	5.8E-6	7.21E-3
GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_UP	200	Genes up-regulated in T reg: untreated versus ZM 241385 [PubChem=176407].	4	0.0200	5.92E-6	7.21E-3
GSE6259_DEC205_POS_DC_VS_BCELL_DN	171	Genes down-regulated in splenic dendritic cells: DEC205+ versus B lymphocytes.	3	0.0175	1.45E-4	2.07E-2
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD8_TCELL_DN	172	Genes down-regulated in cells from Flt3L Melanom injected mice: splenic DEC205+ dendritic cells versus CD8 T cells.	3	0.0174	1.47E-4	2.07E-2
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_GRAN_MONO_PROGENITOR_DN	176	Genes down-regulated in hematopoietic stem cells versus granulocyte-monocyte progenitors.	3	0.0170	1.58E-4	2.07E-2
GSE43863_NAIVE_VS_LY6C_LOW_CXCR5NEG_CD4_EFF_TCELL_D6_LCMV_DN	196	Genes down-regulated in CD4 [GeneID=920] SMARTA T cells: naïve versus Ly6c low CXCR5- effector during acute infection of LCMV.	3	0.0153	2.16E-4	2.07E-2
GSE3982_DC_VS_NEUTROPHIL_DN	197	Genes down-regulated in comparison of dendritic cells (DC) versus neutrophils.	3	0.0152	2.19E-4	2.07E-2
GSE25087_FETAL_VS_ADULT_TREG_UP	198	Genes up-regulated in comparison of fetal regulatory T cell (Treg) versus adult regulatory T cell (Treg).	3	0.0152	2.23E-4	2.07E-2
GSE34205_HEALTHY_VS_FLU_INF_INFANT_PBMC_UP	198	Genes up-regulated in comparison of peripheral blood mononuclear cells (PBMC) from healthy donors versus PBMCs from infanct with acute influenza infection.	3	0.0152	2.23E-4	2.07E-2
GSE360_CTRL_VS_L_MAJOR_DC_UP	198	Genes up-regulated in untreated dendritic cells (DC) versus DCs exposed to parasite L. major.	3	0.0152	2.23E-4	2.07E-2
GSE36826_WT_VS_IL1R_KO_SKIN_DN	198	Genes down-regulated in skin: wildtype versus IL1R1 [GeneID=3554] knockout.	3	0.0152	2.23E-4	2.07E-2
GSE17721_CTRL_VS_LPS_12H_BMDC_DN	199	Genes down-regulated in comparison of control dendritic cells (DC) at 12 h versus those stimulated with LPS (TLR4 agonist) at 12 h.	3	0.0151	2.26E-4	2.07E-2
GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP	199	Genes up-regulated in comparison of control dendritic cells (DC) at 24 h versus those stimulated with poly(I:C) (TLR3 agonist) at 24 h.	3	0.0151	2.26E-4	2.07E-2
GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDC_UP	199	Genes up-regulated in comparison of dendritic cells (DC) stimulated with LPS (TLR4 agonist) at 24 h versus DC cells stimulated with Gardiquimod (TLR7 agonist) at 24 h.	3	0.0151	2.26E-4	2.07E-2
GSE17974_1.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	199	Genes down-regulated in comparison of CD4 [GeneID=920] T cells treated with IL4 [GeneID=3565] and anti-IL12 at 1.5 h versus those at 72 h.	3	0.0151	2.26E-4	2.07E-2
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_16H_DN	199	Genes down-regulated in B lymphocytes with NFATC1 [GeneID=4772] knockout: control versus stimulated by anti-IgM for 16h.	3	0.0151	2.26E-4	2.07E-2
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_DN	199	Genes down-regulated in comparison of CD25- T cells treated with IL4 [GeneID=3565] at day 10 versus untreated CD25- T cells at day 10.	3	0.0151	2.26E-4	2.07E-2
GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN	199	Genes down-regulated in wildtype bone marrow-derived macrophages: control versus treated with IL4 [GeneID=3565].	3	0.0151	2.26E-4	2.07E-2
GSE26669_CD4_VS_CD8_TCELL_IN_MLR_DN	199	Genes down-regulated in comparison of untreated CD4 [GeneID=920] T cells versus the untreated CD8 T cells.	3	0.0151	2.26E-4	2.07E-2
GSE27786_LSK_VS_BCELL_DN	199	Genes down-regulated in comparison of LSK versus B cells.	3	0.0151	2.26E-4	2.07E-2
GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN	199	Genes down-regulated in spleen CD8+ dendritic cells versus bone marrow monocytes.	3	0.0151	2.26E-4	2.07E-2
GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	199	Genes down-regulated in bone marrow-derived macrophagesat 45 min stimulation of IL10 [GeneID=3486] and LPS: wildtype versus IL6 [GeneID=3469] knockout.	3	0.0151	2.26E-4	2.07E-2
GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN	200	Genes down-regulated in comparison of microglia cells 1 h after stimulation with IFNG [GeneID=3458] versus microglia cells 6 h after the stimulation.	3	0.0150	2.29E-4	2.07E-2
GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_DN	200	Genes down-regulated in comparison of control microglia cells versus those 6 h after stimulation with IFNG [GeneID=3458].	3	0.0150	2.29E-4	2.07E-2
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_UP	200	Genes up-regulated in comparison of control CD4 [GeneID=920] CD8 thymocytes versus those after stimulation with anti-Vbeta5 antibodies.	3	0.0150	2.29E-4	2.07E-2
GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_DN	200	Genes down-regulated in naïve B lymphocytes versus those from cord blood.	3	0.0150	2.29E-4	2.07E-2
GSE17721_0.5H_VS_8H_POLYIC_BMDC_UP	200	Genes up-regulated in comparison of dendritic cells (DC) stimulated with poly(I:C) (TLR3 agonist) at 0.5 h versus those stimulated at 8 h.	3	0.0150	2.29E-4	2.07E-2
GSE17721_CTRL_VS_POLYIC_12H_BMDC_UP	200	Genes up-regulated in comparison of control dendritic cells (DC) at 12 h versus those stimulated with poly(I:C) (TLR3 agonist) at 12 h.	3	0.0150	2.29E-4	2.07E-2
GSE17721_POLYIC_VS_CPG_24H_BMDC_DN	200	Genes down-regulated in comparison of dendritic cells (DC) stimulated with poly(I:C) (TLR3 agonist) at 24 h versus DC cells stimulated with CpG DNA (TLR9 agonist) at 24 h.	3	0.0150	2.29E-4	2.07E-2
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN	200	Genes down-regulated in comparison of dendritic cells (DC) stimulated with poly(I:C) (TLR3 agonist) at 4 h versus DC cells stimulated with Pam3Csk4 (TLR1/2 agonist) at 4 h.	3	0.0150	2.29E-4	2.07E-2
GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_UP	200	Genes up-regulated in T cells: control (0h) versus IL21 [GeneID=59067] for 24h.	3	0.0150	2.29E-4	2.07E-2
GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP	200	Genes up-regulated in HMC-1 (mast leukemia) cells: untreated versus stimulated with T cell membranes.	3	0.0150	2.29E-4	2.07E-2
GSE20366_EX_VIVO_VS_DEC205_CONVERSION_DN	200	Genes down-regulated in comparison of TregLP versus DEC-Pept Convert (see Table 1S in the paper for details).	3	0.0150	2.29E-4	2.07E-2
GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	200	Genes up-regulated in CD4 [GeneID=920] T cells with STAT3 [GeneID=6774] knockout: IL6 [GeneID=3569] versus TGF beta and IL6 [GeneID=3569].	3	0.0150	2.29E-4	2.07E-2
GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	200	Genes up-regulated in neutrophils: LPS versus stimulated by CSF2 and IFNG [GeneID=1437;3458].	3	0.0150	2.29E-4	2.07E-2
GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_DN	200	Genes down-regulated in neutrophils: untreated versus LPS.	3	0.0150	2.29E-4	2.07E-2
GSE22886_NEUTROPHIL_VS_DC_DN	200	Genes down-regulated in comparison of neutrophils versus dendritic cells (DC).	3	0.0150	2.29E-4	2.07E-2
GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	200	Genes up-regulated in polymorphonuclear leukocytes (24h): control versus infection by A. phagocytophilum.	3	0.0150	2.29E-4	2.07E-2
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	200	Genes down-regulated in polymorphonuclear leukocytes (9h): control versus infection by A. phagocytophilum.	3	0.0150	2.29E-4	2.07E-2
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_DN	200	Genes down-regulated in comparison of CD25- T cells treated with IL4 [GeneID=3565] at day 7 versus untreated CD25- T cells at day 7.	3	0.0150	2.29E-4	2.07E-2
GSE27786_LSK_VS_NKCELL_DN	200	Genes down-regulated in comparison of LSK versus NK cells.	3	0.0150	2.29E-4	2.07E-2
GSE3203_UNTREATED_VS_IFNB_TREATED_LN_BCELL_UP	200	Genes up-regulated in lymph node B lymphocytes: untreated versus interferon beta.	3	0.0150	2.29E-4	2.07E-2
GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_UP	200	Genes up-regulated in macrophages with knockout of HDAC3 [GeneID=8841] after LPS treatment: heterozygous versus homozygous.	3	0.0150	2.29E-4	2.07E-2
GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_DN	200	Genes down-regulated in comparison of untreated CD8+ dendritic cells (DC) at 4 h versus those treated with IFNG [GeneID=3458] at 4 h.	3	0.0150	2.29E-4	2.07E-2
GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_DN	200	Genes down-regulated in comparison of dendritic cells (DC) exposed to 5 worm/well B. malayi versus macrophages exposed to 5 worms/well B. malayi.	3	0.0150	2.29E-4	2.07E-2
GSE360_DC_VS_MAC_UP	200	Genes up-regulated in comparison of dendritic cells (DC) versus untreated macrophages.	3	0.0150	2.29E-4	2.07E-2
GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_DN	200	Genes down-regulated in liver: untreated versus IL6 [GeneID=3569] injection.	3	0.0150	2.29E-4	2.07E-2
GSE37301_LYMPHOID_PRIMED_MPP_VS_COMMON_LYMPHOID_PROGENITOR_DN	200	Genes down-regulated in lymphoid primed multipotent progenitors versus common lymphoid progenitors.	3	0.0150	2.29E-4	2.07E-2
GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TREG_DN	200	Genes down-regulated in T reg from visceral adipose tissue of aged mice: wildtype versus PPARG [GeneID=5468] knockout.	3	0.0150	2.29E-4	2.07E-2
