Gene Set Name	Genes in Gene Set (K)	Description	Genes in Overlap (k)	k/K	p-value	FDR q-value
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	167	Abnormality of the musculature of the upper limbs	13	0.0778	6.12E-14	2.75E-10
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	803	Functional abnormality of the gastrointestinal tract	22	0.0274	2.56E-13	3.84E-10
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LIMBS	412	Abnormality of the musculature of the limbs	17	0.0413	2.56E-13	3.84E-10
HP_CLINICAL_COURSE	1394	Clinical course	27	0.0194	1.4E-12	1.57E-9
HP_GAIT_DISTURBANCE	926	Gait disturbance	22	0.0238	4.22E-12	3.79E-9
HP_SCAPULAR_WINGING	72	Scapular winging	9	0.1250	6.57E-12	4.92E-9
HP_ABNORMALITY_OF_THE_SHOULDER_GIRDLE_MUSCULATURE	110	Abnormality of the shoulder girdle musculature	10	0.0909	1.11E-11	7.13E-9
HP_ABNORMALITY_OF_THE_SCAPULA	118	Abnormality of the scapula	10	0.0847	2.25E-11	1.26E-8
HP_SHORT_STATURE	1152	Short stature	23	0.0200	4.26E-11	2.13E-8
HP_ABNORMAL_HOMEOSTASIS	1286	Abnormal homeostasis	24	0.0187	6.1E-11	2.74E-8
HP_SKELETAL_MUSCLE_ATROPHY	463	Skeletal muscle atrophy	15	0.0324	2.05E-10	8.37E-8
HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	552	Abnormality of esophagus physiology	16	0.0290	2.51E-10	9.42E-8
HP_ABNORMALITY_OF_THE_INNER_EAR	872	Abnormality of the inner ear	19	0.0218	5.81E-10	2.01E-7
HP_PTOSIS	595	Ptosis	16	0.0269	7.43E-10	2.38E-7
HP_CONSTITUTIONAL_SYMPTOM	918	Constitutional symptom	19	0.0207	1.35E-9	4.05E-7
HP_PACE_OF_PROGRESSION	453	Pace of progression	14	0.0309	1.55E-9	4.35E-7
HP_PROXIMAL_MUSCLE_WEAKNESS	190	Proximal muscle weakness	10	0.0526	2.45E-9	6.48E-7
HP_ABNORMAL_REFLEX	1070	Abnormal reflex	20	0.0187	2.73E-9	6.83E-7
HP_FUNCTIONAL_MOTOR_DEFICIT	406	Functional motor deficit	13	0.0320	4E-9	9.05E-7
HP_MUSCLE_WEAKNESS	873	Muscle weakness	18	0.0206	4.03E-9	9.05E-7
HP_ABNORMALITY_OF_MUSCLE_SIZE	586	Abnormality of muscle size	15	0.0256	5.03E-9	1.08E-6
HP_ABNORMALITY_OF_THE_ORBITAL_REGION	1239	Abnormality of the orbital region	21	0.0169	5.89E-9	1.2E-6
HP_DYSPHAGIA	347	Dysphagia	12	0.0346	6.93E-9	1.31E-6
HP_INVOLUNTARY_MOVEMENTS	905	Involuntary movements	18	0.0199	7.02E-9	1.31E-6
HP_IMPAIRMENT_IN_PERSONALITY_FUNCTIONING	548	Impairment in personality functioning	14	0.0255	1.72E-8	3.09E-6
HP_ABNORMALITY_OF_THE_CURVATURE_OF_THE_VERTEBRAL_COLUMN	981	Abnormality of the curvature of the vertebral column	18	0.0183	2.4E-8	4.07E-6
HP_HYPERTONIA	870	Hypertonia	17	0.0195	2.45E-8	4.07E-6
HP_ABNORMAL_CARDIOVASCULAR_SYSTEM_PHYSIOLOGY	1112	Abnormal cardiovascular system physiology	19	0.0171	2.93E-8	4.71E-6
HP_ABNORMAL_GLIAL_CELL_MORPHOLOGY	131	Abnormal glial cell morphology	8	0.0611	3.2E-8	4.88E-6
HP_TREMOR	485	Tremor	13	0.0268	3.26E-8	4.88E-6
HP_EMG_ABNORMALITY	252	EMG abnormality	10	0.0397	3.61E-8	5.24E-6
HP_REDUCED_TENDON_REFLEXES	494	Reduced tendon reflexes	13	0.0263	4.04E-8	5.67E-6
HP_ABNORMALITY_OF_THE_ENDOCRINE_SYSTEM	1140	Abnormality of the endocrine system	19	0.0167	4.33E-8	5.87E-6
HP_ABNORMAL_INVOLUNTARY_EYE_MOVEMENTS	908	Abnormal involuntary eye movements	17	0.0187	4.53E-8	5.87E-6
HP_ABNORMAL_EYELID_MORPHOLOGY	1024	Abnormal eyelid morphology	18	0.0176	4.58E-8	5.87E-6
HP_ABNORMALITY_OF_GLOBE_LOCATION	808	Abnormality of globe location	16	0.0198	5.41E-8	6.57E-6
HP_HYPOREFLEXIA	337	Hyporeflexia	11	0.0326	5.41E-8	6.57E-6
HP_ABNORMALITY_OF_CIRCULATING_ENZYME_LEVEL	264	Abnormality of circulating enzyme level	10	0.0379	5.59E-8	6.61E-6
HP_ABNORMALITY_OF_BLOOD_AND_BLOOD_FORMING_TISSUES	1172	Abnormality of blood and blood-forming tissues	19	0.0162	6.67E-8	7.69E-6
HP_PROGRESSIVE	270	Progressive	10	0.0370	6.9E-8	7.75E-6
HP_ABNORMAL_PERIPHERAL_NERVOUS_SYSTEM_MORPHOLOGY	830	Abnormal peripheral nervous system morphology	16	0.0193	7.79E-8	8.54E-6
HP_ABNORMALITY_OF_THE_FOREHEAD	843	Abnormality of the forehead	16	0.0190	9.62E-8	1.03E-5
HP_ABNORMALITY_OF_THE_OUTER_EAR	964	Abnormality of the outer ear	17	0.0176	1.06E-7	1.11E-5
HP_ABNORMAL_LIP_MORPHOLOGY	853	Abnormal lip morphology	16	0.0188	1.13E-7	1.15E-5
HP_MYOPATHY	299	Myopathy	10	0.0334	1.78E-7	1.78E-5
HP_ONSET	1002	Onset	17	0.0170	1.83E-7	1.79E-5
HP_PEDIATRIC_ONSET	565	Pediatric onset	13	0.0230	1.89E-7	1.81E-5
HP_ABNORMALITY_OF_SKIN_ADNEXA_MORPHOLOGY	1152	Abnormality of skin adnexa morphology	18	0.0156	2.61E-7	2.42E-5
HP_ABNORMALITY_OF_THE_LENS	685	Abnormality of the lens	14	0.0204	2.63E-7	2.42E-5
HP_FUNCTIONAL_RESPIRATORY_ABNORMALITY	1159	Functional respiratory abnormality	18	0.0155	2.85E-7	2.53E-5
HP_HYPERLORDOSIS	174	Hyperlordosis	8	0.0460	2.87E-7	2.53E-5
HP_RESPIRATORY_INSUFFICIENCY	495	Respiratory insufficiency	12	0.0242	3.29E-7	2.84E-5
HP_PAIN	604	Pain	13	0.0215	4.02E-7	3.41E-5
HP_ABNORMALITY_OF_COORDINATION	945	Abnormality of coordination	16	0.0169	4.42E-7	3.68E-5
HP_BRAIN_ATROPHY	613	Brain atrophy	13	0.0212	4.75E-7	3.82E-5
HP_INCOORDINATION	186	Incoordination	8	0.0430	4.76E-7	3.82E-5
HP_ABNORMAL_BLEEDING	420	Abnormal bleeding	11	0.0262	4.87E-7	3.84E-5
HP_SPASTICITY	728	Spasticity	14	0.0192	5.44E-7	4.22E-5
HP_LIMB_GIRDLE_MUSCLE_WEAKNESS	81	Limb-girdle muscle weakness	6	0.0741	5.69E-7	4.34E-5
HP_ABNORMAL_NASAL_MORPHOLOGY	851	Abnormal nasal morphology	15	0.0176	6.28E-7	4.7E-5
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRUM	1226	Aplasia/Hypoplasia of the cerebrum	18	0.0147	6.41E-7	4.72E-5
HP_UPPER_MOTOR_NEURON_DYSFUNCTION	1102	Upper motor neuron dysfunction	17	0.0154	6.85E-7	4.96E-5
HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS	1111	Abnormality of the abdominal organs	17	0.0153	7.65E-7	5.46E-5
HP_GLIOSIS	86	Gliosis	6	0.0698	8.12E-7	5.67E-5
HP_ABNORMAL_CIRCULATING_PROTEIN_LEVEL	443	Abnormal circulating protein level	11	0.0248	8.2E-7	5.67E-5
HP_DIFFICULTY_CLIMBING_STAIRS	48	Difficulty climbing stairs	5	0.1042	9.36E-7	6.37E-5
HP_ABNORMALITY_OF_JOINT_MOBILITY	1008	Abnormality of joint mobility	16	0.0159	1.03E-6	6.9E-5
HP_ABNORMALITY_OF_IMMUNE_SYSTEM_PHYSIOLOGY	1275	Abnormality of immune system physiology	18	0.0141	1.12E-6	7.4E-5
HP_MYALGIA	145	Myalgia	7	0.0483	1.17E-6	7.55E-5
HP_HIGH_PALATE	559	High palate	12	0.0215	1.18E-6	7.55E-5
HP_ABNORMAL_PLATELET_VOLUME	22	Abnormal platelet volume	4	0.1818	1.21E-6	7.55E-5
HP_FREQUENT_FALLS	92	Frequent falls	6	0.0652	1.21E-6	7.55E-5
HP_DECREASED_HEAD_CIRCUMFERENCE	1025	Decreased head circumference	16	0.0156	1.28E-6	7.83E-5
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_LOWER_LIMBS	93	Abnormality of the musculature of the lower limbs	6	0.0645	1.29E-6	7.83E-5
HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY	1028	Abnormal respiratory system morphology	16	0.0156	1.33E-6	7.91E-5
HP_ABNORMAL_GLUCOSE_HOMEOSTASIS	566	Abnormal glucose homeostasis	12	0.0212	1.34E-6	7.91E-5
HP_ABNORMAL_REPRODUCTIVE_SYSTEM_MORPHOLOGY	1159	Abnormal reproductive system morphology	17	0.0147	1.36E-6	7.94E-5
HP_ABNORMAL_EYEBROW_MORPHOLOGY	470	Abnormal eyebrow morphology	11	0.0234	1.46E-6	8.34E-5
HP_ABNORMALITY_OF_THE_DENTITION	792	Abnormality of the dentition	14	0.0177	1.47E-6	8.34E-5
HP_ABNORMAL_FEAR_ANXIETY_RELATED_BEHAVIOR	294	Abnormal fear/anxiety-related behavior	9	0.0306	1.55E-6	8.6E-5
HP_ABNORMAL_NUMBER_OF_TEETH	294	Abnormal number of teeth	9	0.0306	1.55E-6	8.6E-5
HP_LIMB_MUSCLE_WEAKNESS	219	Limb muscle weakness	8	0.0365	1.63E-6	8.8E-5
HP_ABNORMALITY_OF_FACIAL_MUSCULATURE	296	Abnormality of facial musculature	9	0.0304	1.64E-6	8.8E-5
HP_DECREASED_BODY_WEIGHT	1176	Decreased body weight	17	0.0145	1.65E-6	8.8E-5
HP_DISINHIBITION	153	Disinhibition	7	0.0458	1.68E-6	8.8E-5
HP_ABNORMAL_MUSCLE_FIBER_MORPHOLOGY	220	Abnormal muscle fiber morphology	8	0.0364	1.68E-6	8.8E-5
HP_ABNORMALITY_OF_FACIAL_SOFT_TISSUE	392	Abnormality of facial soft tissue	10	0.0255	2.07E-6	1.07E-4
HP_ATROPHY_DEGENERATION_AFFECTING_THE_CENTRAL_NERVOUS_SYSTEM	701	Atrophy/Degeneration affecting the central nervous system	13	0.0185	2.1E-6	1.07E-4
HP_PROMINENT_FOREHEAD	160	Prominent forehead	7	0.0437	2.26E-6	1.14E-4
HP_DISTAL_MUSCLE_WEAKNESS	161	Distal muscle weakness	7	0.0435	2.36E-6	1.16E-4
HP_COGNITIVE_IMPAIRMENT	598	Cognitive impairment	12	0.0201	2.36E-6	1.16E-4
HP_DIFFICULTY_WALKING	233	Difficulty walking	8	0.0343	2.58E-6	1.25E-4
HP_GLUCOSE_INTOLERANCE	402	Glucose intolerance	10	0.0249	2.59E-6	1.25E-4
HP_SPRENGEL_ANOMALY	27	Sprengel anomaly	4	0.1481	2.86E-6	1.37E-4
HP_ABNORMALITY_OF_THE_NASAL_BRIDGE	848	Abnormality of the nasal bridge	14	0.0165	3.23E-6	1.53E-4
HP_RIGIDITY	176	Rigidity	7	0.0398	4.25E-6	1.99E-4
HP_ABNORMALITY_OF_THE_LOWER_URINARY_TRACT	637	Abnormality of the lower urinary tract	12	0.0188	4.49E-6	2.08E-4
HP_ABNORMALITY_OF_THE_CEREBRAL_SUBCORTEX	879	Abnormality of the cerebral subcortex	14	0.0159	4.86E-6	2.23E-4
HP_ABNORMAL_CIRCULATING_METABOLITE_CONCENTRATION	1009	Abnormal circulating metabolite concentration	15	0.0149	5.03E-6	2.28E-4
HP_ABNORMALITY_OF_FACIAL_SKELETON	1011	Abnormality of facial skeleton	15	0.0148	5.15E-6	2.3E-4


